,MSOA code,Net annual income (£),Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Pop_Per_Hectare,percent_at_or_above_qual_level_4
6362,E02003106,38300.0,2.0,15.0,34.8
6363,E02003107,33500.0,3.7,27.7,25.3
6364,E02003108,33600.0,2.8,3.4,25.5
6365,E02003109,42000.0,2.0,41.5,30.8
6366,E02003110,49600.0,2.1,35.3,36.6
6367,E02003111,34200.0,2.5,44.1,33.3
6368,E02003112,30200.0,3.8,56.3,18.6
6369,E02003113,36100.0,2.6,0.6,34.3
6370,E02003114,32900.0,3.8,52.7,19.9
6371,E02003115,32900.0,3.4,64.5,19.7
6372,E02003116,29500.0,4.1,56.4,13.5
6373,E02003117,33500.0,3.8,55.5,18.0
6374,E02003118,34700.0,2.8,29.2,21.6
6375,E02003119,32400.0,3.6,26.7,19.1
6376,E02003120,34500.0,2.4,28.9,21.5
6377,E02003121,34600.0,1.9,20.8,24.1
6378,E02003212,36100.0,2.8,2.6,26.4
6379,E02003214,28000.0,8.8,43.8,6.7
6380,E02003215,35100.0,3.0,46.6,18.7
6381,E02003216,32200.0,3.5,30.0,15.7
6382,E02003217,30200.0,5.3,56.7,13.0
6383,E02003218,31000.0,6.0,45.3,10.4
6384,E02003219,37700.0,2.5,0.8,33.7
6385,E02003220,32800.0,3.0,18.4,18.5
6386,E02003221,33700.0,5.6,35.0,13.7
6387,E02003222,42800.0,3.2,35.8,29.2
6388,E02003223,35300.0,4.5,21.6,21.1
6389,E02003224,34100.0,2.9,44.5,17.7
6390,E02003225,40800.0,3.8,20.8,25.7
6391,E02003226,32600.0,7.6,110.2,17.6
6392,E02003227,27800.0,7.7,57.8,8.7
6393,E02003228,34500.0,3.3,41.2,23.3
6394,E02003229,37800.0,3.7,29.9,26.8
6395,E02003230,40500.0,5.0,86.5,35.2
6396,E02003231,29600.0,6.9,62.9,8.9
6397,E02003232,37200.0,3.7,39.1,38.5
6398,E02003233,31600.0,5.4,32.2,17.0
6399,E02003234,31000.0,4.2,28.4,17.9
6400,E02003235,41700.0,2.8,16.5,36.6
6401,E02003236,34000.0,3.0,2.5,28.2
6402,E02006847,43200.0,2.7,37.3,33.5
6403,E02006848,43400.0,3.3,74.0,33.4
6404,E02006849,49900.0,2.5,34.4,32.8
6405,E02003154,29100.0,5.4,36.9,15.2
6406,E02003155,25400.0,4.2,13.3,22.6
6407,E02003156,30400.0,3.4,25.4,23.4
6408,E02003157,27800.0,7.2,40.2,18.1
6409,E02003158,25400.0,4.9,48.5,19.1
6410,E02003159,28900.0,5.4,78.0,17.9
6411,E02003161,22300.0,7.7,50.8,17.4
6412,E02003163,27100.0,3.8,19.3,30.8
6413,E02003164,29500.0,3.1,32.5,23.0
6414,E02003165,28200.0,4.0,50.0,18.5
6415,E02003166,27700.0,4.7,10.6,15.4
6416,E02003167,22100.0,6.1,54.4,15.1
6417,E02003168,26500.0,3.5,23.3,18.9
6418,E02003169,30400.0,3.0,6.8,26.1
6419,E02003170,27400.0,4.3,28.8,22.2
6420,E02003171,26700.0,4.1,25.8,19.2
6421,E02006840,29400.0,3.5,15.0,25.0
6422,E02006644,35400.0,2.5,1.1,33.1
6423,E02006645,36700.0,3.0,1.9,37.6
6424,E02006646,37200.0,2.2,2.0,29.1
6425,E02006647,43200.0,1.7,0.5,39.7
6426,E02006648,38700.0,2.1,0.7,39.5
6427,E02006649,32800.0,4.2,40.4,23.7
6428,E02006650,34300.0,2.3,1.7,28.5
6429,E02006651,43600.0,2.1,0.7,40.1
6430,E02006652,39100.0,3.7,31.4,31.5
6431,E02006653,37100.0,3.2,39.0,27.4
6432,E02006654,31500.0,4.5,27.5,25.8
6433,E02006634,37800.0,2.5,0.4,37.2
6434,E02006655,35100.0,2.3,0.5,36.9
6435,E02006656,41900.0,3.3,15.5,29.5
6436,E02006657,34800.0,3.7,38.8,22.9
6437,E02006658,34900.0,3.3,26.7,26.6
6438,E02006659,34400.0,2.4,2.1,34.9
6439,E02006660,32200.0,3.0,3.4,32.5
6440,E02006635,33900.0,2.8,14.2,34.7
6441,E02006678,33200.0,4.2,35.1,15.3
6442,E02006679,36200.0,2.6,2.4,28.4
6443,E02006680,29500.0,3.5,31.6,19.2
6444,E02006681,39100.0,2.0,1.5,44.0
6445,E02006636,33800.0,2.8,0.6,33.9
6446,E02006637,32600.0,3.1,11.5,27.0
6447,E02006638,28800.0,3.9,15.0,26.5
6448,E02006682,36000.0,2.7,11.4,43.3
6449,E02006639,32700.0,2.5,1.0,29.8
6450,E02006640,38100.0,2.4,0.4,35.4
6451,E02006683,38500.0,2.8,6.2,30.0
6452,E02006684,30700.0,4.5,30.0,21.3
6453,E02006685,37200.0,3.1,39.6,27.1
6454,E02006686,33300.0,4.9,28.6,19.0
6455,E02006641,32700.0,2.6,0.7,31.7
6456,E02006687,36700.0,4.2,49.5,19.6
6457,E02006688,32700.0,3.8,44.4,20.7
6458,E02006689,36300.0,2.4,1.3,31.2
6459,E02006642,36100.0,2.1,0.4,32.9
6460,E02006690,34200.0,2.8,0.8,30.4
6461,E02006691,32700.0,3.9,25.2,19.6
6462,E02006643,29800.0,3.0,6.0,16.8
6463,E02006692,30800.0,3.3,5.0,21.8
6464,E02006693,36400.0,3.1,6.7,20.3
6465,E02006694,28500.0,3.2,23.9,24.3
6466,E02006661,31200.0,2.4,0.8,25.6
6467,E02006662,37100.0,2.8,10.7,21.2
6468,E02006695,37800.0,2.1,0.3,33.7
6469,E02006663,34900.0,3.3,5.0,23.9
6470,E02006664,37200.0,1.6,0.6,34.2
6471,E02006665,30900.0,2.5,0.5,28.1
6472,E02006666,34500.0,2.1,27.5,32.8
6473,E02006667,32300.0,4.9,19.4,15.8
6474,E02006668,33800.0,2.5,11.5,31.4
6475,E02006669,33700.0,2.6,0.5,32.8
6476,E02006670,33800.0,3.3,31.5,31.3
6477,E02006671,38500.0,2.6,32.1,38.0
6478,E02006672,36600.0,2.4,1.3,34.3
6479,E02006673,31900.0,2.7,24.3,37.2
6480,E02006674,32700.0,3.0,28.4,36.1
6481,E02006675,39300.0,1.6,0.9,38.7
6482,E02006676,32300.0,2.7,0.5,35.3
6483,E02006677,37700.0,2.1,1.2,35.5
6484,E02004129,30900.0,2.3,0.4,28.7
6485,E02004130,27000.0,3.3,10.8,21.0
6486,E02004131,32400.0,3.0,7.5,22.9
6487,E02004132,37100.0,2.3,0.8,33.4
6488,E02004133,30300.0,3.1,1.8,23.2
6489,E02004134,39600.0,2.2,1.2,31.8
6490,E02004135,33000.0,1.7,0.9,32.6
6491,E02004136,35300.0,2.5,2.4,35.5
6492,E02004137,37100.0,2.0,0.6,34.1
6493,E02004138,26700.0,2.3,15.6,23.2
6494,E02004139,30200.0,2.1,10.8,25.2
6495,E02004140,34900.0,2.0,8.9,35.8
6496,E02004141,31800.0,1.6,1.1,35.5
6497,E02004142,35300.0,1.2,1.7,34.2
6498,E02004143,33000.0,2.3,21.0,23.8
6499,E02004144,30900.0,2.1,27.1,28.0
6500,E02004145,36000.0,2.0,4.5,38.2
6501,E02004146,29700.0,3.3,18.3,20.2
6502,E02004147,30100.0,4.0,68.9,25.9
6503,E02004148,29600.0,3.1,9.2,29.8
6504,E02004149,33500.0,1.3,16.0,30.9
6505,E02004150,30100.0,3.4,23.4,20.5
6506,E02004151,32700.0,2.9,24.6,22.6
6507,E02004152,30800.0,2.5,91.1,27.9
6508,E02004153,30900.0,3.4,23.0,22.7
6509,E02004154,33900.0,2.5,78.0,35.4
6510,E02004155,29400.0,4.0,47.8,21.7
6511,E02004156,27100.0,4.4,61.0,33.4
6512,E02004157,36500.0,3.1,46.6,50.9
6513,E02004158,31400.0,3.4,78.3,25.7
6514,E02004159,41200.0,2.2,17.2,31.0
6515,E02004160,31000.0,3.1,25.3,19.7
6516,E02004161,31800.0,5.1,46.2,20.9
6517,E02004162,31600.0,2.8,14.7,27.4
6518,E02004163,34200.0,2.3,15.8,35.5
6519,E02004164,34800.0,1.9,0.3,31.8
6520,E02004165,33300.0,2.2,1.5,25.8
6521,E02004166,36000.0,2.2,0.8,31.0
6522,E02004167,28300.0,4.4,20.6,17.3
6523,E02004168,30300.0,4.0,5.2,16.8
6524,E02004169,32400.0,2.2,1.1,27.1
6525,E02004170,29700.0,3.0,22.8,18.5
6526,E02004171,34400.0,2.5,0.6,35.1
6527,E02004172,30200.0,2.5,0.4,28.6
6528,E02004173,32300.0,2.1,0.4,34.4
6529,E02004174,31000.0,3.1,17.9,23.9
6530,E02004175,26100.0,5.3,7.7,18.0
6531,E02004176,28000.0,3.0,0.4,24.7
6532,E02004177,27300.0,4.5,4.0,18.8
6533,E02004178,35100.0,2.0,0.8,31.5
6534,E02004179,29500.0,2.1,2.6,23.9
6535,E02004180,34500.0,1.8,0.3,29.9
6536,E02004181,28900.0,3.0,19.3,23.0
6537,E02004182,25900.0,3.7,20.8,14.6
6538,E02004183,29200.0,2.9,25.4,20.7
6539,E02004184,31200.0,3.9,38.0,19.7
6540,E02004185,34000.0,2.9,1.5,24.6
6541,E02004186,32400.0,2.7,1.4,24.0
6542,E02004187,32100.0,2.7,0.4,23.0
6543,E02004188,30200.0,2.6,0.2,25.1
6544,E02004189,34600.0,2.4,0.7,28.3
6545,E02004190,34700.0,2.3,0.4,38.2
6546,E02004191,31700.0,3.8,14.6,38.1
6547,E02004192,34700.0,1.8,0.7,36.8
6548,E02004193,37200.0,2.3,37.1,29.2
6549,E02004194,36200.0,2.0,0.6,41.0
6550,E02004195,29000.0,2.5,6.9,28.5
6551,E02004196,36300.0,2.4,0.6,40.2
6552,E02004197,37000.0,2.1,1.4,38.7
6553,E02004198,30200.0,2.4,4.5,26.2
6554,E02004199,33100.0,1.8,0.6,31.9
6555,E02004200,32300.0,2.0,0.9,34.1
6556,E02004201,32300.0,1.9,0.4,34.2
6557,E02004202,33800.0,1.8,1.2,34.8
6558,E02004203,36700.0,1.7,0.3,41.4
6559,E02004204,31100.0,2.3,2.2,32.7
6560,E02004205,30800.0,3.1,7.2,23.6
6561,E02004206,26600.0,3.5,6.5,25.8
6562,E02004207,30600.0,2.1,1.4,28.4
6563,E02004208,34200.0,2.8,18.0,30.6
6564,E02004209,30300.0,2.5,23.2,19.6
6565,E02004210,25400.0,4.5,49.4,20.0
6566,E02004211,35900.0,1.8,1.9,36.1
6567,E02004212,32200.0,3.1,26.0,23.1
6568,E02004213,30600.0,2.3,2.2,26.2
6569,E02004214,28000.0,4.7,36.4,19.0
6570,E02004215,27500.0,3.9,14.6,24.2
6571,E02004216,31600.0,3.4,28.4,20.5
6572,E02004217,32000.0,2.9,2.0,30.5
6573,E02004218,33000.0,2.5,3.3,25.8
6574,E02004219,33900.0,1.7,1.4,33.2
6575,E02004220,28300.0,4.1,10.0,22.7
6576,E02004221,28800.0,2.5,12.0,27.2
6577,E02004222,31300.0,4.5,37.5,19.7
6578,E02004223,30100.0,4.8,3.5,15.9
6579,E02004224,29600.0,2.2,0.4,25.6
6580,E02004225,32100.0,4.6,4.1,18.4
6581,E02004226,33300.0,2.4,0.3,26.2
6582,E02004227,28300.0,2.8,0.4,20.0
6583,E02004228,29800.0,2.3,0.3,23.0
6584,E02004229,31700.0,3.2,0.4,25.2
6585,E02004230,28700.0,4.9,2.0,20.8
6586,E02004231,30800.0,2.4,0.2,32.5
6587,E02004232,31000.0,2.6,0.2,29.1
6588,E02004233,30900.0,3.1,9.4,31.0
6589,E02004234,34200.0,2.3,0.4,36.3
6590,E02004235,34200.0,2.7,1.3,37.0
6591,E02004236,33800.0,2.2,1.8,23.8
6592,E02004237,32800.0,2.7,30.7,25.2
6593,E02004238,30400.0,2.1,20.8,27.4
6594,E02004239,33100.0,2.3,21.4,25.8
6595,E02004240,28800.0,5.5,38.9,14.3
6596,E02004241,29100.0,3.7,26.5,26.7
6597,E02004242,30700.0,2.6,29.3,30.4
6598,E02004243,35600.0,1.9,0.6,30.1
6599,E02004244,34000.0,1.9,11.5,26.3
6600,E02004245,34700.0,2.6,7.0,27.6
6601,E02004246,33300.0,1.7,2.9,30.0
6602,E02004247,37100.0,1.7,0.4,32.8
6603,E02004248,29500.0,2.0,8.9,21.9
6604,E02004249,40000.0,1.4,7.9,38.5
6605,E02004250,28600.0,3.0,20.7,20.6
6606,E02004251,34700.0,1.6,6.4,22.7
6607,E02004252,32000.0,3.4,21.1,29.7
6608,E02004253,34000.0,1.9,7.4,27.4
6609,E02004254,37900.0,2.3,8.3,28.8
6610,E02004255,32200.0,2.9,14.1,21.9
6611,E02004256,37700.0,2.4,0.9,28.6
6612,E02004257,30800.0,2.9,19.5,24.7
6613,E02004258,31400.0,2.5,1.1,24.7
6614,E02004259,32800.0,2.3,0.7,32.3
6615,E02004260,31000.0,2.5,0.7,28.2
6616,E02004261,31000.0,3.3,30.1,24.7
6617,E02004262,34200.0,2.2,0.5,31.5
6618,E02004263,33800.0,2.6,0.8,29.6
6619,E02004264,31600.0,2.6,5.9,18.5
6620,E02004265,31500.0,3.1,2.4,23.6
6621,E02004266,31300.0,3.1,0.7,26.3
6622,E02004267,38000.0,1.8,0.3,33.2
6623,E02004268,29200.0,3.0,8.8,26.6
6624,E02004269,28200.0,2.5,14.9,30.7
6625,E02004270,35100.0,1.8,0.5,34.0
6626,E02004271,30800.0,2.4,0.4,30.6
6627,E02004272,34900.0,1.7,0.4,36.8
6628,E02004273,32500.0,2.1,0.9,32.3
6629,E02004274,29600.0,2.7,14.4,23.1
6630,E02004275,31600.0,1.7,0.6,32.5
6631,E02004276,29100.0,3.1,14.0,24.1
6632,E02004277,32000.0,3.1,27.4,31.5
6633,E02004278,34500.0,2.1,33.3,32.0
6634,E02004279,33400.0,2.2,0.7,30.7
6635,E02004280,32800.0,2.5,0.9,24.9
6636,E02004281,31200.0,4.4,9.8,21.4
6637,E02004282,33000.0,2.3,10.7,31.5
6638,E02004283,31600.0,3.4,12.4,23.7
6639,E02004284,27200.0,5.2,46.8,22.5
6640,E02004285,28800.0,4.4,42.9,17.7
6641,E02004286,34300.0,3.7,42.9,24.8
6642,E02004287,34500.0,2.9,31.9,21.7
6643,E02004288,26200.0,4.6,9.0,17.0
6644,E02004289,31600.0,3.5,12.3,18.9
6645,E02004600,31700.0,3.3,10.5,23.1
6646,E02004601,35000.0,1.9,12.8,40.6
6647,E02004602,29400.0,4.4,33.0,20.7
6648,E02004603,29500.0,3.3,57.6,24.9
6649,E02004604,29800.0,7.8,66.5,16.4
6650,E02004605,27600.0,6.1,41.2,19.2
6651,E02004606,32400.0,3.9,45.7,31.7
6652,E02004607,37300.0,3.7,59.0,47.7
6653,E02004608,32900.0,3.1,48.3,47.3
6654,E02004609,36800.0,2.5,22.4,36.3
6655,E02004610,37800.0,1.8,36.7,46.9
6656,E02004611,38400.0,2.2,9.7,43.9
6657,E02004612,33200.0,2.3,46.5,32.6
6658,E02004613,41600.0,1.9,16.2,50.2
6659,E02004614,36000.0,1.9,25.8,48.8
6660,E02004615,34400.0,2.3,0.8,35.5
6661,E02004616,32500.0,2.1,0.9,30.5
6662,E02004617,35700.0,2.4,0.6,32.8
6663,E02004618,37400.0,2.0,0.3,42.6
6664,E02004619,36200.0,2.5,0.3,39.1
6665,E02004620,39500.0,2.9,12.6,28.5
6666,E02004621,29800.0,3.4,5.2,31.6
6667,E02004622,34100.0,3.3,5.1,25.7
6668,E02004623,36100.0,2.2,1.4,34.2
6669,E02004624,40100.0,2.2,0.9,36.8
6670,E02004625,39300.0,2.3,0.7,33.4
6671,E02004626,33900.0,1.8,0.7,31.2
6672,E02004627,35500.0,2.9,2.2,25.8
6673,E02004628,32000.0,3.3,3.2,21.3
6674,E02004629,31000.0,5.1,3.5,16.7
6675,E02004630,31000.0,2.3,0.8,30.4
6676,E02004631,34000.0,2.7,0.8,32.4
6677,E02004632,29700.0,4.1,9.9,18.2
6678,E02004633,31600.0,3.3,2.2,21.9
6679,E02004634,30100.0,4.5,3.0,19.0
6680,E02004635,32400.0,2.9,1.6,32.8
6681,E02004636,40000.0,2.2,39.5,26.1
6682,E02004637,28700.0,4.0,31.7,27.6
6683,E02004638,36500.0,3.2,40.6,26.5
6684,E02004639,29200.0,5.6,12.8,25.4
6685,E02004640,28600.0,6.8,85.3,16.4
6686,E02004641,33900.0,2.5,41.0,25.6
6687,E02004642,34100.0,4.5,29.3,24.0
6688,E02004643,29600.0,6.7,69.1,14.2
6689,E02004644,29600.0,4.9,33.1,17.4
6690,E02004645,41400.0,2.0,46.8,28.8
6691,E02004646,28200.0,6.3,19.6,14.0
6692,E02004647,29300.0,3.8,30.9,17.1
6693,E02004648,31700.0,3.3,41.6,14.0
6694,E02004649,37900.0,3.3,32.3,26.7
6695,E02004650,36100.0,4.3,40.9,23.8
6696,E02004651,36900.0,2.4,1.8,29.5
6697,E02004652,37700.0,1.8,0.9,48.1
6698,E02004653,36400.0,2.1,0.9,31.6
6699,E02004654,33000.0,3.6,19.0,25.3
6700,E02004655,32000.0,3.3,16.4,22.9
6701,E02004656,31200.0,4.4,17.4,32.0
6702,E02004657,43200.0,2.4,8.1,38.0
6703,E02004658,42400.0,2.0,13.2,38.7
6704,E02004659,36700.0,2.1,1.6,35.1
6705,E02004660,37900.0,2.1,2.8,43.2
6706,E02004661,33000.0,2.6,7.2,25.3
6707,E02004662,36400.0,2.0,1.0,28.0
6708,E02004663,37700.0,3.0,3.6,36.9
6709,E02004664,33500.0,3.9,16.2,28.4
6710,E02004665,38800.0,2.6,1.5,38.3
6711,E02004666,36100.0,2.6,6.0,25.5
6712,E02004667,30200.0,4.5,4.8,26.1
6713,E02004668,37600.0,2.4,0.6,38.2
6714,E02004669,45100.0,1.9,0.7,38.7
6715,E02004670,35200.0,2.5,16.5,32.0
6716,E02004671,35600.0,2.3,1.2,33.4
6717,E02004672,34100.0,2.9,11.2,30.0
6718,E02004673,32500.0,2.6,1.5,26.9
6719,E02004674,34000.0,3.0,10.0,24.1
6720,E02006047,35300.0,2.2,0.6,37.0
6721,E02006048,32400.0,2.9,2.0,25.2
6722,E02006049,35700.0,2.4,33.9,23.7
6723,E02006050,31400.0,5.3,50.0,27.7
6724,E02006051,36600.0,1.9,0.7,36.3
6725,E02006052,35900.0,2.4,0.8,32.3
6726,E02006053,33500.0,3.7,27.8,22.4
6727,E02006054,31300.0,3.0,21.5,30.4
6728,E02006055,32400.0,3.7,18.2,20.3
6729,E02006056,35100.0,2.4,0.6,29.6
6730,E02006057,28800.0,3.5,4.4,26.9
6731,E02006058,31400.0,2.3,1.5,23.9
6732,E02006059,35700.0,1.6,0.5,37.4
6733,E02006060,29200.0,3.1,14.2,19.1
6734,E02006061,35600.0,2.4,2.0,33.4
6735,E02006062,31900.0,2.8,1.8,24.1
6736,E02006063,38100.0,1.8,0.7,37.2
6737,E02006064,26500.0,3.5,37.6,18.8
6738,E02006065,29300.0,4.5,22.3,16.0
6739,E02006066,31700.0,2.5,1.6,22.1
6740,E02006067,31600.0,2.1,0.6,28.4
6741,E02006068,27200.0,6.8,31.8,8.0
6742,E02006069,27800.0,5.9,46.0,14.7
6743,E02006070,30100.0,3.3,8.7,13.5
6744,E02006071,34800.0,2.4,5.2,24.8
6745,E02006072,37200.0,2.4,0.8,30.3
6746,E02006073,25700.0,7.3,39.8,11.8
6747,E02006074,35100.0,2.9,2.1,23.4
6748,E02006075,33300.0,2.2,0.6,33.1
6749,E02006076,34200.0,2.1,0.9,32.9
6750,E02006077,31900.0,2.0,1.4,27.0
6751,E02006078,34400.0,2.9,0.9,27.6
6752,E02006079,32000.0,2.3,1.4,24.8
6753,E02006080,32800.0,2.1,1.0,29.0
6754,E02006081,34800.0,2.1,0.8,30.9
6755,E02006082,31800.0,2.8,1.5,26.5
6756,E02006083,31700.0,2.8,1.9,25.9
6757,E02006084,32300.0,2.6,1.3,30.7
6758,E02006085,36700.0,3.0,24.7,18.0
6759,E02006086,33700.0,2.3,7.0,24.1
6760,E02006087,30100.0,3.6,50.9,18.5
6761,E02006088,30500.0,4.9,53.0,14.4
6762,E02006089,30400.0,4.9,38.3,20.7
6763,E02006090,30300.0,2.6,31.7,23.1
6764,E02006091,32800.0,2.6,1.3,29.5
6765,E02006092,38200.0,1.5,17.6,25.4
6766,E02006093,30900.0,2.5,2.1,26.4
6767,E02006094,31200.0,2.1,1.1,31.2
6768,E02006095,31300.0,3.0,7.3,21.1
6769,E02006096,31400.0,2.7,15.6,16.6
6770,E02006097,26600.0,4.2,37.7,13.8
6771,E02006098,30900.0,2.0,0.6,28.4
6772,E02006099,34000.0,2.2,1.1,34.6
6773,E02006100,32900.0,2.3,3.5,31.4
6774,E02006101,32200.0,3.2,0.7,32.9
6775,E02006102,27100.0,4.1,44.9,11.6
6776,E02006103,32300.0,1.9,1.2,31.0
6777,E02006104,33600.0,2.6,7.8,25.5
6778,E02006105,32400.0,3.5,48.2,31.3
6779,E02006106,31800.0,2.5,7.7,23.7
6780,E02006107,27400.0,4.5,44.5,15.0
6781,E02006108,28400.0,3.4,29.4,32.4
6782,E02006109,34800.0,1.8,6.6,36.2
6783,E02006110,28500.0,3.6,21.9,21.0
6784,E02006111,31100.0,1.9,1.5,29.3
6785,E02006112,35300.0,1.9,0.7,36.3
6786,E02006113,28100.0,2.6,22.6,21.3
6787,E02006114,23900.0,2.6,0.7,22.1
6788,E02006115,26200.0,3.9,1.8,20.1
6789,E02006116,31600.0,2.4,0.3,32.4
6790,E02006117,31100.0,2.2,0.2,28.3
6791,W02000001,24100.0,4.7,0.6,21.5
6792,W02000002,27100.0,2.8,0.5,27.9
6793,W02000003,21600.0,9.5,23.2,13.3
6794,W02000004,29100.0,3.9,1.0,26.3
6795,W02000005,31900.0,3.7,1.0,34.9
6796,W02000006,25500.0,4.5,1.5,22.9
6797,W02000007,27500.0,4.7,0.7,25.6
6798,W02000008,34800.0,3.0,8.8,37.7
6799,W02000009,27100.0,3.4,0.6,28.6
6800,W02000010,36300.0,2.5,36.3,21.1
6801,W02000011,26700.0,4.4,12.4,28.1
6802,W02000012,28700.0,4.6,0.7,34.2
6803,W02000013,33700.0,2.7,2.2,35.0
6804,W02000014,28100.0,4.0,0.8,31.5
6805,W02000015,23600.0,5.1,13.6,22.9
6806,W02000016,26000.0,2.6,0.8,29.8
6807,W02000017,25400.0,4.5,0.7,25.3
6808,W02000018,23300.0,5.4,0.3,20.4
6809,W02000019,29200.0,3.0,0.3,27.3
6810,W02000020,26900.0,2.8,0.5,27.3
6811,W02000021,26800.0,3.5,1.1,23.2
6812,W02000022,25900.0,2.7,0.3,25.4
6813,W02000023,28100.0,2.2,0.4,27.2
6814,W02000024,26900.0,3.2,0.1,26.8
6815,W02000025,25800.0,4.0,0.3,23.7
6816,W02000026,23800.0,3.2,0.3,23.9
6817,W02000027,24400.0,5.4,13.2,23.8
6818,W02000028,25400.0,4.9,14.5,23.1
6819,W02000029,33100.0,2.2,7.1,30.9
6820,W02000030,27200.0,3.3,29.0,29.0
6821,W02000031,24600.0,4.9,8.1,12.8
6822,W02000032,29800.0,3.1,18.8,29.5
6823,W02000033,26200.0,6.7,32.3,23.1
6824,W02000034,29800.0,3.4,9.4,31.2
6825,W02000035,25400.0,4.4,6.9,25.0
6826,W02000036,24600.0,4.4,6.4,21.4
6827,W02000037,26000.0,4.8,3.1,21.7
6828,W02000038,27500.0,3.3,0.9,30.8
6829,W02000039,28800.0,4.5,2.4,29.0
6830,W02000040,33400.0,2.3,0.1,28.2
6831,W02000041,26000.0,3.1,0.2,27.0
6832,W02000042,23500.0,4.1,31.4,15.8
6833,W02000043,26900.0,4.1,8.3,22.9
6834,W02000044,25200.0,3.5,24.6,22.1
6835,W02000045,25500.0,8.2,34.0,14.7
6836,W02000047,24300.0,8.5,29.9,11.4
6837,W02000049,32100.0,4.0,1.2,27.2
6838,W02000050,30700.0,3.4,2.1,24.9
6839,W02000051,32300.0,2.8,1.7,29.6
6840,W02000052,26500.0,5.2,2.8,24.3
6841,W02000053,32800.0,2.4,0.5,33.6
6842,W02000054,40300.0,2.2,0.4,37.5
6843,W02000055,33700.0,3.3,7.0,29.4
6844,W02000056,32700.0,2.9,0.3,30.9
6845,W02000057,33500.0,3.4,0.3,28.6
6846,W02000419,24300.0,4.1,39.4,17.4
6847,W02000058,26300.0,3.3,1.6,20.1
6848,W02000059,31000.0,4.2,1.9,24.0
6849,W02000060,25400.0,5.0,6.6,13.8
6850,W02000061,22300.0,5.9,6.7,11.0
6851,W02000062,31300.0,3.5,6.9,20.0
6852,W02000063,35400.0,2.4,0.7,32.9
6853,W02000064,24300.0,6.5,6.0,11.9
6854,W02000065,30000.0,4.1,10.9,17.4
6855,W02000066,24200.0,5.7,4.5,13.9
6856,W02000067,34800.0,2.3,8.2,25.6
6857,W02000068,28200.0,4.9,6.5,17.1
6858,W02000069,35200.0,2.5,4.3,29.2
6859,W02000070,37700.0,2.2,9.7,31.2
6860,W02000071,36200.0,2.8,10.8,25.2
6861,W02000072,34100.0,3.5,7.4,20.0
6862,W02000073,32000.0,4.1,15.9,28.4
6863,W02000074,30400.0,4.5,17.8,17.7
6864,W02000075,42700.0,2.6,3.5,31.5
6865,W02000076,32000.0,3.5,1.4,30.9
6866,W02000077,33200.0,3.5,1.8,26.5
6867,W02000080,28700.0,3.7,12.0,17.7
6868,W02000081,30600.0,4.5,15.3,19.2
6869,W02000082,31400.0,5.1,16.6,18.4
6870,W02000083,33600.0,3.7,7.4,22.5
6871,W02000084,39100.0,1.8,35.7,27.2
6872,W02000085,38400.0,3.0,32.7,27.3
6873,W02000086,31300.0,4.4,32.9,20.2
6874,W02000087,23400.0,8.7,51.2,8.3
6875,W02000088,32300.0,4.2,19.7,28.5
6876,W02000089,28700.0,5.4,41.4,17.1
6877,W02000090,34600.0,3.7,1.7,21.8
6878,W02000091,31700.0,3.3,7.9,21.1
6879,W02000092,29300.0,5.0,4.7,16.8
6880,W02000093,35100.0,3.3,1.1,27.1
6881,W02000094,28100.0,5.8,6.9,15.6
6882,W02000095,37800.0,2.7,0.6,31.8
6883,W02000096,31600.0,4.5,0.5,22.3
6884,W02000420,42300.0,2.8,1.8,35.3
6885,W02000097,30000.0,2.0,0.2,28.8
6886,W02000098,31300.0,2.4,0.5,27.4
6887,W02000099,24600.0,3.9,1.7,17.5
6888,W02000100,25800.0,2.5,0.1,28.1
6889,W02000101,29300.0,2.0,0.4,27.4
6890,W02000102,30700.0,1.9,0.2,25.3
6891,W02000103,30300.0,2.0,0.3,27.5
6892,W02000104,27200.0,3.3,2.7,23.6
6893,W02000105,21500.0,6.3,13.0,10.8
6894,W02000106,27300.0,2.5,0.2,25.6
6895,W02000107,25500.0,3.2,0.2,24.4
6896,W02000108,24800.0,3.0,0.2,24.2
6897,W02000109,25900.0,6.2,4.4,23.3
6898,W02000110,29300.0,3.0,0.1,27.1
6899,W02000111,29300.0,2.3,0.3,30.9
6900,W02000113,27100.0,3.7,7.6,26.3
6901,W02000114,36700.0,2.7,0.3,40.6
6902,W02000414,34800.0,1.5,0.1,34.6
6903,W02000416,25500.0,4.2,0.6,22.6
6904,W02000116,35000.0,2.7,0.4,38.1
6905,W02000117,35300.0,1.6,15.5,24.9
6906,W02000118,31900.0,2.3,12.2,23.7
6907,W02000120,28900.0,2.2,0.4,29.9
6908,W02000122,29700.0,2.6,0.4,27.3
6909,W02000123,32300.0,2.7,0.4,26.4
6910,W02000124,26000.0,3.7,1.2,23.3
6911,W02000125,28800.0,3.0,0.4,25.4
6912,W02000421,32400.0,2.5,0.1,32.5
6913,W02000126,30800.0,2.5,0.3,27.9
6914,W02000127,26000.0,3.7,0.5,26.9
6915,W02000128,34800.0,2.6,0.4,30.1
6916,W02000129,35500.0,1.8,0.3,31.5
6917,W02000130,27300.0,6.2,17.7,22.4
6918,W02000131,29900.0,4.0,7.1,23.3
