,MSOA,yj_Bus_stops,yj_Train_stations,yj_metro_stations,yj_HH_owning_cars_perc,yj_work_from_home_perc,yj_underground_metro_perc,yj_train_perc,yj_bus_perc,yj_taxi_perc,yj_motorcycle_perc,yj_bicycle_perc,yj_on_foot_perc,yj_other_perc,yj_avg_time_from_origin_car_UNWEIGHTED,yj_avg_time_car,yj_avg_time_from_origin_bus_UNWEIGHTED,yj_avg_time_bus,yj_avg_time_from_origin_rail_UNWEIGHTED,yj_avg_time_rail,yj_car_perc
2968,E02003051,0.40730684378604237,0.9522470750944435,0.0,0.4421348659931518,0.5240115592527397,0.14605503939355038,0.5939670893427784,0.5656215548036805,0.3552810718940225,0.5105891239022057,0.8759485751834336,0.8402589347513365,0.48086693653952994,0.0,0.4364355747831459,0.0,0.48179795911415546,0.0,0.4732566308803388,0.21054237008176935
2969,E02003052,0.4268420170169122,0.0,0.0,0.5268409467150195,0.5529928047152091,0.040379606017925514,0.43052029351784854,0.5761402603308925,0.29566674726136544,0.6458255718808762,0.8268091876898669,0.8122063456195832,0.3642529359488407,0.0,0.4945310417772131,0.0,0.3974943006819438,0.0,0.23277606343891163,0.2956996721892146
2970,E02003053,0.38613976388925786,0.0,0.0,0.5351217348146777,0.650816297340189,0.1306261480538252,0.45655597622508615,0.6405044896094121,0.5146473429568338,0.6976638016316045,0.7899979896981173,0.746793193273521,0.4392325106949758,0.0,0.4452486440460053,0.0,0.4689046148224305,0.0,0.6842878447562375,0.3113674870169031
2971,E02003054,0.5277402698835121,0.0,0.0,0.5719907996104866,0.5693000382596953,0.0809748866481628,0.295537604014333,0.6992486341370052,0.23313006043685164,0.7082115184278639,0.7512343509665051,0.6576450293510319,0.5201091588059883,0.0,0.4654230389891927,0.0,0.4517162640809711,0.0,0.1625111028121054,0.4092459095942201
2972,E02003055,0.5074833633567852,0.0,0.0,0.33369736579616893,0.36136149652529803,0.04557400879340172,0.24735235629051844,0.7280762304513932,0.4942282192842314,0.771694362181994,0.7196988295480988,0.7061150792327975,0.3666137080352994,0.0,0.41483076091538784,0.0,0.4440353023732104,0.0,0.6203082161479104,0.40142674527593636
2973,E02003056,0.46201381095783023,0.0,0.0,0.30703284553904653,0.26264285684330013,0.10160095917452733,0.16483059563170052,0.7313193077255951,0.5415609008579838,0.720109376073119,0.6697756597964278,0.6833854143766642,0.5215640031785254,0.0,0.34623805472592295,0.0,0.4902293722560498,0.0,0.45286946501810205,0.45542257789776247
2974,E02003057,0.49313472710199435,0.0,0.0,0.5579708676046936,0.5543584813260669,0.17931743723209553,0.24349933560248305,0.619597945168555,0.5022145358895372,0.7119761398168695,0.6363296167693614,0.6341733282977111,0.504394736194502,0.0,0.38315199677024747,0.0,0.38891495816147437,0.0,0.6289987925208417,0.540605576986017
2975,E02003058,0.5405013169867181,0.0,0.0,0.5337437738266637,0.41498722682621847,0.0,0.13350202837626252,0.6260150302837341,0.34495790304389656,0.7240293926156494,0.6057620319857346,0.5616677548926139,0.407004965941707,0.0,0.3824761463437589,0.0,0.549318666060088,0.0,0.0,0.6557793040608877
2976,E02003059,0.4856764551254391,0.0,0.0,0.46100859065080296,0.5001713400389136,0.05812035625137547,0.15457127037522136,0.6384528706301109,0.39034990627128574,0.7336088586588011,0.6014072471330014,0.5909804638936966,0.5217573233844395,0.0,0.3393958099201164,0.0,0.5716565595734693,0.0,0.6026363629072771,0.593373906336745
2977,E02003060,0.5644870712563121,0.0,0.0,0.5752109397059497,0.5521453764943154,0.02943518713701719,0.15922554712334788,0.667897930618053,0.1084313281981766,0.7341085985271765,0.6038765251035926,0.5007017952714139,0.46360681705387274,0.0,0.44230772393661333,0.0,0.586761358162402,0.0,0.1056039907471499,0.6040925002955225
2978,E02003061,0.41726015805742966,0.0,0.0,0.3282716109644281,0.4334902180466076,0.06286133547986794,0.05589971314671728,0.7250367846482785,0.2740241734373974,0.7972396763135687,0.6026028158205137,0.5584965247353801,0.5813732844690503,0.0,0.46324754546699776,0.0,0.37060544306100596,0.0,0.5917421314778721,0.5393837338367615
2979,E02003062,0.3085164184308939,0.0,0.0,0.28245639043079973,0.33520295450613546,0.0,0.1177405870670529,0.7126894746560744,0.16512212947809216,0.8224502576306346,0.6153195703226961,0.6361359490375542,0.35222040851771447,0.0,0.34418899320411,0.0,0.5465370381117225,0.0,0.0,0.5216752729487301
2980,E02003063,0.4856764551254391,0.0,0.0,0.756044522893865,0.5428511961637839,0.0,0.17285529779901157,0.5927294792802783,0.35968480559724353,0.5699796828229882,0.5185065790960149,0.4402687099454139,0.46002273924228687,0.0,0.4899835330027562,0.0,0.5740111597679931,0.0,0.0,0.7354991715136165
