Bus_stops,Train_stations,metro_stations,HH_owning_cars_perc,work_from_home_perc,underground_metro_perc,train_perc,bus_perc,bicycle_perc,on_foot_perc,avg_time_from_origin_car_UNWEIGHTED,avg_time_car,avg_time_from_origin_bus_UNWEIGHTED,avg_time_bus,avg_time_from_origin_rail_UNWEIGHTED,avg_time_rail,car_perc,MSOA
2.9244307716252775,10.802913037556623,14.477279615466841,-3.7474883440769156,1.063776968531758,2.0194416797102477,0.6868424140972023,0.1133166672241012,1.2348816658543766,2.9563058080881626,-0.8221905573114716,1.564962738307931,-0.981280780272105,-1.271987393781761,-1.5357934838421174,-0.7195165220124081,-6.664463457569825,E02000001
-0.9310068197357146,-0.21300564340198916,-0.14968481309036694,-0.6848152980449221,-0.9690508962296058,1.9382997578034142,1.0414187193451732,1.1740928190549045,-0.5112417758084952,-0.9665780187823808,-0.5391611833020776,-0.5163577843591021,-0.12134171732991199,0.3264875464409129,-0.9012520088365833,-0.17410886084360663,-0.4133832019305916,E02000002
-1.1218746146266214,-0.21300564340198916,-0.14968481309036694,-0.26498761393955544,-0.7862350431507464,1.8356206345949313,1.799021089365973,0.8190344047961489,-1.0457347690344492,-0.5629505273126221,-0.5459363807515649,-0.7694449288841961,-0.13176321089390147,0.3547153450589883,-0.9526685953837002,-0.1757953319010465,-0.6927391436575392,E02000003
-1.7113995955101902,-0.21300564340198916,-0.14968481309036694,0.16329562658724686,-0.9816934806580909,1.7192225066712077,1.4838836203184564,0.750879081295389,-0.5101652978250102,-0.33187013920556374,-0.40864110398082415,-0.5997341639645348,-0.06640201382918176,-0.28781838806547705,-0.8796099680595328,-0.24284446435571258,-0.2870970114652703,E02000004
-2.1866904414634942,-0.21300564340198916,-0.14968481309036694,-0.43939039131075663,-1.0133491010914448,1.8207043002469216,1.3878072220354243,1.1989816375385924,-0.2809278929406349,-0.6739745191128904,-0.527782397221638,-0.9581360766609273,-0.1241518371993773,0.07393262642147175,-0.9571903301258213,-0.21336580761967885,-0.49388933453371114,E02000005
-0.7583458970330651,-0.21300564340198916,-0.14968481309036694,-1.1101533126307181,-1.3781861036546736,2.0341469608284575,1.05756078778146,1.2334047988350239,-0.4292793112636034,-0.5294466935907332,-0.5128998313544797,-1.4117635613179336,-0.15144150426437114,-0.37650892346096126,-0.936015612749379,-0.225494862204688,-0.6331044223180476,E02000007
-0.7583458970330651,-0.21300564340198916,-0.14968481309036694,-0.7603967984407456,-1.3482649236729687,1.9759095597502425,1.2530779955030769,1.1420018174827744,-0.4391515994495763,-0.7457433232813594,-0.5268722213145453,-1.1052764284508758,-0.1863134601249185,-0.13647788125092009,-1.0007829790984868,-0.27726867496063995,-0.5357030259169726,E02000008
-1.5771479250385405,-0.21300564340198916,-0.14968481309036694,-0.6514723059569243,-0.9577838786635142,1.9941081939303178,1.2925221817763626,1.250104700134343,-0.24568246440972252,-1.3733452631674208,-0.5461804711950966,-0.3852717696087413,-0.2334137329258943,-0.046336240371478994,-1.0481524847358328,-0.28469422058960786,-0.6660811798146682,E02000009
-2.8328315467663194,-0.21300564340198916,-0.14968481309036694,-0.7764202555247988,-1.529473910407423,2.15967756367697,1.1361081095870065,0.9589047058163466,-0.7843533268776219,-0.462558533811947,-0.4991844934867276,-1.0908802253571765,-0.18768137310968924,0.22836833869548942,-0.9189488525353976,-0.23444378203589444,-0.7554924542220414,E02000010
-1.4521626099830136,-0.21300564340198916,-0.14968481309036694,-0.1411190312535436,-0.7961381398489719,2.1948976768147523,1.2345055884101623,0.6599109188856526,-0.2836991853284377,-0.6845289261306445,-0.47562643631994206,-0.3076804195346408,-0.12763936715191085,-0.5180504583847759,-0.8805634708245207,-0.2317348129212097,-0.843530322177618,E02000011
