origin_msoacode,avg_time_from_origin_rail_UNWEIGHTED,"Underground, metro, light rail, tram",cumulative_time_rail,avg_time_rail
E02000085,124.13527447915561,65.0,1827.7540668,28.119293335384615
E02000086,124.31871580044873,62.0,1463.0482558600002,23.59755251387097
E02000087,127.42870130361038,37.0,1398.7326500000001,37.80358513513514
E02000088,126.10055219564374,43.0,1283.3044815,29.844290267441863
E02000089,123.08647790675597,56.0,1404.59136485,25.081988658035716
E02000090,124.306514633376,71.0,2105.6370172800002,29.656859398309862
E02000091,125.59063352944034,62.0,1727.1538456,27.85732009032258
E02000092,127.50655896240809,44.0,1329.2378384,30.209950872727276
E02000093,112.82803595938871,1128.0,26914.322004800015,23.860214543262426
E02000094,112.30625244786832,692.0,14786.896494299996,21.3683475351156
E02000095,111.45591890948972,1063.0,22310.07177979999,20.98783798664157
E02000096,110.88625458677922,953.0,21067.098189599994,22.10608414438614
E02000097,110.77597275992619,664.0,13760.602994009998,20.723799689774093
E02000098,110.2528043386057,991.0,18925.262485900006,19.09713671634713
E02000099,110.43541273899993,1164.0,23867.985653059997,20.505142313625427
E02000100,111.22115334027892,923.0,20672.661250399986,22.397249458721546
E02000101,109.75854588255784,914.0,17270.163735399987,18.895146318818366
E02000102,110.02867849462555,466.0,9103.495283900002,19.535397604935625
E02000103,109.30029308164137,602.0,10808.0631905,17.953593339700994
E02000104,109.94417648657684,758.0,15037.29220902,19.83811637073879
E02000105,110.32619469897242,907.0,19063.15988710001,21.017816854575536
E02000106,110.02138122268622,946.0,17678.75340664,18.687900007019028
E02000107,108.86185744094574,1662.0,29001.89020335001,17.44999410550542
E02000108,109.6585483313845,643.0,13247.834002599999,20.603163301088646
E02000109,112.16988699416737,1144.0,26763.725285,23.394864759615384
E02000110,108.02802564687977,1578.0,25192.803278129995,15.965021088802278
E02000111,108.84397735754742,880.0,17729.898064599984,20.147611437045438
E02000112,109.69656302111662,853.0,17672.53469879999,20.718094605861655
E02000113,110.99498428204411,424.0,8334.703732200005,19.65732012311322
E02000114,108.47768583090424,1664.0,27850.996389760014,16.737377638076932
E02000115,106.84327620546333,1958.0,29355.23370948001,14.992458482880496
E02000116,109.13496205967894,900.0,15310.31493355,17.01146103727778
E02000117,110.19267620617133,619.0,11612.504501959993,18.760104203489487
E02000118,108.44763889876387,680.0,13475.875182500007,19.817463503676482
E02000119,109.85190494747964,378.0,7559.253881900001,19.998026142592597
E02000120,106.77817333576873,1821.0,27446.642502040006,15.072291324568921
E02000121,111.1058441212612,890.0,18895.44622139999,21.230838451011227
E02000122,108.98576344252966,1056.0,18080.821463600005,17.121990022348488
E02000123,108.81624917742383,1116.0,20921.122667649997,18.74652568785842
E02000124,106.85344278805312,1849.0,27262.263284389985,14.744328439367218
E02000125,108.79548346242197,1482.0,24864.592334900004,16.777727621390017
E02000126,106.35739620645086,778.0,11185.155942649997,14.376807124228788
E02000127,120.2622516093873,89.0,1934.5113078000002,21.73608211011236
E02000128,123.78683273827207,63.0,1753.0617735,27.826377357142857
E02000130,117.98210250233285,294.0,5868.724794899999,19.961648962244897
E02000131,117.86855417943309,416.0,8947.848415699998,21.50925099927884
E02000132,119.4062576595332,356.0,6718.9231686,18.873379687078653
E02000133,125.48759066583794,94.0,2494.1736161,26.533761873404256
E02000134,121.69538970929042,191.0,4531.7765575,23.726578835078534
E02000135,119.44156962505184,256.0,5917.367300700002,23.11471601835938
E02000136,128.14142451701156,18.0,501.0765936,27.837588533333335
E02000137,121.2530618388833,147.0,3555.2098758999987,24.18510119659863
E02000138,120.35376751019324,202.0,3820.6922532,18.914318085148516
E02000139,118.90645373219012,238.0,4731.6502783000005,19.88088352226891
E02000140,127.3314539372729,23.0,743.616183,32.33113839130435
E02000141,118.17131363965115,254.0,4361.844749610001,17.17261712444882
E02000142,124.91361316175515,72.0,1841.2352372000005,25.572711627777785
E02000144,120.81917472084437,138.0,3118.6305875,22.598772373188403
E02000145,128.32196746992076,45.0,1422.8240391000002,31.618311980000005
E02000146,123.79530311553019,88.0,2583.76604853,29.360977824204543
E02000147,121.4289067060414,94.0,2256.0592771000006,24.000630607446816
E02000148,122.00149113016246,38.0,881.2160888000001,23.18989707368421
E02000149,125.91875449869492,50.0,1430.1137407,28.602274814
E02000150,120.56279727661439,127.0,2508.7955291,19.754295504724407
E02000151,122.62194583692597,36.0,1043.1788852999998,28.977191258333328
E02000152,123.32458627146258,38.0,893.5100745999998,23.51342301578947
E02000153,126.00083826242205,49.0,1386.4091454000002,28.29406419183674
E02000154,122.92879422277448,25.0,687.2934967,27.491739868
E02000155,125.10742316800467,25.0,662.6800083,26.507200332000004
E02000156,122.44981926215763,90.0,2069.9927261000003,22.99991917888889
E02000157,123.96260453307873,35.0,995.5724829999999,28.444928085714285
E02000158,125.21343626508283,24.0,750.2116769999999,31.258819874999997
E02000159,125.09380419763943,25.0,639.065128,25.562605119999997
E02000160,124.93370386353244,50.0,1289.0861961,25.781723922
E02000161,124.28432194343881,40.0,1010.5403964999998,25.263509912499995
E02000162,127.19934080536015,27.0,1009.4466706,37.38691372592592
E02000163,124.03073263689745,36.0,1018.078468,28.279957444444445
E02000165,131.68987221228988,74.0,1988.187908,26.867404162162163
E02000166,105.81049740530484,822.0,11196.0492618,13.620497885401461
E02000167,105.77178975817263,1606.0,22314.916280500005,13.89471748474471
E02000168,104.90478195812543,1212.0,15118.204810060006,12.473766344933999
E02000169,106.46331018596058,1336.0,19908.16887879999,14.901324011077836
E02000170,106.94280239425927,1913.0,29398.43513426002,15.367713086387884
E02000171,105.4035444087627,1194.0,15861.147434499999,13.284043077470686
E02000172,104.5585403197058,809.0,10361.986626049997,12.808388907354756
E02000173,105.28018210059705,1871.0,24915.215908600007,13.31652373522181
E02000174,104.38558669439364,1089.0,13685.861320079997,12.567365766831953
E02000175,106.0267397966849,2533.0,36089.31735808998,14.247657859490715
E02000176,105.27150263134983,1872.0,24735.55266295,13.213436251575853
E02000177,104.42328391500632,1159.0,15092.78764548,13.02224990981881
E02000178,106.37270093568377,2088.0,30661.137153030006,14.68445265949713
E02000179,104.62129125489953,1133.0,14371.46492993,12.684435066134157
E02000180,103.86521141871404,784.0,9971.053326319998,12.718180263163262
E02000181,105.29960578298741,2406.0,34101.787016569986,14.173643814035739
E02000182,105.53862236952514,1317.0,18584.058724850005,14.11090260049355
E02000183,104.09630146104547,1060.0,12309.518120140001,11.612752943528303
E02000184,104.25418356842385,810.0,11058.441001759998,13.652396298469133
E02000185,105.7879259864463,1090.0,15611.641460889998,14.322606844853208
E02000186,104.08887175998362,856.0,10855.910340539998,12.682138248294391
E02000187,102.05827581423982,526.0,6104.909185800002,11.606291227756659
E02000188,102.00546846357405,580.0,7140.563857800003,12.311316996206902
E02000189,102.17781894879572,392.0,4784.951771839999,12.206509622040814
E02000190,101.79328939768932,502.0,5806.317875620002,11.566370270159368
E02000191,102.8654828679423,613.0,7360.8993406,12.007992399021207
E02000192,102.70421307814202,473.0,5731.222727800001,12.116749953065542
E02000193,102.71382075025693,666.0,7519.920520899997,11.2911719533033
E02000194,117.08477056004124,298.0,6671.2987553,22.386908574832216
E02000195,115.83505482171938,249.0,5013.531127900001,20.13466316425703
E02000196,116.5161595609222,191.0,4207.900990299999,22.030895237172768
E02000197,116.65094598523838,270.0,5658.4187713,20.95710656037037
E02000198,118.52570995839045,174.0,3911.2637921000005,22.4785275408046
E02000199,118.52187533583795,191.0,4673.654079840001,24.469393088167546
E02000200,116.69173120712415,205.0,4292.568802300002,20.939360011219524
E02000201,117.2219362163946,248.0,4691.785894740002,18.918491511048394
E02000202,117.93754809485088,185.0,3546.5757476500025,19.170679717027042
E02000203,117.4556901277138,170.0,3753.6523375,22.08030786764706
E02000204,118.40353604912535,229.0,4819.24726295,21.044747873144104
E02000206,116.77436684979862,207.0,3998.1646340000007,19.314804995169084
E02000207,117.14332063359254,386.0,5419.815926799996,14.040973903626934
E02000208,117.664628058992,252.0,5297.7162277000025,21.022683443253978
E02000209,119.52303245607565,382.0,7454.916963900004,19.515489434293205
E02000210,118.16941575150646,368.0,5177.641940000001,14.069679184782613
E02000211,118.86146627398433,163.0,2538.6635520799996,15.574623018895704
E02000212,120.0310485193442,250.0,4401.588532499998,17.606354129999993
E02000213,118.91400691774729,279.0,5193.787845500001,18.61572704480287
E02000214,118.33671335487698,289.0,4050.7341807400003,14.016381248235295
E02000215,118.59713889101016,468.0,8426.99739082,18.006404681239317
E02000216,119.30387369504217,240.0,4438.6258186,18.494274244166665
E02000217,119.88325303081085,467.0,9286.330835169998,19.885076734839394
E02000218,120.92445914193868,62.0,1239.424466,19.990717193548385
E02000219,121.2962258941539,114.0,2214.8202103,19.428247458771928
E02000220,118.3146025692678,307.0,5904.304405300001,19.232261906514662
E02000221,120.86404614586827,157.0,3613.3029908999993,23.01466873184713
E02000222,121.92482250334683,165.0,3738.9573607,22.660347640606062
E02000223,123.44642674897936,386.0,6765.856724399999,17.52812622901554
E02000224,124.33649953561472,85.0,2292.4216864,26.96966689882353
E02000225,124.50107947454518,451.0,8156.453081099998,18.085261820620836
E02000226,123.88662472787152,100.0,2293.7986713,22.937986713
E02000227,125.2375039306489,283.0,6114.673554600001,21.606620334275622
E02000228,124.32544580726314,49.0,1367.5377753000002,27.908934189795925
E02000229,126.0431712323979,330.0,6604.441839400002,20.013460119393947
E02000230,124.23321496469926,96.0,2505.2459489000007,26.096311967708342
E02000231,130.5827115421888,52.0,1889.5889300000001,36.33824865384616
E02000232,126.68154076358876,41.0,1038.7769154999999,25.33602232926829
E02000233,128.16911386389415,58.0,1647.1890913,28.39981191896552
E02000234,125.20771833081497,56.0,1524.9917656,27.231995814285714
E02000235,129.8921111195252,51.0,1481.4198812999998,29.047448652941174
E02000236,133.97655154167484,32.0,1061.0849606999998,33.15890502187499
E02000237,127.875243122011,24.0,715.8904436000001,29.828768483333338
E02000238,113.67994344842376,851.0,22256.38652589999,26.153215659106923
E02000239,110.49132507758658,1074.0,22234.963158100003,20.702945212383614
E02000240,114.80635824892364,831.0,20028.196427500003,24.101319407340558
E02000241,114.48322161814053,783.0,18913.908111590004,24.155693629106008
E02000242,111.45293465897784,637.0,13448.546752800003,21.11231829324961
E02000243,113.4642306349256,866.0,19386.549763800005,22.386316124480377
E02000244,111.83175587026392,894.0,19612.876547699998,21.938340657382547
E02000245,115.31256520466589,436.0,10826.042658400007,24.830373069724786
E02000246,116.08423217469361,326.0,9207.766482649999,28.24468246211656
E02000247,114.22116254261893,572.0,14780.036015899994,25.839223804020968
E02000248,113.13622568028019,1205.0,26118.40854880001,21.675027841327807
E02000249,114.28154919218709,503.0,12921.573306420003,25.68901253761432
E02000250,114.37327383078754,971.0,23092.217006300012,23.78189187054584
E02000251,114.79869183379299,392.0,10746.125428439998,27.41358527663265
E02000252,111.87438449158442,1567.0,28729.631098099988,18.334161517613268
E02000253,115.65426255645039,619.0,14897.802630000004,24.06753252019387
E02000254,115.40580490291589,327.0,9045.425684099999,27.661852244954126
E02000255,114.38464879919636,1056.0,24379.385128950005,23.08653894786932
E02000256,113.98177328510936,1604.0,37897.25724149999,23.626718978491265
E02000257,113.25502070229156,2870.0,64035.495251900014,22.312019251533105
E02000258,114.24155153054285,902.0,20404.427702360004,22.62131674319291
E02000259,115.7592104192892,580.0,14098.8539839,24.308368937758623
E02000260,116.32303648513384,311.0,8804.834529550004,28.31136504678458
E02000261,111.33019224530963,1379.0,25848.47933913999,18.74436500300217
E02000262,111.88933901627529,1199.0,22602.03013559998,18.850734058048356
E02000263,115.75816499100932,278.0,7334.082865640004,26.381593041870516
E02000264,113.89675641380319,1673.0,37350.884063099984,22.32569280520023
E02000265,114.62233300373681,1567.0,36514.19253523997,23.301973538761946
E02000266,115.9198140385219,458.0,11802.985845400002,25.770711452838434
E02000267,115.57444913407886,842.0,20136.420902200003,23.91498919501188
E02000268,114.77754751147076,1723.0,40132.44660110004,23.292191875275705
E02000269,115.67416262121371,1742.0,41479.788565499985,23.81158930281285
E02000270,112.68214567459346,968.0,18708.44581779999,19.326906836570238
E02000271,111.8986364901538,1278.0,25218.6551745,19.73290702230047
E02000272,116.49049867986932,1118.0,27837.07884800002,24.898997180679803
E02000274,116.8465983740813,259.0,6885.740017499999,26.58586879343629
E02000275,116.97568582365517,197.0,5366.040346919999,27.23878348690355
E02000276,115.4598222394334,1401.0,32185.274719700024,22.973072605067827
E02000277,117.84855078834019,188.0,4782.228206620002,25.43738407776597
E02000278,120.89718056156092,192.0,5375.762990300002,27.998765574479176
E02000279,117.6715770571923,405.0,10468.858133540005,25.84903242849384
E02000280,120.51279191219335,216.0,6914.5433502,32.01177476944444
E02000281,121.76213517282302,221.0,6458.327771200004,29.2232025846154
E02000282,122.03653064909896,180.0,5346.739189859999,29.704106610333326
E02000283,115.75945788783483,192.0,4680.484834,24.37752517708333
E02000284,117.76400140224999,332.0,9635.600784100003,29.022893928012056
E02000285,120.65213134733067,239.0,6777.195393129999,28.356466080041834
E02000286,116.04065137580183,450.0,11041.404139849994,24.5364536441111
E02000287,117.75198391249808,455.0,12545.651695599998,27.572860869450544
E02000288,117.55097309269505,293.0,7501.499177799999,25.60238627235495
E02000289,116.59744144043866,550.0,13471.3508968,24.49336526690909
E02000290,114.757384761866,200.0,4461.173521299999,22.305867606499998
E02000291,116.06350195654791,442.0,10490.5287569,23.73422795678733
E02000292,116.84088613171758,448.0,11322.931997499996,25.27440178013392
E02000293,115.32696725078435,283.0,6619.662085900002,23.391032105653718
E02000294,115.37365033781418,299.0,6820.038614399998,22.80949369364548
E02000295,115.70058220204174,957.0,21418.739670900006,22.381128182758626
E02000296,116.85889790808233,1407.0,33678.08143829999,23.936091995948818
E02000297,115.06827982744046,463.0,10300.2137613,22.24668198984881
E02000298,114.8448102328988,503.0,11634.260228200004,23.129742004373767
E02000299,115.68163147539227,336.0,7594.334567300001,22.602186212202383
E02000300,115.37418862163602,327.0,7523.5770439,23.007880868195716
E02000301,115.75155073653639,387.0,8963.3438264,23.16109515865633
E02000302,113.42546206621866,497.0,10433.845274039999,20.993652462857142
E02000303,112.68180361556063,269.0,5642.144896249999,20.9745163429368
E02000304,113.29656311167895,999.0,19829.969245399996,19.84981906446446
E02000305,112.07134703840325,796.0,15265.02938136,19.17717258964824
E02000306,114.58677754500067,318.0,7464.215535849997,23.47237589889936
E02000307,112.73241837288298,481.0,10258.122629419995,21.326658273222442
E02000308,111.90200829239497,1065.0,19784.311930360007,18.57681871395306
E02000309,113.32221655272001,426.0,9103.0191756,21.36858961408451
E02000311,111.7355920825382,895.0,17500.377802800012,19.553494751731858
E02000312,112.75769124772972,1718.0,33461.654205499995,19.47709790774156
E02000313,123.87334300141643,346.0,9435.764254199998,27.270994954335254
E02000314,122.54995492944005,930.0,23901.5758378,25.700619180430106
E02000315,124.98432832957775,233.0,6953.463772450002,29.843192156437777
E02000316,119.58892617044154,1388.0,30119.57783859999,21.699984033573482
E02000317,117.97735118915425,368.0,8452.525037800004,22.96881803750001
E02000318,121.644622574698,414.0,10801.335593900001,26.090182593961355
E02000319,120.51011446007787,680.0,15341.351935120005,22.560811669294125
E02000320,125.46081791122465,165.0,4826.921579400001,29.254070178181824
E02000321,119.86660599872995,340.0,8194.831906649999,24.102446784264703
E02000323,119.20511017723125,492.0,11629.11795438001,23.636418606463433
E02000324,116.83685832942669,402.0,8723.624761699999,21.700559108706464
E02000326,115.86805466374143,479.0,9393.232319100001,19.61008834885178
E02000327,118.02643049768123,281.0,6393.661676299999,22.753244399644124
E02000328,112.77403419745455,580.0,7760.608662039998,13.380359762137928
E02000329,120.48791050507715,192.0,5229.596956899999,27.237484150520828
E02000331,117.86611415824363,523.0,10869.00623555,20.78203869130019
E02000332,119.28189406644854,406.0,9367.0735254,23.071609668472906
E02000333,117.14419045400643,416.0,7662.912713499999,18.420463253605767
E02000334,118.62591959832282,283.0,6094.819037480001,21.536463029964665
E02000335,120.2568695573863,148.0,3039.79194834,20.539134786081082
E02000337,121.11382543413397,172.0,4297.4606306999995,24.985236224999998
E02000339,121.05696242077059,126.0,2951.58421447,23.4252715434127
E02000340,121.8090126578866,114.0,2842.8326319999996,24.937128350877188
E02000341,119.57961651528917,123.0,2660.7592803000007,21.63218927073171
E02000342,122.92656943777305,85.0,2477.8098756,29.15070441882353
E02000343,120.8422607396473,87.0,2194.729977,25.226781344827586
E02000344,122.57404956995404,85.0,2170.717772,25.53785614117647
E02000345,107.89332748761703,362.0,5830.518112519999,16.106403625745852
E02000346,106.65407071858051,574.0,8839.435912799998,15.399714133797906
E02000347,107.38770852579925,464.0,7469.6896910999985,16.098469161853444
E02000348,107.88212813905713,335.0,5780.519418300001,17.255281845671647
E02000350,107.11300595223025,744.0,11678.929356490004,15.697485694206994
E02000351,105.88482210544892,1901.0,26141.799355140007,13.751604079505528
E02000352,106.4648255537472,540.0,8097.617691490002,14.995588317574077
E02000353,106.9817339200611,603.0,9909.07087156,16.432953352504146
E02000354,107.40553323219538,593.0,9540.606880700007,16.088713120910636
E02000355,109.53649466379098,520.0,9651.0316189,18.55967619019231
E02000356,106.57575635785615,621.0,10464.028223520001,16.850286994396136
E02000357,109.19379804896958,205.0,3431.3646784999996,16.73836428536585
E02000358,107.07521061089041,886.0,14150.972704790001,15.9717524884763
E02000359,109.16324967003214,425.0,7768.344629000003,18.27845795058824
E02000360,106.89408601843243,680.0,10404.653994800003,15.300961757058827
E02000361,107.01749639960966,639.0,10162.506086719997,15.903765393928008
E02000362,110.27832786308865,515.0,9080.746844899999,17.63251814543689
E02000363,108.61526813619207,566.0,9865.304716200004,17.429866989752657
E02000364,106.23190605267874,764.0,10894.740229340005,14.260131190235608
E02000365,106.31935831422851,1288.0,18690.1467916,14.510983533850931
E02000366,109.47229931213828,678.0,11912.641880660001,17.570268260560475
E02000367,106.59959375817255,1123.0,15894.3916861,14.15350996090828
E02000368,105.68862483818891,674.0,9948.464476399997,14.760333051038572
E02000369,104.99587420510872,904.0,12221.86337797,13.519760373860619
E02000370,104.25837388405235,641.0,8242.449342299995,12.858735323400929
E02000371,105.0090976400797,1479.0,19725.12863840999,13.336800972555775
E02000372,109.40125959061665,1047.0,16300.227275329995,15.568507426294168
E02000373,110.16224117213295,577.0,9049.60132528,15.683884445892549
E02000374,110.57569477878891,992.0,18882.545656759998,19.03482425076613
E02000375,110.39016474936825,1200.0,20644.779511900007,17.20398292658334
E02000376,110.02052282323663,1309.0,21555.358924000004,16.46704272268908
E02000377,110.67078311036245,1369.0,23497.066740680006,17.163671833951796
E02000378,110.04658987212353,1561.0,27622.078810990013,17.6951177520756
E02000379,111.23290213729443,1354.0,24897.41160214001,18.38804401930577
E02000380,110.27810914585491,1222.0,21137.93638909999,17.297820285679204
E02000381,110.64545216556235,1632.0,29766.369451990016,18.239196968131136
E02000382,112.00230431583876,1150.0,21342.408488920002,18.55861607732174
E02000383,110.92604102155609,2069.0,35075.04335598001,16.95265507780571
E02000384,112.22264770445774,1401.0,24955.428345200016,17.812582687508932
E02000385,111.16824080014716,2180.0,38310.30966245999,17.573536542412842
E02000386,110.45096614629047,1513.0,24978.298043370018,16.509119658539337
E02000387,111.23510647715071,1084.0,19021.637053360006,17.547635658081187
E02000388,110.42318509086653,1811.0,31458.48588552999,17.370781825251235
E02000389,111.82677196972789,1466.0,28681.395426549996,19.5643897861869
E02000390,111.22933057785036,1173.0,21905.38976990001,18.67467158559251
E02000391,110.3838089329064,1484.0,25930.248489839993,17.473213268086248
E02000392,111.11191971193603,2254.0,41055.54502055001,18.214527515771966
E02000393,111.54318681968623,1337.0,26331.634460300014,19.694565789304423
E02000394,110.23726407865851,1045.0,18102.890702959998,17.323340385607654
E02000395,112.67607891244671,1322.0,26789.727204200004,20.264544027382758
E02000396,111.20797915159676,963.0,16875.61975955,17.52400805768432
E02000397,112.80789015449233,1389.0,27975.580509200005,20.140806702087836
E02000398,112.3636001776323,408.0,8528.39103402,20.902919201029412
E02000400,110.17150195227724,1226.0,20559.08392775,16.76923648266721
E02000401,110.45415344679066,413.0,7336.049434799998,17.762831561259077
E02000402,111.34240254238303,434.0,7980.332812,18.387863622119816
E02000403,109.6125930945285,1406.0,23940.9006314,17.027667589900428
E02000404,110.00160706028755,997.0,16557.658754310007,16.607481197903716
E02000405,110.6128064607566,966.0,17278.137892959992,17.88627111072463
E02000406,109.34481062712845,1090.0,17810.449308040013,16.339861750495427
E02000407,110.38737176229131,592.0,10947.333034660001,18.492116612601354
E02000408,109.91451556648096,590.0,10128.030497299995,17.16615338525423
E02000409,110.21078662585194,610.0,11152.835092140007,18.283336216622963
E02000410,110.74436640744325,1114.0,19691.982976799995,17.67682493429084
E02000411,109.0409374328149,814.0,13348.405978040002,16.398533142555284
E02000412,109.1088598025078,1111.0,18775.570195820008,16.899703146552664
E02000413,111.64295296278304,1155.0,21457.5881813,18.577998425367966
E02000414,110.70410611149809,843.0,16203.899287200002,19.22170733950178
E02000415,108.59504588729514,1299.0,20929.029182099992,16.11164679145496
E02000416,108.44124503745336,1073.0,17105.68645222,15.941925864137932
E02000417,111.24737785393683,1241.0,22952.09741745,18.49484078763094
E02000418,110.41121286015121,855.0,15037.514112400002,17.58773580397661
E02000419,108.13899437424507,1556.0,24061.96795820001,15.463989690359904
E02000420,109.08594239363104,981.0,16190.41618874,16.50399203745158
E02000421,108.57783223871091,938.0,15536.356317180009,16.563279655842226
E02000422,108.65149398768801,906.0,14966.897529580001,16.519754447660045
E02000423,107.27687432109428,1156.0,18086.028396800008,15.645353284429072
E02000424,107.77029804668088,1242.0,18979.43471425,15.281348401167472
E02000425,109.08625267878081,454.0,7941.544917500001,17.49238968612335
E02000426,108.92417960913737,1262.0,20832.765746099994,16.507738309112515
E02000427,107.00028269736161,1353.0,20210.340985599996,14.937428666371025
E02000428,108.21702992463412,782.0,12618.740651799997,16.136496997186697
E02000429,109.27320265007631,1422.0,23048.24977800001,16.208333177215195
E02000430,107.29938473925866,1631.0,23295.333436760007,14.282853118798288
E02000431,108.21428109159402,1745.0,27113.56698881001,15.537860738573071
E02000432,106.33862742731552,1544.0,21401.627811899998,13.861157909261657
E02000433,113.33701736374061,746.0,19032.525154100014,25.512768303083128
E02000434,113.5238696853545,965.0,23711.609724560003,24.571616294880833
