origin_msoacode,avg_time_from_origin_bus_UNWEIGHTED,"Bus, minibus or coach",cumulative_time_bus,avg_time_bus
E02001985,275.0394939,506,13351.08231,26.38553817
E02001986,281.5459862,362,6182.910969,17.07986455
E02001987,279.8493954,318,6518.714076,20.49910087
E02001988,276.2372517,419,9094.021253,21.704108
E02001989,280.5712909,231,3699.323083,16.01438564
E02001990,272.816856,365,7665.553846,21.00151739
E02001991,278.1627442,235,4524.914313,19.25495452
E02001992,273.0709582,517,12419.68021,24.02259229
E02001993,284.7514357,208,4131.524658,19.86309932
E02001994,280.5897009,333,7187.111159,21.58291639
E02001995,280.1361752,335,6307.77648,18.82918352
E02001996,277.2129321,381,7606.690467,19.96506684
E02001997,280.7977948,201,3968.304429,19.7428081
E02001998,280.5036416,138,2317.020325,16.79000236
E02001999,282.9938725,155,5471.771545,35.3017519
E02002000,319.3366043,237,5652.487854,23.85015972
E02002001,323.3756375,235,5836.134751,24.83461596
E02002002,325.8083584,194,5249.808056,27.06086627
E02002003,323.5117717,274,6182.55625,22.56407391
E02002004,329.8537167,314,9707.709983,30.91627383
E02002005,324.3075967,377,9918.348757,26.30861739
E02002006,329.2191827,288,7117.801353,24.71458803
E02002007,329.8387125,275,6552.292564,23.82651841
E02002008,328.2502383,206,5850.27774,28.3994065
E02002009,323.2983361,352,7975.778341,22.6584612
E02002010,325.5297088,336,9264.583769,27.57316598
E02002011,330.3441871,109,3560.360803,32.66386058
E02002012,329.4063352,269,5637.171553,20.95602808
E02002013,330.7354883,108,3550.07786,32.87109129
E02002014,324.7926864,311,7853.383603,25.25203731
E02002015,330.8754235,129,2673.475181,20.72461381
E02002016,331.674785,303,8159.738354,26.92982955
E02002017,326.7334693,339,7550.382725,22.27251541
E02002018,328.6360944,169,3950.932764,23.37830038
E02002019,326.3833386,280,4996.228132,17.8436719
E02002020,329.0933079,202,4091.256031,20.25374273
E02002021,328.279379,250,5632.920555,22.53168222
E02002022,327.737824,302,8216.609384,27.20731584
E02002023,326.5844363,159,4639.228007,29.17753463
E02002024,327.0601353,238,5205.384483,21.87136337
E02002025,322.2979035,303,8762.604592,28.9194871
E02002026,326.477197,140,4401.498656,31.43927612
E02002027,325.3664228,90,1964.465887,21.82739874
E02002028,327.0771768,105,2840.72699,27.05454276
E02002029,316.8724226,244,6242.903337,25.58566941
E02002030,324.0760551,199,4035.634376,20.27956973
E02002031,326.7678568,160,4453.029336,27.83143335
E02002032,322.9865406,380,8800.331664,23.15876754
E02002033,320.14401,246,7148.713558,29.05981121
E02002034,320.8740664,224,5960.014072,26.60720568
E02002035,317.3803659,271,7687.933932,28.3687599
E02002036,322.7880804,209,4910.545123,23.49543121
E02002037,323.0000533,116,2688.125099,23.17349224
E02002038,319.4838282,437,11892.65769,27.21431966
E02002039,322.4359976,86,2582.198088,30.02555917
E02002040,323.1381058,43,1154.381655,26.846085
E02002041,322.3078132,96,1562.213022,16.27305231
E02002042,320.7914762,208,6745.233665,32.42900801
E02002043,317.4627013,282,6264.788571,22.21556231
E02002044,318.3658834,420,10496.69224,24.99212438
E02002045,317.8573686,298,7132.661955,23.93510723
E02002046,316.232147,302,5821.678323,19.27708054
E02002047,316.1801881,214,4697.584991,21.95133173
E02002048,308.4518077,360,9951.697416,27.64360393
E02002049,321.4169442,232,6946.202122,29.94052639
E02002051,319.7211617,243,5735.542077,23.60305381
E02002052,315.0329153,580,13407.63585,23.11661353
E02002053,307.7865102,480,11078.28313,23.07975652
E02002054,311.6899388,401,11171.51462,27.85913871
E02002055,316.6666672,454,10871.12207,23.9452028
E02002056,321.354148,395,11283.41949,28.56561897
E02002057,322.2320522,304,7151.424107,23.5244214
E02002058,319.1504093,538,14666.4736,27.26110335
E02002059,312.2394822,537,12880.98831,23.98694285
E02002060,314.0419922,263,6377.204398,24.24792547
E02002061,310.9378539,317,8906.434997,28.09600946
E02002062,310.1711383,406,10203.09276,25.13077035
E02002063,320.0511289,580,16131.55543,27.8130266
E02002064,325.6024224,618,18763.625,30.36185275
E02002065,315.0684001,537,14008.6773,26.08692235
E02002066,315.6291765,417,10906.29094,26.15417491
E02002067,323.7532007,231,6096.696873,26.39262716
E02002068,314.3754409,940,24850.9142,26.43714277
E02002069,321.77713,359,10376.29999,28.90334258
E02002070,313.9176809,618,14167.67988,22.92504834
E02002071,322.3533963,275,6709.167598,24.39697308
E02002072,317.8546865,437,12134.98983,27.76885545
E02002073,315.9688143,507,12505.54082,24.66576098
E02002074,316.3039754,486,11467.72995,23.59615215
E02002075,324.8769965,387,10809.96317,27.93272137
E02002076,312.9962159,1340,31623.99386,23.59999542
E02002077,325.1381935,387,10335.99722,26.70800316
E02002078,316.8368971,451,11115.74352,24.64688143
E02002079,319.5612144,541,17697.12556,32.7118772
E02002080,326.5521686,206,5984.691221,29.05189913
E02002081,299.9151329,289,8563.392253,29.63111506
E02002082,300.6357405,474,14303.95916,30.17712903
E02002083,300.8965473,311,9738.044982,31.31204174
E02002084,299.1590689,498,12799.25968,25.70132466
E02002085,298.0148433,421,12935.32651,30.72524111
E02002086,295.7009892,390,10667.87378,27.3535225
E02002087,298.9624084,441,11768.3381,26.68557392
E02002088,294.2872229,731,19121.44484,26.15792728
E02002089,292.2757844,287,8728.057792,30.41135119
E02002090,300.0726603,261,6641.10022,25.44482843
E02002091,297.2598365,390,8775.722817,22.50185338
E02002092,298.9963174,297,7015.923577,23.62263831
E02002093,299.4029039,278,6891.881419,24.79094036
E02002094,304.3047554,112,3387.695474,30.24728102
E02002095,296.3933635,265,7051.09539,26.60790713
E02002096,294.058814,234,5911.764485,25.26395079
E02002097,284.6849707,67,1515.489159,22.61924118
E02002098,298.2222899,335,9022.110402,26.93167284
E02002099,293.9982116,96,2447.933681,25.49930918
E02002101,303.4719326,224,5341.36055,23.8453596
E02002102,297.4527907,295,7874.027134,26.6916174
E02002103,298.3620666,144,4237.453799,29.42676249
E02002104,297.8241496,67,2695.293725,40.22826455
E02002105,283.1827237,32,704.537907,22.01680959
E02002106,288.8665646,86,3472.459728,40.3774387
E02002107,297.3706,119,3468.707639,29.14880369
E02002108,294.2167568,86,2667.588776,31.01847414
E02002109,295.3905418,91,2987.759669,32.83252384
E02002110,303.7306211,193,5000.058093,25.90703675
E02002111,300.9308121,168,3599.956223,21.42831085
E02002112,308.3768311,183,4289.950183,23.44235073
E02002113,301.4291037,211,5740.08863,27.20421152
E02002114,306.9352513,171,3951.588874,23.10870687
E02002115,312.3470204,297,6504.625197,21.90109494
E02002116,304.3011849,217,7032.087767,32.40593441
E02002117,310.6258983,217,3808.938991,17.55271424
E02002118,312.8076576,436,9314.649536,21.36387508
E02002119,307.823603,226,5297.76277,23.44142819
E02002120,314.2830327,207,5558.469071,26.85250759
E02002121,312.2314441,277,5914.936572,21.35356163
E02002122,315.6030052,253,5691.528411,22.49615973
E02002123,316.0197094,268,5942.605042,22.17389941
E02002124,306.6339022,233,6093.258622,26.15132456
E02002125,306.5274719,300,6017.624143,20.05874714
E02002126,311.9203459,352,7371.430392,20.94156361
E02002127,315.2777364,395,9482.368666,24.00599662
E02002128,316.5370247,194,4009.66229,20.66836232
E02002129,316.8066564,195,4666.502827,23.93078373
E02002130,318.1252132,231,5398.725019,23.37110398
E02002131,306.426348,209,6280.112954,30.04838734
E02002132,319.5222207,326,7202.971304,22.095004
E02002133,311.4846279,287,6699.512838,23.34325031
E02002134,321.3082651,349,9764.694446,27.97906718
E02002135,312.3899551,281,6573.338993,23.39266546
E02002136,319.0011032,349,8388.34583,24.03537487
E02002137,304.6904394,187,6183.402364,33.0663228
E02002138,312.3964652,232,6795.429393,29.29064393
E02002139,311.5937685,531,14442.19364,27.19810479
E02002140,318.7447145,373,10437.95366,27.98378998
E02002141,305.157599,236,6896.815795,29.22379574
E02002142,317.341969,264,6028.665294,22.83585339
E02002143,317.5590297,370,9956.922006,26.91060001
E02002144,312.4805714,200,5395.559907,26.97779954
E02002145,319.4164241,302,7485.852379,24.78759066
E02002146,316.9889058,277,8454.461924,30.52152319
E02002147,319.565482,292,7000.694464,23.97498104
E02002148,305.4588893,553,17086.85574,30.8984733
E02002149,322.2182016,442,10821.20388,24.48236172
E02002150,322.3272449,274,6651.500341,24.27554869
E02002151,325.4820758,326,7889.321809,24.20037365
E02002152,321.0761785,273,7621.687473,27.91826913
E02002153,318.4551821,399,7866.596446,19.71578057
E02002154,321.5468615,282,7260.1603,25.74524929
E02002155,321.5248365,278,6271.371502,22.5588903
E02002156,319.1317602,333,7191.134558,21.59499867
E02002157,324.5793646,289,7450.807142,25.78133959
E02002158,318.8936485,415,7693.748368,18.53915269
E02002159,320.451073,316,8615.868745,27.26540742
E02002160,318.5304595,248,5075.860874,20.46718095
E02002161,322.350759,342,9345.112321,27.32488983
E02002162,324.5010198,243,5212.600709,21.45103172
E02002163,319.5312717,681,17410.25207,25.56571523
E02002164,319.9166536,401,12406.32705,30.93847144
E02002165,320.682635,431,11487.63222,26.65343902
E02002166,319.9973538,497,12602.19078,25.35652068
E02002167,322.9339265,216,4949.774262,22.91562158
E02002168,318.1743074,510,12912.20405,25.31804716
E02002169,327.2925977,224,5738.613854,25.61881185
E02002170,321.0481904,242,5395.185117,22.29415338
E02002171,320.2079746,282,5843.664751,20.72221543
E02002174,323.8091689,272,7886.481526,28.99441737
E02002175,316.7500824,230,5270.78562,22.91645922
E02002176,327.3651815,343,7385.419615,21.53183561
E02002177,321.6595414,394,12263.72397,31.12620298
E02002178,323.5717582,301,9065.330579,30.11737734
E02002179,327.0921339,199,4683.46362,23.53499306
E02002180,323.1581083,265,6723.071213,25.37008005
E02002181,316.7694542,222,5204.290434,23.4427497
E02002182,323.3829812,276,6866.589217,24.87894644
E02002183,314.2098852,68,2278.433896,33.50638082
E02002184,314.9375262,63,3207.092868,50.90623599
E02002185,311.9346433,42,1430.007884,34.04780676
E02002186,326.120294,277,8346.443638,30.13156548
E02002187,309.4883257,45,1543.972455,34.31049899
E02002188,321.2868969,197,4226.652732,21.45509001
E02002189,322.4127492,130,3088.400011,23.75692316
E02002190,321.5247225,263,5608.006927,21.32322026
E02002191,322.878099,327,5943.300619,18.17523125
E02002192,322.1942101,139,4886.114634,35.15190384
E02002193,323.1245595,176,3749.413671,21.30348677
E02002194,327.0338401,308,8328.670852,27.04113913
E02002195,313.9538401,73,2359.577088,32.32297381
E02002196,332.4456454,215,6621.255685,30.79653807
E02002197,316.7057195,244,5500.074863,22.54129042
E02002198,312.4867875,157,5475.110903,34.87331785
E02002199,309.615874,193,5749.796029,29.79168927
E02002200,313.8007047,225,5671.652484,25.20734437
E02002201,309.2879634,497,16028.77845,32.25106327
E02002202,312.5687548,293,6872.200032,23.45460762
E02002203,315.7841671,335,8110.074145,24.20917655
E02002204,315.8040767,287,7835.840308,27.30257947
E02002205,331.2727947,313,9199.038908,29.38990066
E02002206,311.1215428,368,8262.124713,22.45142585
E02002207,313.0306387,281,7683.43186,27.34317388
E02002208,309.2920239,385,10830.10553,28.13014424
E02002209,307.2673673,309,8937.606683,28.92429347
E02002210,313.1586006,313,8368.495302,26.73640672
E02002211,317.5184605,180,4711.568881,26.17538267
E02002212,319.544649,234,6257.837463,26.74289514
E02002213,325.0861044,187,5661.321172,30.27444477
E02002214,313.1102117,258,7824.90557,30.32909136
E02002215,318.9928757,276,8790.686263,31.85031255
E02002216,317.1012745,322,10759.96242,33.41603237
E02002217,311.8256345,377,8367.88201,22.1959735
E02002218,321.9283443,496,13657.00771,27.53428974
E02002219,319.249893,234,7391.027882,31.58558924
E02002220,307.8240396,396,13932.23843,35.18242028
E02002221,309.7287948,591,12344.08848,20.88678253
E02002222,318.3083373,398,8798.810188,22.10756329
E02002223,313.8915855,233,5626.61729,24.14857206
E02002224,311.5653011,313,8583.939304,27.42472621
E02002225,320.4599875,408,11199.94431,27.4508439
E02002226,309.5571604,432,12003.47519,27.7858222
E02002227,310.0501415,303,6647.388263,21.93857512
E02002228,310.8919473,365,8678.145802,23.77574192
E02002229,324.7393035,338,9676.528777,28.62878336
E02002230,313.2272042,417,13233.412,31.73480097
E02002231,317.6419019,528,15373.80692,29.11705857
E02002232,317.4098998,327,7681.883116,23.4919973
E02002233,315.0560575,344,11011.67899,32.01069474
E02002234,312.6140033,415,11223.8579,27.04544072
E02002235,315.5504651,287,7739.802487,26.96795292
E02002236,316.4251787,295,6873.823982,23.30109825
E02002237,318.7926547,480,13752.70255,28.65146364
E02002238,314.3874177,373,9677.693232,25.94555826
E02002239,309.8714168,365,8841.140322,24.22230225
E02002240,322.6714715,471,12875.32962,27.3361563
E02002241,317.1866835,669,16082.28744,24.03929363
E02002242,314.2420896,351,8048.31239,22.92966493
E02002243,315.6336061,515,12870.57111,24.99140022
E02002244,330.9910391,302,7034.9704,23.29460397
E02002245,331.122406,430,9631.08749,22.39787788
E02002246,321.1574364,350,8095.167146,23.12904899
E02002247,325.7279559,242,5866.361671,24.24116393
E02002248,331.8576242,532,12020.91616,22.59570706
E02002249,326.9330698,437,7231.166727,16.54729228
E02002250,324.9741407,268,5149.897107,19.21603398
E02002251,323.2372442,433,7470.010697,17.25175681
E02002252,330.9864282,244,4357.176307,17.85727995
E02002253,328.7782232,300,7263.235353,24.21078451
E02002254,320.4484689,180,3522.265736,19.56814298
E02002255,328.5249112,156,3619.027645,23.19889516
E02002256,327.8980998,279,4960.738697,17.78042544
E02002257,329.404093,175,3844.279275,21.96731014
E02002258,316.9190315,308,8157.507011,26.48541237
E02002259,325.7017267,217,4660.681381,21.47779438
E02002260,326.4574849,452,6600.071501,14.6019281
E02002261,323.8927262,330,4782.893252,14.49361591
E02002262,318.9796034,254,6607.4562,26.01360709
E02002263,324.1652281,307,5899.925719,19.21799909
E02002264,324.4780546,180,3351.565305,18.61980725
E02002265,328.4320638,136,2216.007388,16.29417197
E02002266,319.3469572,151,3912.27901,25.90913252
E02002267,317.1159715,253,5947.383665,23.50744532
E02002268,318.9892356,391,9389.632924,24.01440646
E02002269,320.7880354,319,7578.58318,23.75731404
E02002270,320.9508872,154,3486.438232,22.6392093
E02002271,308.8732871,227,6375.585781,28.08628098
E02002272,313.7014921,371,10595.38793,28.55899711
E02002273,314.0082077,190,5899.031803,31.04753581
E02002274,312.0423495,195,6150.107183,31.5390112
E02002275,316.0120171,348,11069.24514,31.80817569
E02002276,313.7721028,215,6445.899811,29.98092935
E02002277,313.4702523,162,5584.242303,34.4706315
E02002278,319.9214613,188,5622.716202,29.90806491
E02002279,317.4759235,207,5911.60993,28.55850208
E02002280,313.2086935,134,3724.20383,27.7925659
E02002281,316.0793144,289,9047.510274,31.30626392
E02002282,316.7060082,187,5165.870127,27.62497394
E02002283,314.957045,127,3575.018966,28.14975564
E02002284,307.3789182,207,7203.201185,34.79807336
E02002285,316.5792623,152,4324.727889,28.45215716
E02002286,316.8693981,163,5140.445714,31.53647677
E02002287,313.1295097,198,5972.804943,30.16568153
E02002288,308.8211438,370,11105.65666,30.01528826
E02002289,312.9469598,154,4592.458459,29.82115882
E02002290,316.2522257,152,4229.259247,27.824074
E02002291,316.4372812,156,4806.259884,30.80935823
E02002292,315.1150957,192,4439.679759,23.12333208
E02002293,316.3688777,229,7052.888262,30.7986387
E02002294,312.2507104,204,4789.595985,23.47841169
E02002295,318.0151932,378,8659.894518,22.90977386
E02002296,316.5040367,144,4036.955881,28.03441584
E02002297,313.6353071,212,5037.512643,23.76185209
E02002298,314.5778118,253,6652.553009,26.29467592
E02002299,307.138443,367,7253.542584,19.76442121
E02002300,314.7295301,237,5723.771821,24.15093595
E02002301,312.2717024,284,7033.657153,24.76639843
E02002302,306.6199999,195,5514.509126,28.27953398
E02002303,313.1775313,296,6303.983365,21.2972411
E02002304,307.6776739,360,7169.181073,19.91439187
E02002305,310.2700403,366,6492.21148,17.73828273
E02002306,317.7829189,209,5520.021681,26.41158699
E02002307,309.8449569,340,7230.787934,21.26702334
E02002308,314.057108,272,6341.220649,23.31331121
E02002309,306.7433129,323,6589.621871,20.4013061
E02002310,308.0811407,357,8881.289902,24.87756275
E02002311,317.8966917,303,7566.82253,24.97301165
E02002312,307.9902413,366,7929.578013,21.6655137
E02002313,310.6156191,298,6454.183971,21.65833547
E02002314,310.6604445,237,4751.566186,20.04880247
E02002315,312.3595822,381,7480.846758,19.63476839
E02002316,306.8335071,185,4656.205987,25.16868101
E02002317,312.6111484,377,6889.550287,18.2746692
E02002318,309.8251886,358,9312.934592,26.01378378
E02002319,316.2815066,206,6156.996073,29.88833045
E02002320,311.3274899,295,8080.835972,27.39266431
E02002321,307.8405879,211,7094.13643,33.62149967
E02002322,316.2572636,174,4642.51757,26.68113546
E02002323,304.0532959,202,5011.638619,24.81009217
E02002324,304.5361626,133,4299.914703,32.33018573
E02002325,312.8082412,327,11101.35403,33.9490949
E02002326,300.7662598,92,2897.312423,31.49252634
E02002327,301.8517822,127,4639.177988,36.52896054
E02002328,304.2959309,151,3185.607616,21.09673918
E02002329,301.6502092,275,6670.282985,24.25557449
E02002330,311.1286545,82,3905.942596,47.6334463
E02002331,307.4934415,119,3919.501592,32.93698817
E02002332,313.5827209,162,6680.649278,41.23857579
E02002333,310.2534492,326,10065.34726,30.87529836
E02002334,306.2992083,137,5521.455626,40.30259581
E02002335,313.6559047,147,5158.756285,35.09358017
E02002336,306.9956084,139,4797.088265,34.51142637
E02002337,307.3887171,73,3317.595797,45.44651777
E02002338,304.9185394,97,2408.369833,24.82855498
E02002339,309.5082792,194,6248.143854,32.20692708
E02002340,308.5918598,179,6490.23133,36.25827559
E02002341,306.0072242,260,7133.527555,27.43664444
E02002342,307.0277354,211,6894.470979,32.67521791
E02002343,304.6814619,180,5182.707761,28.7928209
E02002344,302.5872593,411,9057.103861,22.03674905
E02002345,303.2262141,242,6119.676777,25.28792057
E02002346,305.9332586,276,9456.882925,34.26406857
E02002347,302.6862053,433,11173.82114,25.80559155
E02002348,306.3906834,361,9829.060382,27.22731408
E02002349,307.2152204,309,8156.541645,26.3965749
E02002350,305.7144111,130,4127.672613,31.75132779
E02002351,309.1055676,163,4346.82592,26.66764368
E02002352,302.3648005,487,10472.02164,21.50312451
E02002353,304.548283,339,8322.691329,24.55071188
E02002354,303.3964002,519,13169.65248,25.37505296
E02002356,300.9893677,345,9153.916857,26.53309234
E02002357,306.9235761,445,13195.61698,29.65307187
E02002358,305.9526927,514,13201.34576,25.68355207
E02002359,310.0311262,162,5801.745946,35.81324658
E02002360,300.0284357,418,8209.997359,19.64114201
E02002361,304.668897,396,9451.859558,23.86833222
E02002362,304.2890366,735,17832.38836,24.26175287
E02002363,299.753227,685,12191.98881,17.79852381
E02002364,303.3244333,461,12161.59178,26.38089323
E02002366,302.9492639,488,10971.19635,22.48195973
E02002367,297.5940474,543,10827.9607,19.94099577
E02002368,305.7312214,346,10901.65595,31.50767617
E02002369,307.9212646,582,16289.89239,27.98950583
E02002370,305.5864848,603,15807.05654,26.21402412
E02002371,296.9898037,886,18074.21555,20.39979182
E02002373,299.1881305,818,23535.89461,28.7724873
E02002374,298.7118459,679,14425.16363,21.24471816
E02002375,303.5560105,514,12701.49844,24.71108646
E02002376,303.2326835,525,12614.04404,24.02675055
E02002377,302.9985769,551,14934.20112,27.10381329
E02002379,304.8488798,358,8833.480782,24.67452732
E02002380,303.7821747,458,11345.41214,24.77164222
E02002381,302.9072322,458,11309.81459,24.69391832
E02002382,302.220232,478,14556.35876,30.4526334
E02002383,301.9056805,444,13196.75838,29.72242879
E02002384,294.2878267,692,16284.3182,23.53225174
E02002385,299.9577702,806,17503.45718,21.71644812
E02002386,305.1394593,438,11165.69495,25.49245423
E02002387,303.6014152,438,9671.480422,22.08100553
E02002388,302.9124279,615,14521.28174,23.61184022
E02002389,299.6797684,604,12453.06008,20.61764914
E02002390,304.403833,488,11103.00246,22.75205421
E02002391,307.0727736,416,10824.7582,26.02105336
E02002392,296.5941474,407,15071.0981,37.02972507
E02002393,296.8564931,800,20315.71811,25.39464763
E02002394,296.7741729,698,14741.99106,21.12033104
E02002395,308.7615682,271,8172.412067,30.15650209
E02002396,301.8307084,818,16585.00906,20.2750722
E02002397,306.5524316,502,13087.96355,26.07164053
E02002398,304.0709761,464,10235.46689,22.05919589
E02002399,296.6038979,602,11074.05897,18.39544679
E02002400,301.8516678,813,19172.39503,23.58228171
E02002401,303.5588541,557,13240.02084,23.77023491
E02002402,304.8207393,292,7889.044264,27.01727488
E02002403,305.8358215,193,5475.929762,28.37269307
E02002404,296.6673005,699,18413.23207,26.34224903
E02002405,306.7944062,377,9427.224444,25.00590038
E02002406,306.755372,148,4667.768139,31.53897391
E02002407,306.1121368,620,15536.95692,25.05960794
E02002408,306.4805972,415,9469.703813,22.8185634
E02002409,305.5591181,432,10533.18987,24.38238395
E02002410,302.4487539,559,12945.87726,23.15899331
E02002411,301.0752655,644,17047.63057,26.47147603
E02002412,304.3404699,476,11115.67015,23.35224822
E02002414,300.0738494,530,13488.65349,25.45028961
E02002415,302.4934435,581,17512.84495,30.14259028
E02002416,305.6387633,281,7278.040719,25.90050078
E02002417,303.327688,224,7591.067898,33.88869597
E02002418,301.8112926,355,11067.21965,31.17526663
E02002419,305.1078673,734,19426.62851,26.46679634
E02002420,304.9402147,697,17224.1954,24.71190158
E02002421,301.4082494,523,16067.94905,30.72265592
E02002422,310.353071,376,10390.70605,27.63485653
E02002423,303.6745514,510,14239.29904,27.9201942
E02002424,310.1051173,409,11012.86903,26.92633014
E02002425,306.7592283,327,9473.623534,28.97132579
E02002426,295.8768817,271,7213.846157,26.61935851
E02002427,298.2210908,359,9700.306914,27.02035352
E02002428,302.942083,599,15610.84911,26.0615177
E02002429,296.9200518,410,10335.66942,25.2089498
E02002430,305.2227734,705,20384.0471,28.91354198
E02002431,309.0277348,420,11422.15236,27.19560085
E02002432,292.6175886,322,9092.926921,28.23890348
E02002433,309.8530129,371,10285.62191,27.72404827
E02002434,298.5754904,465,13246.025,28.48607526
E02002435,309.9664451,327,9461.899201,28.93547156
E02002436,304.0420931,263,6748.988319,25.66155254
E02002437,304.4944324,224,6471.30457,28.88975254
E02002438,295.6479136,297,7603.364436,25.60055366
E02002439,293.4923621,287,7415.420678,25.83770271
E02002440,293.2804883,230,6283.007345,27.31742324
E02002441,291.2662944,257,7886.056181,30.68504351
E02002442,289.613955,165,4821.579191,29.22169206
E02002443,297.1508955,267,6545.695635,24.51571399
E02002444,297.5728626,240,5874.813698,24.47839041
E02002445,297.9184837,285,5962.063116,20.91951971
E02002446,297.5697376,106,2502.573186,23.609181
E02002447,292.289124,135,4174.21964,30.92014548
E02002448,294.780771,236,6533.51524,27.68438661
E02002449,292.6823815,188,5721.374128,30.43284111
E02002450,300.0045654,163,5162.53931,31.67202031
E02002451,298.0574559,182,4018.679109,22.08065445
E02002452,288.4895298,268,8648.966372,32.27226258
E02002453,301.0032833,348,9652.510801,27.7371
E02002454,292.811292,481,13563.83113,28.19923311
E02002455,288.4224921,203,4860.152345,23.94163717
E02002456,293.533066,239,6145.152278,25.71193422
E02002457,295.3818968,314,8849.846038,28.18422305
E02002458,306.5809309,274,10152.70065,37.05365199
E02002459,296.3449006,313,6948.557294,22.19986356
E02002460,290.0215777,146,4033.80746,27.62881822
E02002461,293.1229865,284,7684.618797,27.05851689
E02002462,306.2650931,232,7553.877484,32.55981674
E02002463,302.61783,362,8567.331535,23.6666617
E02002464,292.017367,272,5755.210027,21.1588604
E02002465,296.6307944,199,4788.405552,24.06233946
E02002466,305.8804096,279,7307.403626,26.19141085
E02002467,296.6120821,526,15272.5175,29.03520437
E02002468,303.3897106,223,5922.546473,26.55850436
E02002469,292.6204132,212,5171.615141,24.39441104
E02002470,292.7523718,74,1962.395794,26.51886208
E02002471,287.7159437,104,2416.827007,23.23872122
E02002472,302.2146016,139,4132.029546,29.72683127
E02002473,299.3510585,130,3279.530947,25.22716113
E02002474,300.7392174,272,6497.474078,23.88777234
E02002475,295.0353252,101,3039.759016,30.09662392
E02002476,294.8722781,195,5965.463595,30.592121
E02002477,295.7269873,207,7366.676251,35.58780797
E02002478,285.6271623,105,3007.905841,28.6467223
E02002479,287.9753967,241,5740.418539,23.81916406
E02002480,285.6308969,97,3044.765663,31.38933673
E02002481,284.3004336,81,1928.660473,23.81062313
E02002482,288.1224006,156,4091.06094,26.22474961
E02002483,388.3806117,249,5143.424487,20.65632324
E02002484,389.1065413,365,7031.634131,19.26475104
E02002485,388.6938629,211,5541.762861,26.26427896
E02002487,387.6599193,116,3421.835855,29.49858495
E02002488,393.0041031,63,1664.075043,26.41388957
E02002489,385.6602103,151,3196.287445,21.16746653
E02002490,385.7265173,171,3581.337407,20.94349361
E02002491,386.970788,198,5572.020856,28.14151947
E02002492,389.101757,208,6531.761516,31.40269959
E02002493,381.2411858,140,3995.336965,28.53812118
E02002494,390.8597115,365,12852.18417,35.21146348
E02002496,361.9387426,284,10390.77017,36.5872189
E02002497,362.5731881,282,5639.785764,19.9992403
E02002498,364.5665927,285,9155.751325,32.12544325
E02002499,362.2883443,351,6337.586404,18.05580172
E02002500,361.884662,222,5366.035613,24.17133159
E02002501,357.9298639,126,3729.134982,29.59630938
E02002502,358.3136681,447,10348.22324,23.15038757
E02002503,359.8567308,292,6650.724509,22.7764538
E02002504,361.6891975,326,5067.745349,15.54523113
E02002505,363.140349,391,11676.87448,29.86412912
E02002506,356.969474,164,3837.46786,23.39919427
E02002507,360.3624008,140,3356.744476,23.97674626
E02002508,359.7781802,148,3142.628928,21.23397925
E02002509,356.385274,200,4564.381277,22.82190638
E02002510,361.5300191,151,3333.869803,22.07860797
E02002512,352.1406822,74,1864.274718,25.19290159
E02002513,358.8046505,349,7351.970434,21.06581786
E02002514,354.4392814,249,8350.852941,33.53756201
E02002515,381.82309,150,5114.752439,34.09834959
E02002516,381.6006973,126,3035.582521,24.09192477
E02002517,377.5597842,153,4213.883286,27.54172082
E02002518,381.85727,136,3741.246275,27.50916379
E02002519,374.0638973,192,4296.541709,22.3778214
E02002520,374.0370601,198,7339.350986,37.06742922
E02002521,382.3265506,68,2370.615238,34.86198879
E02002523,371.1493707,243,6441.354595,26.50763208
E02002524,384.3397038,127,5016.158699,39.49731259
E02002525,374.1442185,266,7371.994724,27.71426588
E02002526,373.3727492,186,7031.802135,37.80538782
E02002527,381.4546148,171,6791.860728,39.71848379
E02002529,372.254649,179,4523.294322,25.26980068
E02002530,369.7862034,160,5000.796895,31.25498059
E02002532,363.3953353,123,3863.89826,31.41380699
E02002533,363.0809375,74,2144.204595,28.97573777
E02002534,366.1392524,66,1708.741742,25.8900264
E02002535,373.4029074,182,5104.730709,28.04797093
E02002536,370.902382,279,6844.63552,24.5327438
E02002537,368.8960652,310,9329.894776,30.09643476
E02002538,367.543984,220,5554.769278,25.24895126
E02002539,386.7639078,78,3032.113395,38.87324865
E02002540,375.4594646,127,5468.852364,43.06182963
E02002541,370.3776519,257,6253.629276,24.33318784
E02002542,374.2157148,341,9045.948093,26.52770702
E02002543,379.1720174,300,7742.432679,25.80810893
E02002544,368.5037989,353,8223.100425,23.29490205
E02002545,377.023796,162,4121.220654,25.43963366
E02002546,371.434413,278,4695.917314,16.8917889
E02002547,376.3793459,119,2539.684706,21.34188828
E02002548,367.5705908,347,8144.020268,23.46979904
E02002549,373.0155014,158,5169.148684,32.71613091
E02002550,372.965021,113,2167.322887,19.17984856
E02002551,365.4999722,229,4697.243861,20.51198193
E02002552,369.2957525,181,4232.473301,23.38383039
E02002553,366.93937,125,3401.036944,27.20829555
E02002554,367.3108573,165,3254.474165,19.72408585
E02002555,378.4595405,133,3414.126368,25.67012307
E02002556,372.3529713,66,2101.293983,31.83778762
E02002557,379.0547925,153,5122.420746,33.47987416
E02002558,382.5132772,122,4772.12716,39.11579639
E02002559,367.5409288,124,2290.203111,18.46937993
