origin_msoacode,avg_time_from_origin_bus_UNWEIGHTED,"Bus, minibus or coach",cumulative_time_bus,avg_time_bus
E02003374,319.111278,399,8809.888569,22.07992123
E02003375,313.786374,81,2070.950274,25.56728734
E02003376,323.7790246,15,354.57614,23.63840933
E02003377,325.2403924,89,3104.865452,34.88612868
E02003378,319.4619728,86,1941.275187,22.57296729
E02003379,315.888768,152,3389.545277,22.29963998
E02003380,323.0620377,133,2835.306502,21.318094
E02003381,323.7957345,110,3289.416833,29.90378939
E02003382,324.076393,147,3826.104407,26.02792113
E02003383,325.8038351,92,2543.354968,27.64516269
E02003384,337.592413,25,1787.815408,71.51261632
E02003385,317.6188806,222,3131.341587,14.10514228
E02003386,317.4796374,137,1904.741825,13.903225
E02003387,318.8170842,117,1586.81604,13.56253026
E02003388,328.5187314,34,1206.062535,35.4724275
E02003389,304.2269333,297,5798.166117,19.52244484
E02003390,307.6567008,182,4377.877742,24.05427331
E02003391,304.8694526,258,4835.046332,18.74048966
E02003392,305.9448426,329,7016.492669,21.32672544
E02003393,319.6461527,382,8284.418871,21.6869604
E02003394,320.6183239,518,12268.1285,23.68364576
E02003395,306.9295675,667,14058.61777,21.07738796
E02003396,318.3562987,633,14994.84628,23.68854073
E02003397,319.585084,435,9552.094596,21.95883815
E02003398,310.0078427,638,13750.4105,21.55236755
E02003399,307.5608157,738,16600.65632,22.49411425
E02003400,315.1719392,400,9504.796365,23.76199091
E02003401,311.6327147,447,9700.562727,21.70148261
E02003402,314.5990496,481,12588.20679,26.17090809
E02003403,316.7260012,503,9824.744435,19.5322951
E02003404,314.6633305,329,7695.956195,23.39196412
E02003405,317.9970112,531,13071.85243,24.61742455
E02003406,320.4121123,499,10458.53011,20.95897819
E02003407,309.5161101,255,8813.715723,34.56359107
E02003408,307.1398388,328,9144.433193,27.87936949
E02003409,310.3124929,151,4911.32369,32.52532245
E02003410,306.8434796,310,9709.086029,31.31963235
E02003411,305.2077979,310,8924.593299,28.78901064
E02003412,316.3195085,160,5011.127624,31.31954765
E02003413,305.7299925,509,14954.61207,29.38037734
E02003414,320.8145121,250,11277.38315,45.10953262
E02003415,306.3895709,520,13204.07848,25.39245861
E02003416,303.3541075,211,6101.356724,28.91638258
E02003417,307.4772078,408,12755.45902,31.26337995
E02003418,302.6759461,365,11069.72756,30.32802071
E02003419,302.9113362,334,8538.603213,25.56468028
E02003420,301.7428318,362,9518.194242,26.29335426
E02003421,318.2112764,21,770.29268,36.68060381
E02003422,321.238977,37,1631.335861,44.09015841
E02003423,317.1056962,69,2027.143532,29.37889176
E02003424,316.0569346,43,1502.823507,34.94938389
E02003425,315.9149801,110,2981.021418,27.10019471
E02003426,318.6277067,35,1071.942345,30.62692414
E02003427,316.722666,57,1142.769635,20.04859009
E02003428,324.3869546,102,2160.157538,21.17801508
E02003429,319.2749315,35,1265.030078,36.14371652
E02003430,317.1343698,52,1217.291057,23.40944341
E02003431,309.0173969,59,2001.634793,33.92601344
E02003432,325.9045327,51,2426.064231,47.56988688
E02003433,321.7598964,79,2015.39946,25.51138557
E02003434,322.9802144,67,1790.795249,26.7282873
E02003435,324.9572125,38,1514.202668,39.84743864
E02003436,307.4993475,39,1235.30412,31.67446462
E02003437,325.7218348,19,942.71417,49.61653526
E02003438,322.3955542,21,1006.261173,47.91719874
E02003439,313.0784967,15,389.456178,25.9637452
E02003440,313.3642663,41,1051.595542,25.64867176
E02003441,320.9583243,164,3747.991329,22.85360566
E02003442,325.0572483,196,4568.79343,23.31017056
E02003443,324.7058531,200,5992.574512,29.96287256
E02003444,318.264679,251,5253.053294,20.92849918
E02003445,323.6857246,262,6116.441465,23.34519643
E02003446,323.6281068,247,6631.417217,26.84784298
E02003447,324.5663139,102,2208.000373,21.64706248
E02003448,327.0846359,37,900.0293513,24.3251176
E02003449,324.7084687,298,7062.186624,23.69861283
E02003450,320.436851,401,7866.296514,19.61669954
E02003451,327.4332744,54,1238.41981,22.93370019
E02003452,333.2116311,40,1030.932359,25.77330898
E02003453,324.7061627,36,960.2082519,26.67245144
E02003454,328.5351815,35,1196.93216,34.19806173
E02003455,322.4494283,84,2286.767217,27.22341925
E02003456,333.1037931,56,1804.239688,32.21856586
E02003457,333.8148248,33,827.1309663,25.06457474
E02003458,338.2951956,19,591.3314418,31.12270746
E02003459,269.0054249,81,1938.165682,23.92797138
E02003460,273.9302434,67,1958.698584,29.23430722
E02003461,272.6626894,139,3242.737881,23.3290495
E02003462,272.8166018,152,3359.270309,22.10046256
E02003463,271.0654771,141,2626.760911,18.62951001
E02003464,272.0049839,266,6214.665876,23.36340555
E02003465,268.0054589,141,2558.03821,18.14211496
E02003466,266.2553486,281,6032.689608,21.46864629
E02003467,271.3398429,197,4792.580428,24.32781943
E02003468,264.4059128,204,5023.89321,24.6269275
E02003469,267.8043712,166,3532.462979,21.27989747
E02003470,267.2049858,228,5741.632251,25.18259759
E02003471,268.0468379,193,4901.085742,25.39422664
E02003472,264.2651905,464,7276.467619,15.68204228
E02003473,265.6649692,154,3230.766653,20.97900424
E02003474,265.3438852,202,3850.970781,19.06421179
E02003475,268.6096045,366,7689.079072,21.00841277
E02003476,267.1817753,409,8239.641687,20.1458232
E02003477,267.7894875,216,5191.329901,24.03393473
E02003478,266.4717985,134,3849.283588,28.72599693
E02003479,267.5056895,248,5982.915637,24.12465983
E02003480,273.6558763,167,3768.658465,22.56681716
E02003481,268.9842278,267,5830.88101,21.83850566
E02003482,272.4956198,77,1519.990045,19.74013045
E02003483,268.4901708,207,5724.009186,27.65221829
E02003484,272.2099624,191,4351.548742,22.78297771
E02003485,272.6295346,268,5918.021532,22.0821699
E02003486,273.1608018,158,4457.685168,28.21319727
E02003487,274.2053475,212,4413.223394,20.81709148
E02003488,269.5381773,162,3151.449769,19.45339363
E02003489,270.333507,158,3238.151325,20.49462864
E02003490,276.008823,311,7762.962373,24.9612938
E02003491,360.2473915,472,11816.32345,25.03458359
E02003492,357.5013727,714,21388.48229,29.95585756
E02003493,355.9370025,380,8739.862796,22.99963894
E02003494,357.5768015,378,8950.678774,23.67904438
E02003495,372.3601824,531,14454.91364,27.22205959
E02003496,369.487091,443,10728.87831,24.21868693
E02003497,368.5438065,270,7187.621196,26.62081924
E02003498,364.0524555,627,12278.7456,19.58332632
E02003499,366.175405,729,18351.26159,25.17319834
E02003500,363.6155119,457,9387.259255,20.5410487
E02003501,365.9104181,384,8371.376611,21.80045993
E02003502,368.14886,495,13240.46535,26.74841485
E02003503,369.4041552,492,11992.35779,24.37471096
E02003504,362.9795364,319,5455.589427,17.10216121
E02003505,364.8350783,586,11721.96501,20.00335326
E02003506,370.1338877,384,8405.536744,21.88941861
E02003507,361.9532332,668,16673.10554,24.95973884
E02003508,368.895738,687,13370.18627,19.46169763
E02003509,369.8432337,630,16989.60885,26.96763309
E02003510,368.1370997,427,11402.46287,26.70366012
E02003511,372.3066919,528,11395.24674,21.5819067
E02003512,363.93791,489,12952.20954,26.48713607
E02003513,372.6876131,375,9374.281609,24.99808429
E02003514,367.3525677,370,9799.288071,26.48456235
E02003515,369.0098081,754,16950.86841,22.48125784
E02003516,369.6432706,755,18204.51826,24.11194471
E02003517,365.0066045,553,13359.27749,24.15782549
E02003518,372.0836834,566,12470.40961,22.03252581
E02003519,367.6739771,680,18419.40179,27.08735558
E02003520,365.0247573,573,15577.60208,27.18604202
E02003521,365.8768221,488,11936.51004,24.46006156
E02003522,370.8967966,604,13190.28629,21.83822234
E02003523,377.4231796,652,18856.8066,28.92148251
E02003524,397.4653638,365,8359.132851,22.90173384
E02003525,397.2040024,254,4899.459902,19.28921221
E02003526,397.4953893,118,2495.573109,21.14892465
E02003527,399.2116129,158,2408.610436,15.24436985
E02003529,398.6396555,184,3076.475174,16.71997377
E02003530,402.1831315,353,6436.701364,18.23428148
E02003531,404.5183534,299,5881.057059,19.66908715
E02003532,405.931096,405,8280.394801,20.44541926
E02003533,404.4251234,233,4420.786191,18.97333129
E02003534,405.9888228,435,7081.098197,16.27838666
E02003535,409.7896144,449,9403.442062,20.94307809
E02003536,406.3481801,223,4167.326292,18.68756185
E02003537,412.4381822,382,9523.09161,24.92955919
E02003538,409.5094059,332,9375.882582,28.24061019
E02003539,407.9858501,336,9103.939392,27.09505771
E02003540,415.9326517,334,8402.060351,25.15586931
E02003541,411.0220348,213,7048.763176,33.09278486
E02003542,415.0266771,217,7286.951018,33.58041944
E02003543,411.2158798,184,6512.378407,35.39336091
E02003544,418.5998199,277,9585.14137,34.60339845
E02003545,411.8513884,157,5322.508938,33.90133081
E02003546,417.6444813,303,8027.863286,26.4945983
E02003547,409.220652,220,6445.7139,29.29869955
E02003548,412.707404,196,5424.119718,27.67408019
E02003549,394.7885506,244,9502.788761,38.94585558
E02003550,396.466931,326,8093.31783,24.82612831
E02003551,391.4181432,274,8204.111957,29.94201444
E02003552,395.6189463,296,7430.556214,25.10323045
E02003553,391.403163,268,7036.96361,26.2573269
E02003554,397.4666481,158,4068.161547,25.74785789
E02003555,397.5794257,288,6847.539897,23.7761802
E02003556,401.4280261,233,6788.941552,29.13708821
E02003557,394.1226672,222,5160.30927,23.24463635
E02003558,398.8084901,284,6395.078334,22.51788146
E02003559,399.9032084,156,4243.697973,27.20319214
E02003560,401.5341753,342,7284.025937,21.29832145
E02003561,394.8356995,336,7620.83733,22.68106348
E02003562,400.3426675,327,8330.124788,25.47438773
E02003563,399.1926935,384,7810.637579,20.34020203
E02003564,401.9593134,360,8806.958685,24.46377413
E02003565,395.5958123,221,6186.909947,27.99506763
E02003566,401.9517517,234,6023.167856,25.74003357
E02003567,402.5182035,294,6110.627182,20.7844462
E02003568,400.5743944,283,6822.147099,24.10652685
E02003569,400.6443893,352,7241.763531,20.57319185
E02003570,397.642564,398,10840.8193,27.23823945
E02003571,397.6647135,191,5872.773427,30.74750486
E02003572,400.1500451,271,6832.025594,25.21042655
E02003573,402.2437889,344,8992.79735,26.14185276
E02003574,408.3832233,374,10221.1402,27.32925188
E02003575,407.1314734,311,8070.094684,25.9488575
E02003576,405.0680234,435,7759.724388,17.83844687
E02003577,398.1165144,425,13429.9781,31.59994847
E02003578,408.0974293,292,7878.327034,26.98057203
E02003579,406.0778492,486,10418.75934,21.43777641
E02003580,408.1058198,343,8898.824865,25.94409582
E02003581,430.8732792,243,10385.95381,42.74055067
E02003582,432.0096302,134,4053.678963,30.25133555
E02003583,447.9234655,178,6531.450338,36.69354122
E02003584,427.4455485,206,7958.327473,38.63265764
E02003585,435.4191428,104,5416.374905,52.08052793
E02003586,433.3152005,110,4333.039255,39.39126595
E02003587,432.3496406,175,6731.533893,38.46590796
E02003588,443.8530896,116,3516.330662,30.31319536
E02003589,449.5468934,192,7265.317835,37.84019706
E02003590,437.1351503,77,3240.805489,42.08838297
E02003591,450.0311646,111,3569.241301,32.15532704
E02003592,477.0187185,97,4294.782404,44.27610726
E02003593,447.6098658,51,1560.151447,30.59120485
E02003594,449.1075491,139,6936.735245,49.90457011
E02003595,456.5474316,86,3669.974812,42.67412572
E02003596,456.5123809,171,8152.633615,47.67621997
E02003597,475.3358964,59,3557.69847,60.29997407
E02003598,472.8642888,156,8163.86552,52.33247128
E02003599,285.6830917,42,755.690278,17.99262567
E02003600,284.2524313,50,1354.065185,27.0813037
E02003601,287.3462752,74,1046.857953,14.14672909
E02003602,286.8354008,34,1370.298463,40.30289596
E02003603,284.8299538,56,1417.80339,25.31791768
E02003604,286.225374,38,1215.215558,31.97935678
E02003605,278.6732781,66,2649.639703,40.14605611
E02003606,278.9015862,55,1881.505444,34.20918988
E02003607,281.0766251,44,1420.422641,32.28233276
E02003608,284.7628997,85,1898.892747,22.33991467
E02003609,280.9642412,59,1681.727635,28.50385821
E02003610,277.5368572,44,1000.24704,22.73288727
E02003611,283.6885475,52,1307.217474,25.13879757
E02003612,287.8236651,42,1224.808964,29.16211819
E02003613,279.0579652,28,681.0917903,24.3247068
E02003614,279.5148648,33,1171.677786,35.50538745
E02003615,279.7495555,26,823.8768465,31.68757102
E02003616,266.0700001,23,564.527156,24.54465896
E02003617,266.8852818,60,2761.961762,46.03269603
E02003618,269.7661341,133,3016.429885,22.67992395
E02003619,281.9759395,109,3080.589699,28.26229082
E02003620,274.9287692,191,2369.539427,12.40596559
E02003621,278.0573224,138,2586.039036,18.73941331
E02003622,276.058082,291,4940.490401,16.97763024
E02003623,272.7221161,42,1364.592442,32.49029624
E02003624,271.1152029,96,2871.224862,29.90859231
E02003625,270.3780274,166,3813.161215,22.97085069
E02003626,273.3460035,87,1153.581868,13.2595617
E02003627,270.9443776,245,5806.201871,23.69878315
E02003628,272.9507959,168,5048.403758,30.05002237
E02003629,272.803946,226,3872.106527,17.13321472
E02003630,274.026981,291,6813.926379,23.41555457
E02003631,276.2102048,125,1736.245979,13.88996783
E02003632,275.5750934,147,2302.968853,15.66645478
E02003633,277.2717275,214,4526.782881,21.15319103
E02003634,276.0643338,161,2980.667853,18.51346493
E02003635,281.1078504,71,1794.981889,25.28143505
E02003636,282.741289,61,2111.653711,34.61727395
E02003637,278.8433104,77,2712.058184,35.22153486
E02003638,280.2012915,62,1925.59746,31.05802355
E02003639,280.3966702,81,3280.330154,40.49790313
E02003640,276.6916335,53,1978.478727,37.3297873
E02003641,277.9741607,38,1471.332506,38.71927648
E02003642,284.806413,276,5613.973951,20.34048533
E02003643,282.1542892,63,2740.364411,43.49784779
E02003644,282.1471044,142,3961.788455,27.8999187
E02003645,283.4631305,106,2133.889835,20.13103618
E02003646,281.4212501,146,3977.984631,27.24647007
E02003647,282.4261788,195,4975.238869,25.51404548
E02003648,285.9968308,105,4121.135275,39.24890738
E02003649,285.4974101,116,4132.630776,35.62612738
E02003650,289.8830203,71,2688.388496,37.8646267
E02003651,285.363823,64,1777.089543,27.76702411
E02003652,253.7894707,96,2718.478155,28.31748078
E02003653,253.8623458,89,3091.074778,34.73117728
E02003654,270.6003301,25,978.594434,39.14377736
E02003655,247.961389,81,2742.233568,33.8547354
E02003656,259.9255302,62,1588.06013,25.61387306
E02003657,271.2642239,27,1238.441657,45.86820952
E02003658,272.1852702,48,1024.309911,21.3397898
E02003659,266.4040838,86,1829.102596,21.26863484
E02003660,289.0720657,47,2007.898119,42.72123657
E02003661,269.8314585,27,1315.699214,48.72960052
E02003662,271.5763056,167,3191.355072,19.10991061
E02003663,271.4873324,167,3158.882021,18.91546121
E02003664,270.5309193,111,2331.207184,21.00186652
E02003665,272.1237503,69,1200.384594,17.39687817
E02003666,270.7432916,143,3678.976192,25.72710624
E02003667,274.1017191,208,4328.66005,20.81086562
E02003668,270.8137467,101,1923.042783,19.04002755
E02003669,272.8951156,134,3396.799472,25.34924979
E02003670,275.0818137,202,4961.456622,24.56166645
E02003671,275.9781379,231,3395.671315,14.69987582
E02003672,276.5054669,83,2863.150242,34.49578605
E02003673,277.2144364,98,3082.935688,31.45852743
E02003674,267.8387833,30,1151.311833,38.3770611
E02003675,279.630138,51,1373.952363,26.94024241
E02003676,289.4778436,22,922.569139,41.93496086
E02003677,292.9002123,95,2880.242475,30.31834184
E02003678,294.6249926,48,1950.577632,40.637034
E02003679,293.456405,82,1941.461918,23.67636485
E02003680,285.1857036,29,767.655861,26.47089176
E02003681,294.449311,70,1802.455277,25.74936111
E02003682,293.6007125,65,1571.1436,24.17144
E02003683,297.2628211,10,347.9800673,34.79800673
E02003685,298.8186198,22,750.204457,34.10020259
E02003686,296.5310293,15,336.6405142,22.44270095
E02003687,296.5615006,27,717.941649,26.59043144
E02003688,293.9794419,73,3147.055071,43.11034344
E02003689,295.8383506,41,965.430156,23.54707698
E02003690,293.419373,105,2501.564605,23.8244248
E02003691,301.1279001,46,1065.803492,23.16964112
E02003692,302.4474297,52,1859.453601,35.75872311
E02003693,311.9343423,25,1145.930251,45.83721004
E02003694,310.9511894,76,1952.046752,25.68482568
E02003695,298.1471308,77,2401.059597,31.18259217
E02003696,280.0865251,86,2560.053833,29.76806783
E02003697,279.4315351,40,1392.378673,34.80946682
E02003698,294.5789131,82,2683.039759,32.71999706
E02003699,283.1313709,67,2500.404622,37.31947197
E02003701,295.327898,215,3936.27363,18.30824944
E02003702,289.9904297,67,2258.696785,33.71189232
E02003703,298.8606764,204,4898.88137,24.01412436
E02003704,299.7396482,66,1423.60683,21.56980046
E02003705,300.5398624,218,5358.618091,24.58081693
E02003706,302.7995112,205,5189.916209,25.31666443
E02003707,293.4211057,179,3571.680999,19.95352513
E02003708,294.2235875,345,7155.037694,20.73923969
E02003709,301.544978,241,4900.639253,20.33460271
E02003710,296.1040511,249,7169.871219,28.79466353
E02003711,300.9323334,245,6055.487987,24.7162775
E02003712,288.6699089,162,4523.443281,27.92248939
E02003713,309.1214936,51,1355.693445,26.58222442
E02003714,301.9558487,82,1846.456988,22.51776815
E02003715,302.6852892,85,1845.824179,21.71557857
E02003716,310.9946532,31,731.1927291,23.58686223
E02003717,307.1804518,65,1867.00815,28.72320231
E02003718,307.2677024,46,1279.010465,27.80457532
E02003719,309.470972,417,8963.055324,21.49413747
E02003720,303.0043376,271,6409.739709,23.65217605
E02003721,310.0122488,271,6902.154119,25.46920339
E02003722,305.3591569,204,5060.284521,24.80531628
E02003723,305.9462237,108,3629.148516,33.603227
E02003724,306.4102883,440,7352.035197,16.7091709
E02003725,304.1475793,160,4308.619558,26.92887224
E02003726,310.2984983,206,5045.765973,24.49400958
E02003727,311.7117477,262,6573.16223,25.08840546
E02003728,312.5559789,319,6650.611087,20.84831062
E02003729,316.1257345,530,8690.94842,16.39801589
E02003730,309.8885661,242,5679.992735,23.47104436
E02003731,314.6521898,212,3622.420652,17.08688987
E02003732,331.4110441,59,2616.944475,44.35499111
E02003733,305.6148393,73,2538.084985,34.76828746
E02003734,317.702394,61,3431.766252,56.25846315
E02003735,316.7928753,55,1999.173886,36.34861612
E02003736,313.7021267,94,3645.916683,38.78634769
E02003737,317.6605944,98,3959.739055,40.40550056
E02003738,305.5046008,36,1381.034585,38.36207181
E02003739,318.428785,67,2624.771462,39.17569346
E02003740,314.8030001,97,4276.116136,44.0836715
E02003742,265.9128753,25,1310.714379,52.42857516
E02003743,271.3547405,102,3481.04106,34.12785353
E02003744,268.5235494,100,2806.778255,28.06778255
E02003745,276.4266471,44,1562.538213,35.51223211
E02003746,284.5897753,20,706.0723286,35.30361643
E02003747,284.6594475,214,7450.261346,34.81430536
E02003748,287.108895,61,1744.213657,28.59366651
E02003749,290.2505656,61,2241.331164,36.74313384
E02003750,283.8304762,31,1158.483054,37.3704211
E02003751,292.4554562,35,1526.532553,43.6152158
E02003752,298.8327504,89,3968.784218,44.5930811
E02003753,271.7058597,227,4908.334384,21.62261843
E02003754,274.611904,56,1859.772269,33.21021909
E02003755,300.474551,74,3188.461442,43.08731678
E02003756,279.3087268,70,2697.286548,38.53266496
E02003757,300.0570984,59,2626.847041,44.52283119
E02003758,303.744273,77,4105.183465,53.31407097
E02003759,312.2612829,58,2665.759181,45.96136519
E02003760,290.5183478,144,5243.502705,36.41321323
E02003761,290.2237716,72,2817.644416,39.13395022
E02003762,281.1375802,66,3407.221527,51.6245686
E02003763,293.2520729,254,6819.570825,26.84870403
E02003764,284.6019975,101,3389.428725,33.55870025
E02003765,294.5705224,150,5613.333978,37.42222652
E02003766,288.6370713,65,3141.121891,48.32495216
E02003767,270.8937993,22,1064.224847,48.37385668
E02003768,297.4647771,160,5529.521727,34.55951079
E02003769,289.5354639,31,2170.043779,70.00141223
E02003770,291.6558892,59,2703.645815,45.82450534
E02003771,281.7056337,105,3062.94065,29.17086334
E02003772,281.6027105,72,2324.192104,32.28044589
E02003773,287.0485361,134,4008.51303,29.91427635
E02003774,281.9553417,49,1564.182409,31.92208997
E02003775,303.7453422,144,6807.821944,47.27654128
E02003776,319.5063269,148,5870.160598,39.66324728
E02003777,309.4372693,153,4308.94217,28.16302072
E02003778,324.5009696,102,3119.020274,30.57863014
E02003779,301.3504737,280,5977.451943,21.34804265
E02003780,309.4877374,348,8688.350832,24.96652538
E02003781,315.0875775,231,4684.866271,20.28080637
E02003783,308.7032016,156,4647.141192,29.78936662
E02003784,302.2289414,212,5122.084428,24.1607756
E02003785,316.5716667,378,8185.842066,21.65566684
E02003786,315.313206,143,4417.701766,30.89301935
E02003787,303.1083949,52,2046.72913,39.36017558
E02003788,308.2907647,76,2254.79776,29.66839158
E02003789,319.8609213,224,6674.153527,29.79532824
E02003790,320.1750005,171,4858.422215,28.41182582
E02003791,321.273838,89,3806.987506,42.77514052
E02003792,310.7250241,76,2963.807771,38.99747066
E02003793,304.6380225,26,1043.748799,40.14418458
E02003794,352.9952671,101,3072.862682,30.42438299
E02003795,357.0232146,124,3402.244256,27.43745368
E02003796,356.8590482,220,5813.721439,26.42600654
E02003797,352.7589086,143,3394.165505,23.73542312
E02003798,356.4293578,403,9196.817779,22.82088779
E02003799,355.2060279,473,8095.214981,17.11461941
E02003800,348.8238031,53,1405.303276,26.51515615
E02003801,352.2227818,180,3749.382768,20.82990427
E02003802,348.8814286,219,8974.607186,40.97994149
E02003803,348.5127526,216,7849.676493,36.34109488
E02003804,348.449791,116,4028.764723,34.73073037
E02003805,347.4983102,91,2607.329137,28.65196854
E02003806,351.9943861,106,2595.036534,24.48147674
E02003807,350.8557342,104,4065.716935,39.09343207
E02003808,353.2778572,263,6885.073351,26.17898613
E02003809,347.6695859,69,2448.751147,35.48914705
E02003810,342.4079519,46,1784.032323,38.78331137
E02003811,324.9992637,3,69.673253,23.22441767
E02003812,335.386148,10,1108.943837,110.8943837
E02003813,339.8974819,55,2422.702744,44.0491408
E02003814,339.045641,49,1750.699934,35.72857008
E02003815,318.5078767,43,792.4919617,18.43004562
E02003816,319.4426214,54,1886.954533,34.94360246
E02003817,324.1654267,27,865.837226,32.06804541
E02003818,321.1200656,22,495.4875498,22.52216135
E02003819,334.4250731,46,1703.326398,37.02883475
E02003820,333.7890287,48,1928.844193,40.18425402
E02003821,331.7695091,46,1461.427988,31.77017365
E02003822,323.9910308,64,2603.076576,40.6730715
E02003823,329.9513647,54,1817.658719,33.66034665
E02003824,335.1376112,60,2515.704604,41.92841007
E02003825,336.1344943,85,2507.758411,29.50304013
E02003826,336.3081186,112,3756.315187,33.53852845
E02003827,335.5644942,168,5396.506225,32.12206086
E02003828,336.3784183,87,2987.868766,34.34331915
E02003829,341.4524495,63,3390.156923,53.81201465
E02003830,335.8358406,127,4039.328085,31.80573295
E02003831,335.2097218,75,3395.558849,45.27411798
E02003832,335.7452792,118,5010.199304,42.45931613
E02003833,338.4054689,58,2876.199296,49.58964303
E02003834,334.284673,145,6672.180953,46.01504106
E02003835,336.7180887,73,2738.918753,37.51943498
E02003836,337.6554945,47,1840.667006,39.16312778
E02003837,338.6469399,39,2478.172847,63.54289352
E02003838,337.1149932,56,1777.316087,31.73778727
E02003839,337.0037794,45,1322.864473,29.39698829
E02003840,334.6550123,34,1956.807495,57.55316162
E02003841,364.2892418,107,3544.236795,33.12370837
E02003842,356.5640495,26,823.22681,31.66256962
E02003843,358.9361121,102,3080.232361,30.19835648
E02003844,362.623118,71,2316.869431,32.63196382
E02003845,357.5170588,198,6375.658379,32.20029484
E02003846,358.2541474,197,6741.324876,34.21992323
E02003847,357.2487005,148,5015.515943,33.88862124
E02003848,358.0612539,102,2331.16362,22.85454529
E02003849,353.6862403,125,3375.024378,27.00019502
E02003850,358.6139329,121,2767.160536,22.86909534
E02003851,353.1074029,46,1403.78995,30.51717282
E02003852,360.298426,115,2547.115175,22.14882761
E02003853,296.8565093,64,1657.012229,25.89081608
E02003854,307.1066071,14,420.967564,30.06911171
E02003855,307.2179763,29,740.3644854,25.52980984
E02003856,325.3745315,137,4619.391026,33.71818267
E02003857,330.4316042,51,1906.362885,37.37966441
E02003858,329.6831662,28,1797.233627,64.18691525
E02003859,331.6462728,40,2121.420529,53.03551323
E02003860,334.4681214,19,1309.510312,68.92159536
E02003861,330.0710283,64,1998.257234,31.22276928
E02003862,323.8431834,13,1041.76133,80.13548692
E02003863,327.9007088,16,392.436401,24.52727506
E02003864,326.4111283,28,779.963737,27.85584775
E02003865,319.6060258,96,2159.650935,22.49636391
E02003866,317.4392532,34,1187.310348,34.92089258
E02003867,319.9679129,93,2320.759194,24.95439993
E02003868,317.1824486,73,2726.114948,37.34404038
E02003869,315.931324,44,1218.390024,27.69068237
E02003870,314.9444914,188,5635.725999,29.97726595
E02003871,321.9006498,81,1306.399089,16.12838381
E02003872,319.3365703,37,981.5580635,26.52859631
E02003873,314.3556807,71,2149.185075,30.27021233
E02003874,352.3438812,82,3209.874922,39.14481613
E02003875,338.138007,24,1558.130593,64.92210804
E02003876,346.6084907,70,2696.039964,38.51485662
E02003877,352.6260296,70,2095.938114,29.94197306
E02003878,338.2074528,36,1958.358443,54.39884564
E02003879,341.1398284,61,2035.870413,33.3749248
E02003880,353.9114605,82,2479.135843,30.23336394
E02003881,346.6382807,52,1263.586076,24.29973223
E02003882,345.1363291,94,2423.332826,25.78013645
E02003883,346.1673258,28,1654.195014,59.07839336
E02003884,350.7812218,24,796.4464065,33.18526694
E02003885,348.3105768,37,1402.040404,37.89298389
E02003886,344.899431,72,2211.908931,30.72095738
E02003887,349.2547133,51,2007.714706,39.36695502
E02003888,343.5467443,72,1823.689119,25.32901555
E02003889,345.0375704,75,3159.649206,42.12865608
E02003890,343.6071188,50,1754.262515,35.0852503
E02003891,346.1922052,45,3549.015053,78.86700118
E02003892,530.9521532,53,1337.952475,25.24438632
E02003893,530.4715588,34,1028.06823,30.23730088
E02003894,537.4289058,54,1709.530083,31.6579645
E02003895,530.3546635,43,1323.001773,30.76748309
E02003896,530.2677101,42,1824.639744,43.44380342
E02003897,515.5153143,128,3176.198482,24.81405064
E02003898,521.9852847,49,2385.751162,48.68879922
E02003899,517.3702133,197,5960.864409,30.25819497
E02003900,517.9699494,233,7821.96777,33.57067713
E02003901,548.4497828,35,1067.409666,30.49741903
E02003902,523.8602958,178,6558.019983,36.84280889
E02003903,520.3413815,129,4195.723668,32.52498967
E02003904,547.5071445,50,2324.288171,46.48576342
E02003905,575.2146461,102,3146.133049,30.84444166
E02003906,599.8463451,75,2031.666271,27.08888361
E02003907,592.906591,131,3813.837061,29.11326001
E02003908,575.4983105,117,2527.124278,21.5993528
E02003909,579.0252946,262,3733.908086,14.25155758
E02003910,575.4660876,114,2562.466377,22.47777524
E02003911,586.051913,147,2638.422915,17.9484552
E02003912,577.0792614,78,3558.60976,45.62320205
E02003913,592.5790738,41,1406.201403,34.2975952
E02003914,601.2376017,119,4260.549037,35.80293308
E02003915,607.6065144,85,2397.184516,28.20217077
E02003916,610.4155207,84,4074.406014,48.5048335
E02003917,606.9510132,33,1616.2786,48.9781394
E02003918,613.44934,58,2384.340799,41.10932412
E02003919,608.2530135,84,2745.97901,32.69022631
E02003920,603.1417696,112,3018.476207,26.95068042
E02003921,606.5210113,60,1913.062618,31.88437697
E02003922,613.5590917,77,2724.773428,35.3866679
E02003923,611.9082565,121,3514.757106,29.04757939
E02003924,609.6652927,85,3809.057267,44.81243844
E02003925,610.664975,75,3229.575943,43.06101258
E02003926,603.4700201,44,2163.429946,49.16886241
E02003927,623.9069873,63,3535.57946,56.12030889
E02003928,613.5983523,79,2606.574574,32.99461486
E02003929,638.3840037,43,2136.829497,49.69370923
E02003930,637.0970234,39,2196.097006,56.31017964
E02003931,537.1438348,41,1123.931358,27.41295995
E02003932,526.7308012,17,439.165154,25.83324435
E02003933,562.0156359,18,902.164947,50.12027483
E02003934,548.4962676,20,1797.339949,89.86699745
E02003935,517.8446821,32,1558.343106,48.69822207
E02003936,535.1678244,19,1140.712189,60.03748363
E02003937,562.5622759,16,1298.703943,81.16899641
E02003938,593.4832832,25,1639.958237,65.59832948
