origin_msoacode,avg_time_from_origin_car_UNWEIGHTED,car,cumulative_time_car,avg_time_car
E02000095,103.71435927333302,1491.0,12345.791549460006,8.280208953360164
E02000096,103.93526667270557,1370.0,10865.970204750007,7.931365112956209
E02000097,104.41330768130801,1458.0,10540.439651900007,7.229382477297674
E02000098,104.34036144671114,1109.0,8775.774629809996,7.913232308214604
E02000099,104.23890302473953,1032.0,8235.620228230002,7.980252159137598
E02000100,103.56204740106384,1468.0,12425.993791699997,8.464573427588554
E02000101,104.14850898289124,1112.0,9102.545801800003,8.185742627517987
E02000102,104.05570108348834,909.0,5937.037283100003,6.531394150825086
E02000103,103.8687332484059,975.0,7196.8369089900025,7.3813711887076945
E02000104,104.44654870980989,921.0,7725.977521159997,8.388683519174807
E02000105,103.86072116141507,1255.0,10378.56659699999,8.269774180876485
E02000106,104.27440310049025,985.0,6973.4048783399985,7.079598861258882
E02000107,104.40363083573234,806.0,6760.81429246,8.388107062605458
E02000108,103.86462402123865,918.0,6989.150941099995,7.613454184204787
E02000109,104.88438193891122,1177.0,9717.9950547,8.256580335344095
E02000110,105.10889996179705,729.0,6422.115225319998,8.80948590578875
E02000111,104.13305958847286,1230.0,10074.687685749996,8.190802996544711
E02000112,104.57375978324689,1046.0,7279.583153399996,6.95944852141491
E02000113,104.42088705669228,984.0,6988.15697816,7.101785546910569
E02000114,104.60377373627092,718.0,6563.017708379997,9.14069318715877
E02000115,104.86897345017077,597.0,5857.491717700002,9.811543915745396
E02000116,104.5978093440397,496.0,3682.681301230001,7.424760687963711
E02000117,104.6819761761149,943.0,8221.338209510004,8.718280179756102
E02000118,104.31530771538533,1300.0,9137.302742520005,7.028694417323081
E02000119,104.6892666078656,644.0,4675.108199779999,7.25948478226708
E02000120,104.86699326694213,538.0,5886.189775930001,10.940873189460968
E02000121,104.3817011532543,1074.0,8862.285680109997,8.251662644422716
E02000122,104.96608526098052,766.0,5870.58251716,7.663945844856396
E02000123,104.7973185787598,1033.0,8307.581378079998,8.042189136573086
E02000124,105.50260139875002,636.0,6147.246487099998,9.665481897955972
E02000125,105.34767805192642,922.0,8461.622339699998,9.177464576681125
E02000126,105.29673341242159,427.0,3724.7004431,8.72295185737705
E02000127,114.14305563578682,1357.0,13145.022261300006,9.686825542593962
E02000128,115.09666642212134,1403.0,13060.798351299998,9.309193407911616
E02000130,112.05261042137764,946.0,7489.64187801,7.917169004238901
E02000131,111.2519275650327,772.0,6942.213170199998,8.992504106476682
E02000132,113.06886213886699,1086.0,10044.853493399996,9.249404690055245
E02000133,116.12514348294701,1511.0,14320.7941339,9.477693007213766
E02000134,114.3803461722674,1463.0,13539.318336999997,9.254489635680107
E02000135,111.83973942190539,917.0,7581.22482536,8.267420747393675
E02000136,115.94728063979942,1055.0,10068.363569000003,9.543472577251187
E02000137,113.90849288542434,1211.0,10555.465105219995,8.716321309017337
E02000138,113.88096808207194,1164.0,11572.588921600001,9.942086702405499
E02000139,112.47558152061806,1029.0,9025.386379749994,8.771026608114669
E02000140,116.58009296759333,1346.0,10694.665571699996,7.945516769465079
E02000141,112.12603509806462,1035.0,8781.38343104,8.48442843578744
E02000142,115.96556217493384,1249.0,11790.983975799993,9.440339452201755
E02000144,114.68868597914836,1239.0,10818.556369149994,8.731683913761092
E02000145,118.29079492002475,1312.0,13976.833742200004,10.653074498628051
E02000146,115.44997785317727,1354.0,12461.983242760001,9.203828096573117
E02000147,115.24187387815556,1401.0,12641.55897230002,9.023239808922213
E02000148,115.50263244560053,1090.0,10687.645840679996,9.80517967034862
E02000149,117.70222338421594,1465.0,13730.560030439996,9.372395925215015
E02000150,113.70213558376632,1577.0,13079.6606872,8.294014386303107
E02000151,117.31900390341592,1170.0,11078.377279400007,9.468698529401715
E02000152,116.13762197729058,1165.0,8985.921865270004,7.713237652592278
E02000153,116.50534495197904,1515.0,14254.560741999996,9.40895098481848
E02000154,117.86444071938168,1385.0,14386.453953570004,10.387331374418775
E02000155,118.25378068431324,1379.0,12669.819162339994,9.187686122073963
E02000156,114.68848564909989,2219.0,18762.392937739987,8.455337060721039
E02000157,118.04875950292615,1398.0,13468.771329869998,9.634314255987123
E02000158,118.60661007511435,1297.0,13238.243791899999,10.206818652197377
E02000159,116.69155270122617,1347.0,12156.685401979996,9.025007722331104
E02000160,115.61601006518482,1595.0,15853.214405400011,9.939319376426338
E02000161,119.13640387280405,1642.0,16757.459513279995,10.205517364969547
E02000162,117.97260813163398,1393.0,14399.718968399991,10.337199546590087
E02000163,119.60488941308171,1563.0,17793.298888300003,11.38406838662828
E02000165,119.75049572188193,2158.0,26432.11448798003,12.248431180713638
E02000166,106.1081738211279,509.0,4751.8140711,9.335587566011787
E02000167,105.49742810285085,518.0,5419.416286999998,10.462193604247101
E02000168,106.02023285870989,327.0,3279.5688926100015,10.029262668532114
E02000169,105.17397895805013,578.0,5504.39505292,9.523174832041523
E02000170,105.28969906340834,551.0,5914.383431699999,10.733908224500906
E02000171,106.2435693513636,391.0,4349.61783955,11.124342300639386
E02000172,106.27578402903778,388.0,4256.302792299999,10.969852557474224
E02000173,105.83584537450903,364.0,4724.9444514199995,12.980616624780218
E02000174,106.13627262418989,318.0,3185.4914423899995,10.017268686761005
E02000175,105.55944315529533,427.0,5202.898343880001,12.184773639063236
E02000176,105.76704165793242,325.0,3973.8802726399995,12.227323915815383
E02000177,105.80752831658188,346.0,3013.8069306900006,8.710424655173412
E02000178,104.85211108082186,432.0,4417.965991780001,10.226773129120373
E02000179,105.72024922883702,303.0,2119.8794008599994,6.996301653003298
E02000180,106.16239875005827,280.0,3250.524785480001,11.609017091000004
E02000181,105.2692043312839,398.0,4467.525077879998,11.224937381608036
E02000182,105.40064350892096,313.0,2967.8750578400004,9.482028938785945
E02000183,105.80635508042172,381.0,3882.8842168199994,10.191297157007872
E02000184,106.06869226679166,264.0,2905.931804889999,11.007317442765148
E02000185,105.1157980359353,347.0,3054.4392726999995,8.80241865331412
E02000186,105.96922604534073,223.0,2019.8901981000004,9.05780357892377
E02000187,106.2282713668701,218.0,1760.3504289100001,8.075001967477064
E02000188,105.9484271548864,221.0,1755.6015297499991,7.94389832466063
E02000189,106.47373778226108,100.0,912.7233384599997,9.127233384599997
E02000190,106.481404809925,131.0,3236.3221684699997,24.704749377633586
E02000191,106.10668521093758,132.0,2670.6701999,20.232349999242427
E02000192,106.5728771545117,138.0,1099.5118758599997,7.967477361304345
E02000193,106.27931883357692,137.0,2392.941161259999,17.46672380481751
E02000194,111.1381583866699,990.0,8600.452714920002,8.687325974666669
E02000195,110.51246637762391,1509.0,12154.68803825999,8.05479657936381
E02000196,111.09151941778683,972.0,9178.264733919996,9.442659191275716
E02000197,110.89265957701873,1113.0,8136.6497717600005,7.3105568479424985
E02000198,112.3164394671713,1005.0,9005.445783399997,8.960642570547261
E02000199,111.86405062080829,1089.0,8305.868042060005,7.627059726409555
E02000200,111.7256068846171,988.0,7898.973241900005,7.994912188157899
E02000201,112.11806758013007,918.0,7860.263503900001,8.562378544553377
E02000202,111.88672072526607,1159.0,9042.240052139994,7.8017601830370955
E02000203,112.17404790699034,857.0,8040.147154980001,9.38173530336056
E02000204,111.59942220655448,1216.0,9931.687212059996,8.167505930970393
E02000206,112.55558973509375,1059.0,9003.665089229999,8.502044465750707
E02000207,112.80381235770463,1164.0,9651.747602030004,8.291879383187288
E02000208,112.0026539669772,1010.0,8977.800029699998,8.888910920495048
E02000209,112.08676866862007,1228.0,10836.650992789997,8.82463435894951
E02000210,113.27934314813204,1183.0,10829.7480824,9.154478514285714
E02000211,113.88341228501595,1909.0,17205.31589290001,9.012737502828712
E02000212,112.2332833409301,982.0,7235.8448813099985,7.368477475875762
E02000213,112.53513264212283,761.0,6631.468915250002,8.71415100558476
E02000214,113.0075403778294,919.0,7774.243376350004,8.459459604298154
E02000215,113.0240265912476,962.0,8372.47521165,8.70319668570686
E02000216,113.72667778253742,685.0,6159.743750750002,8.99232664343066
E02000217,112.9489433578446,1075.0,9972.930127020003,9.277144304204654
E02000218,114.54408134530485,1077.0,10934.58240504,10.15281560356546
E02000219,115.18290603505109,1561.0,14668.100070899998,9.396604785970531
E02000220,113.24426506102917,1068.0,11071.225363339996,10.36631588327715
E02000221,113.3232299027129,1515.0,14245.615729440005,9.403046686099014
E02000222,114.29904045615854,1195.0,12543.337658099997,10.496516868702926
E02000223,117.0697430816137,1012.0,10654.111086300003,10.527777753260873
E02000224,114.45145377278162,1262.0,11508.069025199997,9.118913649128364
E02000225,118.12450601759515,1369.0,17191.558624899997,12.557749178159238
E02000226,116.31678455259006,1641.0,16822.798829799995,10.251553217428395
E02000227,115.67102509768073,2768.0,26705.42006989999,9.647911874963869
E02000228,115.87904013599484,1563.0,14153.291669199996,9.055209001407547
E02000229,119.66660192558824,992.0,13854.728671379993,13.966460354213703
E02000230,114.64451156373316,1594.0,15719.329751079998,9.86156195174404
E02000231,115.27216688649439,1589.0,15499.540100900005,9.754273191252363
E02000232,117.1605115525625,1381.0,14629.565440600005,10.59345795843592
E02000233,115.29393085044579,1114.0,11340.923991139998,10.180362649138239
E02000234,115.65556176102385,1591.0,15764.23333115,9.90838047212445
E02000235,116.03569302770472,1484.0,17647.6239705,11.891929899258761
E02000236,116.0158164297596,1777.0,18718.305265099996,10.53365518576252
E02000237,117.62418297412887,1641.0,18002.227106000002,10.970278553321148
E02000238,104.17158377166744,1678.0,14059.213338559988,8.378553837044093
E02000239,104.15690976079718,1579.0,12936.4204884,8.192793216212792
E02000240,104.11485913106249,1547.0,12392.738414139998,8.010819918642532
E02000241,104.06768823916823,1166.0,9978.003250900001,8.557464194596914
E02000242,104.68238874078864,1008.0,8646.72011844,8.578095355595238
E02000243,104.20840203874582,1401.0,11833.27296785,8.446304759350465
E02000244,104.69720765979743,1118.0,9882.186172320009,8.839164733738828
E02000245,104.16831975909464,1326.0,11144.72457676,8.404769665731523
E02000246,104.24865029467455,1562.0,13087.43223240001,8.378637792829712
E02000247,105.12523687945297,1781.0,14836.730151700003,8.330561567490175
E02000248,104.32067024925001,906.0,7889.127733950006,8.707646505463583
E02000249,104.49736234327848,1246.0,10249.45224375,8.225884625802568
E02000250,105.09639879564412,913.0,9217.103241359999,10.095403331171958
E02000251,104.9463157712817,1625.0,13648.207129400002,8.398896695015386
E02000252,104.88503603224679,863.0,7568.93766742,8.770495559003477
E02000253,105.12060557126782,1172.0,8859.147291999994,7.558999395904432
E02000254,105.38035148073868,1925.0,16779.474878600002,8.716610326545455
E02000255,105.3600790225177,1231.0,11624.047986950005,9.442768470308696
E02000256,105.41468193721707,1013.0,12269.655634599987,12.112197072655466
E02000257,104.83217682132513,1544.0,16861.243789239998,10.920494682150258
E02000258,105.05060722518265,670.0,5506.4792342599985,8.218625722776117
E02000259,106.0869408021943,967.0,8852.824126199994,9.154937048810748
E02000260,104.77086591005408,1387.0,11899.351780499996,8.579200995313624
E02000261,105.55064057713216,975.0,9057.844636949998,9.29009706353846
E02000262,105.00155769194981,807.0,6961.9024071799995,8.626892697868648
E02000263,104.78574838657349,1680.0,12494.439257880002,7.437166224928572
E02000264,104.82640282734478,894.0,9329.153330629997,10.435294553277402
E02000265,105.13525810778383,1287.0,11641.077092950005,9.0451259463481
E02000266,104.63152723409952,1677.0,12597.418284100004,7.511877331007754
E02000267,104.95795083442708,927.0,6880.5660663100025,7.422401366030208
E02000268,105.61538205301194,1094.0,11158.108751299997,10.199368145612429
E02000269,105.90392853817518,949.0,10515.934130799998,11.081068630979978
E02000270,105.07197854138063,600.0,4576.631756100001,7.627719593500003
E02000271,105.86477246824087,714.0,7617.8195555999955,10.66921506386554
E02000272,105.2996780959114,971.0,9242.360088520001,9.518393500020599
E02000274,106.03080401512278,1916.0,15742.675199599997,8.216427557202504
E02000275,105.17061772749203,1305.0,10878.495538370002,8.336011906796935
E02000276,105.98547054497288,807.0,7210.920335549997,8.935465099814122
E02000277,107.75813950507464,1466.0,12640.599835039999,8.622510119399726
E02000278,107.56568030449083,1384.0,11862.418213240007,8.57111142575145
E02000279,108.40471823902234,1792.0,17880.1789946,9.977778456808036
E02000280,106.70000841698386,1702.0,17497.736612999997,10.280691311985898
E02000281,107.72089095350633,1782.0,13800.4758358,7.744374767564534
E02000282,108.04840177435766,1359.0,11399.951362650001,8.388485182229582
E02000283,108.62717148419146,1600.0,12886.135042800006,8.053834401750004
E02000284,106.93166597313387,1455.0,12635.697457780008,8.68432814967698
E02000285,107.08656223057382,1476.0,12886.827267039995,8.730912782547422
E02000286,106.7885270928207,1569.0,14548.026393100004,9.272164686488212
E02000287,105.67152600468432,1307.0,12030.269952250006,9.204491164690134
E02000288,107.4720197253739,1610.0,13582.719241820001,8.436471578770186
E02000289,106.98482043508525,1378.0,11343.658266149996,8.231972616944844
E02000290,108.46762805262448,971.0,9565.217086199998,9.850892982698248
E02000291,106.98556258761148,1463.0,12865.549572570006,8.793950493896109
E02000292,107.27727054422267,1815.0,13943.003455309994,7.682095567663908
E02000293,107.040161344345,1295.0,10587.724191700001,8.175848796679537
E02000294,107.96843970213224,1494.0,12349.434160199999,8.2660201875502
E02000295,106.06517483391353,1481.0,12482.424113840007,8.42837549887914
E02000296,105.91865532306339,1348.0,11849.640659100001,8.79053461357567
E02000297,107.17588749947527,2156.0,19483.053792620005,9.03666687969388
E02000298,106.8801472238519,1478.0,12793.826170249999,8.656174675405953
E02000299,107.78899722256753,1263.0,9602.54548152999,7.602965543570856
E02000300,107.51471296174161,1236.0,9938.503646299998,8.040860555258899
E02000301,108.49181680508283,1280.0,10888.120000899997,8.506343750703122
E02000302,106.57325018392714,1527.0,10984.093133919996,7.193250251421085
E02000303,107.80025869393165,1064.0,8087.405971099998,7.600945461560149
E02000304,106.06152274212313,1460.0,12288.928960630003,8.417074630568495
E02000305,106.38814468521282,1294.0,10176.247081639996,7.864178579319935
E02000306,107.96524424666312,894.0,7464.951729159996,8.350057862595074
E02000307,106.81525850799763,1679.0,12379.874830710016,7.373362019481844
E02000308,105.69925346135004,930.0,7601.432898800005,8.173583762150542
E02000309,107.52281941399237,1256.0,12284.057033699995,9.780300186066876
E02000311,106.67855192194426,1543.0,11475.263953669999,7.4369824715942965
E02000312,106.10073763177762,1312.0,10397.167222409993,7.924670139032007
E02000313,115.76714069537161,739.0,7384.362866370003,9.992371943667122
E02000314,115.09508283841672,1340.0,15510.581585240003,11.575060884507465
E02000315,116.00036437052232,991.0,9428.48646262,9.514113483975782
E02000316,112.63106976100376,811.0,8697.298156799996,10.72416542145499
E02000317,112.4704021272792,647.0,5527.083433759997,8.54263281879443
E02000318,114.1959274314316,886.0,7336.40459326,8.280366358081265
E02000319,113.84721617990415,968.0,9279.306565170005,9.586060501208683
E02000320,115.42100368868083,872.0,7990.392246949999,9.163293861181192
E02000321,113.60222953502469,624.0,5984.933605520002,9.5912397524359
E02000323,113.37691162458664,899.0,8090.688408939998,8.99965340260289
E02000324,112.82340468312731,683.0,5431.549749500002,7.952488652269403
E02000326,111.75712961297356,696.0,7124.065360100001,10.235726092097703
E02000327,113.42247580139588,546.0,5035.90231925,9.223264320970696
E02000328,111.55086884053772,559.0,4653.209884019999,8.32416794994633
E02000329,113.69322580141191,1024.0,7990.630799129998,7.803350389775389
E02000331,112.03078820700468,932.0,8054.742552260004,8.642427631180261
E02000332,113.17790774518845,1144.0,9636.590657350001,8.423593231949303
E02000333,111.64924765196521,594.0,4869.441886600001,8.197713613804716
E02000334,112.48971997240668,1028.0,9086.2056252,8.83872142529183
E02000335,113.15312964053176,1191.0,9345.648816849996,7.846892373509653
E02000337,112.83352004945843,1093.0,8595.457473679995,7.864096499249767
E02000339,113.23700251246628,860.0,6937.324461859999,8.066656350999999
E02000340,113.78212744329271,958.0,8922.1941331,9.313355044989562
E02000341,112.63616955034459,1050.0,8144.140608569992,7.756324389114278
E02000342,114.86540448985848,827.0,9585.44733677,11.590625558367593
E02000343,114.14936951506772,1077.0,9158.125070999997,8.50336589693593
E02000344,114.35127056446983,1124.0,10312.934651500003,9.175208764679718
E02000345,107.2743982262335,478.0,2888.45658384,6.042796200502091
E02000346,106.87401013030671,240.0,1801.2604335899998,7.505251806624999
E02000347,107.23003938964817,385.0,2597.2788764300003,6.746178899818182
E02000348,107.54770501105004,360.0,3047.374640640001,8.464929557333337
E02000350,107.68634291435372,497.0,4423.945660040001,8.901299114768614
E02000351,107.01281002089557,377.0,4516.572602369999,11.980298680026523
E02000352,107.9102323663461,355.0,2819.5015886000006,7.942257996056339
E02000353,107.52749148376485,384.0,3321.7765787299995,8.650459840442707
E02000354,107.7399897908661,393.0,4233.912900945999,10.773315269582696
E02000355,107.75116933277852,443.0,3729.025043163999,8.41766375432054
E02000356,107.10776818110409,325.0,2518.16155355,7.7481893955384615
E02000357,109.06977333035422,321.0,3517.0426178200005,10.956519058629285
E02000358,107.58248855493653,478.0,4027.5781111200017,8.425895629958163
E02000359,108.31349804791844,374.0,2496.72147077,6.675725857673797
E02000360,107.51333300081646,476.0,3841.1636942799983,8.069671626638652
E02000361,107.76451291698086,292.0,2862.57516634,9.803339610753426
E02000362,108.68381943458245,356.0,2974.7076899699996,8.355920477443819
E02000363,108.14473553441431,518.0,4881.470537350003,9.423688296042476
E02000364,107.49315038451648,351.0,3606.1485680500004,10.273927544301996
E02000365,107.14780918945723,513.0,4525.70903862,8.822044909590643
E02000366,108.20085656694351,421.0,3969.76661792,9.42937438935867
E02000367,107.83868285670044,364.0,3081.7163949700002,8.466253832335166
E02000368,107.79110283420967,381.0,3626.883045779999,9.519378072913383
E02000369,107.33030198967487,450.0,4274.224960699999,9.498277690444443
E02000370,107.06500926579487,287.0,3211.99685959,11.191626688466899
E02000371,107.0823545425221,339.0,4508.4164402999995,13.299163540707964
E02000372,105.38380368061527,483.0,4139.799632470001,8.571013731821948
E02000373,105.55524676251929,307.0,2942.7210062000004,9.58541044364821
E02000374,105.751881569185,437.0,4420.969668109999,10.11663539613272
E02000375,105.58859125585431,304.0,2523.276226629999,8.300250745493418
E02000376,105.70345546624344,375.0,3688.226929919999,9.835271813119997
E02000377,105.90379013251875,462.0,5116.026955970004,11.073651419848492
E02000378,105.673724236281,332.0,3893.9353246600017,11.728720857409643
E02000379,106.00315497850048,511.0,4778.641316849996,9.35154856526418
E02000380,105.81773198821527,347.0,3980.247728640001,11.470454549394814
E02000381,105.810837743855,398.0,4064.9648443599986,10.213479508442207
E02000382,106.0350229280355,343.0,4212.068504079999,12.28008310227405
E02000383,106.17190943821714,441.0,5066.261114809999,11.488120441746029
E02000384,105.9184663434024,287.0,3451.8606117800005,12.027388891219514
E02000385,106.41258047955715,293.0,4779.3185092600015,16.311667267098983
E02000386,106.73994287025226,329.0,4419.261390649997,13.432405442705159
E02000387,106.42922283232278,316.0,3732.75077762,11.812502460822785
E02000388,106.98079449573022,425.0,4908.928371240002,11.550419697035299
E02000389,106.3226848003761,557.0,6800.7437421099985,12.209593791938955
E02000390,106.67383748256738,375.0,5007.99338091,13.354649015760002
E02000391,107.05160381624799,400.0,3822.78882672,9.5569720668
E02000392,107.0570927147551,481.0,6167.55148585,12.822352361434511
E02000393,106.75994851507961,418.0,5501.890943319999,13.162418524688992
E02000394,107.26001552332836,466.0,4880.780950969999,10.473778864742487
E02000395,106.96904057091534,388.0,4859.362131080002,12.524129203814438
E02000396,107.4152288170448,397.0,4515.8942049299985,11.375048375138535
E02000397,106.47961318782511,579.0,6246.161178469999,10.787843140708116
E02000398,107.74001948112202,486.0,4252.9070509799985,8.750837553456787
E02000400,106.00928619092966,696.0,6247.794432999999,8.976716139367815
E02000401,106.9722539337566,633.0,4448.4157314799995,7.027513003917851
E02000402,107.13550967146783,551.0,4689.957169600001,8.511719001088931
E02000403,106.34421475008807,510.0,4430.172049860003,8.686611862470595
E02000404,106.92935078915718,506.0,3815.3638982400025,7.540244858181823
E02000405,106.7308059389807,741.0,7458.564678600002,10.065539377327937
E02000406,106.7498878662391,501.0,3867.6689047699992,7.719898013512973
E02000407,107.18053337610472,484.0,4081.7187856400014,8.433303276115705
E02000408,107.20089586149143,448.0,3262.7986563899985,7.283032715156247
E02000409,106.92709424626945,528.0,4599.33269737,8.710857381382574
E02000410,106.35057116098581,692.0,6995.073835780002,10.108488201994222
E02000411,107.74907894386645,497.0,4302.957787410002,8.657862751327972
E02000412,106.82369455695031,359.0,3662.5834999999975,10.202182451253474
E02000413,105.6881033084541,769.0,7656.835907599998,9.956873742002598
E02000414,107.35882668843226,520.0,4495.42439364,8.645046910846153
E02000415,106.77600600331768,434.0,4040.9833074299995,9.311021445691242
E02000416,106.59028708455774,589.0,5167.554305579999,8.773436851578946
E02000417,105.99207962562686,595.0,6390.094197479997,10.73965411341176
E02000418,106.38797308838483,580.0,5752.449709890003,9.91801674118966
E02000419,106.44777138984004,477.0,4384.48218254,9.191786546205451
E02000420,106.9655871585643,418.0,3488.74007782,8.34626812875598
E02000421,107.29456729951937,322.0,2785.0086274200003,8.64909511621118
E02000422,107.13226085915159,453.0,3679.5832696799994,8.122700374569535
E02000423,106.74767794930169,401.0,3795.4648285200014,9.46499957236908
E02000424,106.66007634419772,529.0,5395.496134409998,10.199425584896026
E02000425,107.21011048672028,525.0,2605.8418663400007,4.963508316838096
E02000426,105.62863003743966,690.0,7172.2145832,10.394513888695652
E02000427,106.91960043782407,371.0,3408.93536594,9.188505029487871
E02000428,107.22727079213021,403.0,3665.8612685900002,9.09642994687345
