,MSOA,yj_HH_owning_cars_perc,yj_work_from_home_perc,yj_underground_metro_perc,yj_train_perc,yj_bus_perc,yj_bicycle_perc,yj_on_foot_perc,yj_avg_time_car,yj_avg_time_bus,yj_avg_time_rail,yj_car_perc,label
20,E02000022,-1.8210443582134288,-0.6330035826072471,1.9814513964247749,1.5107951065026937,1.1884766520170733,-0.4641098843973498,-0.18998643987885688,-0.2241782650276193,0.7749739065302541,-0.6030433155801326,-1.8919720776788271,2
21,E02000023,-1.507966779546257,-0.5753224923465238,1.9716173972172333,1.4491864411576365,1.2660401663230936,0.2905702551225461,-1.0100159894520817,-1.0251265918487995,0.9622969676234472,-0.5182621635587955,-1.6271075302174125,2
22,E02000024,0.2155137705970271,1.109114901653156,1.9769263112659363,0.4776685479344235,0.022252125447662925,-0.28166082481418503,0.07861016576829652,-0.9551929913831012,0.06115779041684467,-0.5445969315887615,-1.4596170999118236,2
23,E02000025,-0.28545355253039817,0.659153371313204,1.9569039548772256,1.4082891342964992,0.5872386018791701,-0.6821264793771485,-0.8962338225115235,-1.2667992067840224,-0.2060569413344146,-0.5578823904151022,-1.2694125078667542,2
24,E02000026,0.5787897176501043,0.5439106804627467,1.96564942331028,1.094068169294922,0.1326320589391633,-1.4876157210449592,-1.1453084127564643,-0.9281709052763308,0.7685330922642424,-0.4423216878331174,-0.988068221945352,2
25,E02000027,-0.4973769242559716,0.17727368746617872,1.9666273727833876,0.3917538272202718,0.9099414419852206,-1.3003797669620802,-0.2360011172194141,-1.4852429418201891,-0.32984190140511666,-0.5405848511095163,-1.1183210131675518,2
26,E02000028,0.2916323134074704,0.9217833522611498,1.9529437165497012,1.510643620449573,0.31593228898638,-1.030094726417681,-1.1193496114984207,-1.1442435918652816,-0.3780899125777046,-0.5938281614928218,-1.2496683989604205,2
27,E02000029,-0.2785229378088381,0.12249210552773357,1.9412724226786515,1.592639642063191,0.5449503854656079,-0.9394982835675718,-0.5168122292313,-0.8255961736937371,-0.3661457006703302,-0.62498643078234,-1.2029261784500165,2
28,E02000030,0.7635477757810446,1.4170828952896142,1.9605876019714987,0.5709687491113078,0.0845819940623417,-1.345675116746777,-1.3999420167150138,-0.7815751489027765,0.1037799817920312,-0.4302913523790301,-0.9473228149333142,2
29,E02000031,0.07775553919265374,1.068240581605722,1.9783971263629003,1.0555549240328346,0.548107583400289,-0.6657664298312204,-1.3235350141014188,-1.6446399993113077,0.6635223359694605,-0.5862550567318752,-1.5801744007778749,2
30,E02000032,0.8681261480269677,0.4764761904345754,1.9780973905537391,0.5201510989751128,-0.03432592528320924,-1.1398532805246604,-1.0972841209798958,-1.1490947368146822,0.3877874055008842,-0.5853695200530035,-1.1240875184937071,2
31,E02000033,-0.13328196471950246,0.3056062867086278,1.9740686780578205,0.9921126771406766,0.7934374623709675,-0.9628306179028088,-1.2163755010768311,-1.8618176002887528,0.5497890569041738,-0.6329696652986267,-1.3435018717579674,2
32,E02000034,-0.2651498681390309,0.6718304364439592,1.9735719311859248,0.6058035981183082,0.7797901540123533,-0.510180851963962,-0.6891984272363233,-1.4205732934268114,0.6227557002571174,-0.6674263673987314,-1.3658749767310272,2
33,E02000035,-0.4543122625162445,1.0119302600078453,1.985449617776812,0.2226744095952768,0.41483967307537617,-0.6021979701867429,-0.9214818190793286,-1.2153752893610088,0.539945947039952,-0.6509536837120243,-1.719107952452231,2
34,E02000036,0.10294636944385738,0.6316571408612061,1.959940709417584,1.0845600462226237,0.8446120550094139,-1.3308828844939329,-1.4376166959719212,-1.4732594230353888,0.2527386524608432,-0.6471511347114896,-1.1209086725471376,2
35,E02000037,0.10893850931758556,1.0232323883579864,1.9649917386066311,0.4667763516487298,0.5826991872371261,-1.4099769317246469,-1.2254898950307636,-1.4126391242828706,0.7693987336741689,-0.5916301138212724,-1.038145090214464,2
36,E02000038,-0.14839361346302118,0.5098917478199162,1.9710290068349108,1.221034032439668,1.1767020615326558,-0.4036964812510621,-1.2951425417017368,-1.621503955629066,0.035752913844770695,-0.6976840565569649,-1.5890371422347267,2
37,E02000039,0.5385499260964629,1.3778900718006823,1.9411925372773529,1.4879907024329826,0.43241731074034495,-0.9597072960890928,-1.162990534014544,-0.8946857215420608,0.5693800074655869,-0.6493820160896887,-1.3268106633522805,2
38,E02000040,-0.11425945646318272,1.0798346326894797,1.9673920184040872,0.7709597390893344,0.7296971411341674,-0.8793084111713211,0.03612359503113708,-0.7713121092230096,0.2842676245661959,-0.6499448328407529,-1.4116305872882615,2
39,E02000041,-0.4157643293458688,0.7294483034832251,1.9726044492786423,0.7081283891931058,1.0793587719799138,-1.6406514795289957,-0.17241213987030146,-1.3020644912297985,0.31006365410034226,-0.6175767587524468,-1.50413571274034,2
40,E02000042,-0.9171944146395542,0.4794604368820639,1.98436654986806,0.13261818784684698,1.049045714557912,-0.2866984080887853,-0.0028328871549075877,-1.02212084255223,0.3144043133029063,-0.6671848574140136,-1.8132561187848537,2
41,E02000043,0.5150816436224426,1.005921983673541,1.9861357830189392,0.015170445237288287,0.08767636713047082,-0.4334580348218085,-1.0154627311237392,-1.3912512061506834,0.6500609647369087,-0.6565727284458033,-1.690661475711222,2
42,E02000044,-0.6807187030853152,-0.09230063792994704,1.9670742717882859,1.3080080024148717,1.2775565460249394,-1.1492832462086344,-0.6242613087868559,-1.4654893752995712,0.6932579423517495,-0.698398949339292,-1.520170279005565,2
43,E02000045,-0.8482981993447279,0.3097645506366303,1.9701918260111877,0.6140041659258219,1.7184096250472924,0.3819303057813276,-0.8861927389744981,-1.067937628719655,0.5127870063110014,-0.6996207245894197,-1.7070634063111656,2
44,E02000046,-0.7828890585933184,0.5838076312705583,1.9879751963028702,0.1832225459253568,0.7540181768140178,-0.4228557062706767,-0.6583164119621598,-0.9504446537887324,0.14342737028942604,-0.7069577902544537,-1.909045856052192,2
45,E02000047,-1.2051718849034885,-0.29392518334386697,1.978063865534322,0.6527866631665852,1.4557909575741002,-1.3301112134263968,-0.3826590122645835,-1.2891502055156048,0.5868609444135472,-0.6101455413552822,-1.634490159965474,2
46,E02000048,0.4258047095532777,1.1081543637589972,1.9766910027622775,0.5771530713642176,0.3890224774045206,-1.2053999065886492,-1.4441162466661,-1.3303688959949145,0.614752106793794,-0.6107969590462857,-1.3196104763298588,2
47,E02000049,-1.3759612448462992,-0.5639926067582715,1.9739212435307167,0.8057837795866679,1.6264622878184745,-1.6154838651640735,-0.3752199326965793,-1.1639107226954712,0.5812861639082719,-0.6847529044682913,-1.6354501094496474,2
48,E02000050,-0.700789102417272,0.09287116380799594,1.9832821470910902,0.09429332677734667,1.0263772719918367,0.1040493288896452,-0.23302098488732964,-1.5234974875013494,0.20678451604757914,-0.7322339576356027,-1.7043891986569395,2
