,MSOA,Bus_stops,Train_stations,metro_stations,HH_owning_cars_perc,work_from_home_perc,underground_metro_perc,train_perc,bus_perc,taxi_perc,motorcycle_perc,bicycle_perc,on_foot_perc,other_perc,avg_time_from_origin_car_UNWEIGHTED,avg_time_car,avg_time_from_origin_bus_UNWEIGHTED,avg_time_bus,avg_time_from_origin_rail_UNWEIGHTED,avg_time_rail,car_perc,label
7062,W02000284,1.259107701626829,-0.2130056434019892,-0.14968481309036696,-0.16618927223725635,-1.2713047639792514,-0.5464298955402911,-0.8884669480757597,0.4198922557122157,1.3515428374010257,-1.7537417553647023,-2.805081517767064,0.15637868023987994,0.7755841929830811,0.7494234988288317,0.351465719845168,0.9090400041487584,-0.2150872543577358,1.9697694639368983,1.1551537702016306,0.6564976289485182,2
7063,W02000285,0.7647904546162847,-0.2130056434019892,-0.14968481309036696,0.4272245759860451,-0.30895508017147755,-0.7521751369978943,-0.6357990849539847,0.07363190620889859,0.8986366553091025,-1.4018687714697429,-2.6705893413497463,-0.26780945157546515,-0.3174328862061832,0.7949846365699895,0.02882681858758856,0.8893364348840791,-0.275712948101547,1.95125773512247,-1.3749170811470757,0.7042736220443606,2
7064,W02000286,1.0592046334725445,-0.2130056434019892,-0.14968481309036696,-1.0833396736543266,-0.6720142295003266,-1.085022213100723,-0.20445355666775755,0.5802628823563175,1.0992545623363092,-2.3926651083612174,-2.3891105657816794,1.3116064191285142,-1.7009495330147786,0.7812236710800721,0.5309414471331861,0.9120741654292818,-0.43214640657109177,1.8914122916730496,1.2823542362024822,0.2695103322620837,2
7065,W02000287,0.9977896492033712,-0.2130056434019892,-0.14968481309036696,0.3462858132134875,-1.0753354667573412,-0.31760560405565996,-0.3819333408749299,-0.13327441617376,0.8020530215384405,-1.6965945418187185,-1.8172078419063489,0.4344035727085033,-0.4338779346349399,0.7594434791369413,0.07802578406483325,0.9480120099359496,0.527236890107995,1.818197209209288,0.5891795593625325,0.6751799118860793,2
7066,W02000288,1.5344954794258483,3.4589672502508813,-0.14968481309036696,-0.2622250239363428,-0.8900193357348335,-1.2358744489307232,0.3565766706570975,0.6429925680618965,-0.18546167630187954,-1.838007611965593,-1.7222446424976308,-0.4620575048368666,-1.0945479549361985,0.7883039234062849,0.7978056351350803,0.8960627679036858,-0.3406928957737888,1.7622640621885173,1.2883521850414696,0.6044259355960749,2
7067,W02000289,0.9662833153552616,-0.2130056434019892,-0.14968481309036696,0.2600574125180564,-0.6951911259590527,-0.2934724328739182,0.17300406846581098,-0.11994420888319385,0.09601607559303224,-0.7693001416860199,-2.590760220732793,-0.7930224051511202,-0.4890769248012082,0.7581156749707094,1.4489525642514536,0.8533491827628368,1.0611913568365092,1.5717349852706823,0.9807626540344044,0.7721030061731579,2
7068,W02000290,1.364155592958698,3.4589672502508813,-0.14968481309036696,-0.4063039747656563,-0.9298215851387456,-0.8690512179735198,0.10854431307208792,-0.06517827356726534,0.219261564250972,-1.7737854291801785,-2.4440700236101494,0.15149479532822765,-0.6032387305175568,0.7013755903627537,0.6933144894780081,0.9056140150746428,0.2136658662862748,1.5483304204496753,0.43746899129333505,0.686489643709823,2
7069,W02000291,1.338459154541106,3.4589672502508813,-0.14968481309036696,-0.27304287600038074,-1.0903368453124858,-0.7928985715561205,0.3266085576116967,-0.05838914884455785,0.4597734314818964,-1.2820312404434189,-2.3848431251829485,-0.6749860733881818,-0.2867016130803232,0.6970338107382013,0.9259334344086504,0.8573866560158756,1.3104541879815583,1.4499850376800534,1.212921288382993,0.7676270467218695,2
7070,W02000292,-0.02381806555258463,-0.2130056434019892,-0.14968481309036696,-0.3097850591100862,-0.9573891577383076,-1.0199544477510238,0.40880856380865854,-0.1869451820613528,0.9255250559071824,0.3133196434559967,-2.2212785249195544,-0.10009060494998467,-1.4304879817643381,0.6712055436340912,0.5460672837616637,0.8041505261227142,0.5215676175189645,1.277524181305523,-2.621698262741888,0.6798283306963454,0
7071,W02000293,0.2788118576980689,3.4589672502508813,-0.14968481309036696,-0.3218220431864657,-1.434256174832225,-1.054589637722206,0.7172685491557729,-0.2846321398251708,0.4944395782556222,-0.596603459466865,-2.310614536188269,0.33074786797324224,-0.11992416913853207,0.6885074316962573,0.9262110202722718,0.8209179220681541,0.9684693254718684,1.2982413954180896,1.2806163489139624,0.6182857234989325,2
7072,W02000294,0.8683368385816385,-0.2130056434019892,-0.14968481309036696,0.4138207636720429,-0.2470312424672889,0.5494110940500112,0.09241235120375924,-0.5532590865073718,0.4323618871558204,0.07273078313132059,-2.0939312554897795,-0.6799882810333585,-1.6935214132370613,0.6116516578154282,0.5053878317578234,0.7171746006781458,-0.6419863603309347,1.3483059285430419,-2.621698262741888,0.7657998845740741,1
7073,W02000295,1.602864670062118,-0.2130056434019892,-0.14968481309036696,0.4769613616721886,-0.8290582504550349,0.5494110940500112,-0.5376583694823864,-0.5270490673106517,-0.5639364581188651,0.13498647378034173,-1.062522040458218,-0.6583116793251169,-1.178294201990021,0.4878229063009288,0.3740550707820116,0.4762598403815373,-0.5910445817549832,1.0518724571053069,-2.621698262741888,0.8471585391722855,0
7074,W02000296,0.18344412660400944,-0.2130056434019892,-0.14968481309036696,-0.0404286630166486,-1.0040492030467936,-0.8352618948978539,0.03522575043309939,-0.6010188973627363,0.21140875992466573,-0.7972748450940358,-3.022095377557974,-0.08573970594292189,0.1880524438846252,0.6206160869214342,0.12645768316571993,0.7297608563193162,-0.7312794192903952,1.231888568434192,0.008962917894760732,0.780671601954139,2
7075,W02000297,0.7647904546162847,-0.2130056434019892,-0.14968481309036696,0.2571303717131392,-0.8642112009594046,-1.2371958388297442,0.7046415570728022,-0.7126854214823458,-0.4324549038598906,-0.3103899932114018,-2.7816184386774374,-0.8306496977120499,-0.8789475681144281,0.6719040857381655,0.4796924583252263,0.7838241509633633,1.0994227498670592,1.2026967127687826,0.005974941829206026,0.7774459572479011,1
7076,W02000298,0.4130635281697195,-0.2130056434019892,-0.14968481309036696,0.3720261239030369,-0.8742398105278609,0.5494110940500112,-0.04543440928017554,-0.727519403546073,-0.2936994960991116,-0.4952571333556496,-2.041128468905065,0.332581983988928,-1.0810609917079763,0.5727284159215812,0.3718503645137848,0.7231064290763977,0.6851217784584408,1.285188702182738,-2.621698262741888,0.7278680606401182,2
