,MSOA,yj_Bus_stops,yj_Train_stations,yj_metro_stations,yj_HH_owning_cars_perc,yj_work_from_home_perc,yj_underground_metro_perc,yj_train_perc,yj_bus_perc,yj_taxi_perc,yj_motorcycle_perc,yj_bicycle_perc,yj_on_foot_perc,yj_other_perc,yj_avg_time_car,yj_avg_time_bus,yj_avg_time_rail,yj_car_perc,label
2083,E02002142,-0.2120203986005157,-0.5795372077311381,-0.2832984747187976,-0.8919870351100393,-1.0614089764308443,1.2321727233603397,-1.0291430241337227,0.8780014512060008,0.7569923118994214,-0.31562644938581913,-0.1939814187450468,0.6963471210089434,-2.6241726514689234,-2.0420523526760745,-0.5912715306007903,-0.5247928388368672,0.20216925144314812,0
2084,E02002143,0.012169424768495531,-0.5795372077311381,-0.2832984747187976,-1.1852947083188825,-0.5502919838104615,-0.2903734171659426,0.3517229112736127,1.0915465950352299,1.342760928566492,-1.4110299034002558,-0.2471013653192101,1.07847252319107,0.7064861254909195,-1.055772290431226,-0.008119457629435979,0.27020856917690944,-0.4852447135322935,0
2085,E02002144,0.3153117172273213,-0.5795372077311381,-0.2832984747187976,1.3228292778483317,0.0975406694602884,-0.031141158527632624,-0.3658994913249026,0.3342402253218316,-0.2622336464222217,-1.9424929806486173,-1.4222380594162058,-1.9364072404454216,-1.761953637801308,-0.6163900445692062,0.0004449996708961555,0.5270029971059115,1.4125822719087284,1
2086,E02002145,0.012169424768495531,-0.5795372077311381,-0.2832984747187976,-0.9756800074713812,-1.7769461351453533,1.3682869847552868,-0.8951572787641134,0.9112196760094052,1.4764096528649773,0.3677905939843371,0.6515296466050593,0.7121681401432478,-0.01665015689614258,-2.36762905228532,-0.29519320443274044,-0.8408053066171147,0.016728146180596058,0
2087,E02002146,-0.15405877384404618,-0.5795372077311381,-0.2832984747187976,-0.2806290085609056,-0.8549398884096471,-0.0981862393352038,0.1351923335362351,0.866088464535391,0.5218408339906232,-0.8331291666624414,-0.5165895371999912,-0.21796785983535413,-0.548089160617541,-1.1431039196363977,0.4135761725015537,-0.5072222718598409,0.5862942509497518,0
2088,E02002147,-0.04202883957606324,-0.5795372077311381,-0.2832984747187976,-1.0156737561462137,-1.4967930901325943,1.4573230893902624,-0.9173879345394051,0.7947053284990151,1.4010426933962663,0.4971259996818164,0.5634545766535082,0.596203307747358,0.2687705455600758,-2.1550379561171717,-0.41436336982249394,-0.7487335485170465,0.13203620787480336,0
2089,E02002148,1.3384406507432651,-0.5795372077311381,-0.2832984747187976,0.4823257614734152,-0.4769824285342708,-0.21429820004503006,-1.1213422093368706,0.8466528552813478,-0.4061763770027401,-0.4467251054944705,-1.592887976489141,-0.9060991967379028,-1.4949477612419635,-0.6183594223414645,0.4535347848978926,-0.3558392700140401,1.0594757238134045,1
2090,E02002149,1.2375386137501512,-0.5795372077311381,-0.2832984747187976,-0.3957101060777487,-1.5025650916386797,0.3862398567658733,-0.2851996270679624,0.7516855746060191,0.4951364573257788,0.4292793622952285,0.14420185276921893,0.02302095307240224,-0.5097868247906846,-1.2884394021652466,-0.3393054586179545,-0.5192746752256987,0.6634689559785136,0
2091,E02002150,-0.3322052915703175,-0.5795372077311381,-0.2832984747187976,-0.3978435324521833,-0.8281062044937271,0.6245381087960097,-0.2490290078719697,0.9470069507042272,1.0871320909349476,0.3559022077884683,0.4029675580936625,0.15653844752357818,-2.1801131306923893,-0.8034297101838187,-0.3696345549449803,-0.6177839715487264,0.2439965781906977,0
2092,E02002151,-0.9638922138917321,-0.5795372077311381,-0.2832984747187976,-0.6950373255290451,-1.5302832027518531,0.8124726020399119,0.1533174003600023,1.053925794038986,0.3025819519319115,0.4773079415998369,0.12005331666760767,-0.20375464576001687,-2.6988215125581148,0.1283988013772349,-0.3807487389998782,-0.607858126672493,0.3850322980560715,0
2093,E02002152,-0.8845340684971171,-0.5795372077311381,-0.2832984747187976,-1.1064537482091537,-1.2918767145099703,0.6855972457698816,-0.6352443725926137,1.0697121061576051,0.9102321829607848,1.2630454094952317,0.5203060139169089,0.2894205983372485,0.06688343713747258,-1.296433530877222,0.11724393530975588,-0.7636923209013803,0.13001573009324682,0
2094,E02002153,-1.3134272532197553,-0.5795372077311381,-0.2832984747187976,-0.7211694747246067,-1.5865459108448359,0.29402427203954057,-0.8148192139225864,1.1085665253736363,-0.9227723489385344,1.5154184308728995,0.34194385166199154,-0.8513741582112936,-0.9448743848659208,-1.147131263365836,-1.1462314155412932,-0.6734842827258203,0.6752954785713873,0
2095,E02002154,-0.4586450578286733,-0.5795372077311381,-0.2832984747187976,-0.6605804258348315,-0.644595986031189,0.9478684494086304,-0.0731613680366097,0.9958354079210946,0.4083559785651409,-0.1257458058126848,0.2812954554582308,-0.3237487356753217,-0.38571663226792,-1.0921662875714286,-0.16158908034419991,-0.6362828912616331,0.32950797270061666,0
2096,E02002155,-0.5244571484642803,-0.5795372077311381,-0.2832984747187976,-1.258950564607358,-1.6193866475156304,0.6403264345358265,-0.2771591055585235,1.3126104604560451,1.369603908637566,-0.2180303283389783,0.5912365076981346,0.5342479651319191,-0.0939646299450369,-0.8869003412723024,-0.6361562938576985,-0.6545423496846939,-0.2162612129448665,0
