,MSOA,Bus_stops,Train_stations,metro_stations,HH_owning_cars_perc,work_from_home_perc,underground_metro_perc,train_perc,bus_perc,bicycle_perc,on_foot_perc,avg_time_from_origin_car_UNWEIGHTED,avg_time_car,avg_time_from_origin_bus_UNWEIGHTED,avg_time_bus,avg_time_from_origin_rail_UNWEIGHTED,avg_time_rail,car_perc,label
10,E02000012,-1.0814269393474252,0.0,0.0,-0.3183468704122173,-1.1791924381513257,25.68285658780838,2.013342612740768,0.9695527565437312,-0.6299235016442712,-1.430706949228457,-6.202433904579455,-1.08232322158693,-1.1087944931371432,-0.4836389396249184,-6.408878558424169,-2.4808889518930193,-1.1781538475721338,1
11,E02000013,-1.1688908355973875,0.0,0.0,-1.0479377725052652,-2.9716592003012403,25.53174136629902,1.6257456249113746,1.4837648411194235,-0.27978915044844394,-1.7144942861568635,-5.39725926645,-1.6433859797492136,-0.7295038921856601,0.8285248319382126,-5.837211296147429,-2.2778038770413103,-0.9674076851691359,1
12,E02000014,-0.660471144916719,0.0,0.0,-1.297736840970315,-2.6448909562892093,25.222057277054507,1.7628647113244813,1.948615992404393,-0.5815154583788283,-0.3600637859174654,-4.965979687808264,-0.9316517876323908,-0.2686791421249698,0.8142214678111276,-5.322264445882343,-2.059482120069597,-1.1984849432273494,1
13,E02000015,-0.7210086451107008,0.0,0.0,-2.0129276125994666,-3.139323642236241,25.042772036189646,1.753679774747988,2.1723681989778973,0.5547693998005194,-0.9640141367881144,-4.611822017262961,-0.8467432160663789,-0.492120921364789,0.5532997919288976,-4.687593918983382,-1.60824600041556,-1.233837694118553,1
14,E02000016,-0.3971121046705459,0.0,0.0,-3.7554602747962638,-2.7773426401751498,27.744125132923926,2.360831731443393,1.908577772258727,-1.0870762812906227,-0.7355187914881026,-6.693264174539204,-0.6861963044756485,-1.7321242158783232,0.26578266262936623,-6.792355525694942,-2.587371861754685,-2.7024626202066218,1
15,E02000017,-1.6028878953294543,0.0,0.0,-1.2601627373733952,-1.4287877820740738,26.721914327081613,2.157703264739739,1.4404545586275803,-0.9784853680441412,-0.20492538779102348,-6.553061135108182,-0.09107688400460426,-1.4633725806419244,0.10980378837249567,-6.638404215474996,-2.534141190427176,-1.8578190230068368,1
16,E02000018,-0.8522796423718006,0.0,0.0,-1.5078494061054013,-2.6616423924868973,25.719802645485462,1.8197595307053738,1.6605758490087308,-0.3006006101829501,-1.6434221325897442,-5.771960394079993,-1.0969100186398473,-1.5057379911521191,-0.15340439616753265,-6.129617679738457,-2.1280176156528783,-1.1508965385126309,1
17,E02000019,-0.3062809522102316,0.0,0.0,-0.8098499807378097,-3.4265885818953614,25.646034030273675,1.6312125847102077,1.395025152530224,-0.1297130665206084,-0.8807306731339515,-5.239082049343598,-1.261408376679911,-0.8538438828169254,0.9608522270685096,-4.8538539880505205,-1.7049005266282409,-1.050615822999626,1
18,E02000020,0.42095579443070535,0.0,0.0,-1.5465302500199487,-1.3344838875295642,25.7640455475775,2.0260002541865214,1.8041057442825716,-0.1641409290142591,-0.6116127595426128,-6.105185740194154,-1.1239275287419908,-0.9334590824287036,0.9881370010668028,-5.9385074070497765,-2.1714305276946986,-1.5368451855837284,1
19,E02000021,-0.3062809522102316,0.0,0.0,-1.0850468495570569,-1.4892399519850366,24.452033659288674,1.71373122217859,2.026018237386207,-0.369176072669102,-0.5317260200325,-5.001585966012159,-1.5156085087422546,-0.7402398303573926,1.2703363744482747,-4.686484981083524,-1.6593208922072054,-1.077610367229613,1
20,E02000022,-1.366051825224842,0.0,0.0,-2.950540193360201,-1.3219971016273615,26.573882486499453,2.154791102360537,2.295737960992523,-0.41435562969478096,-0.3437719625405822,-6.566068363366313,-0.3257468999777612,-1.6098547965511292,1.0945356143805114,-6.5689951789673575,-2.30242045458712,-2.181990433458169,1
21,E02000023,-0.2633590402461731,0.0,0.0,-1.9921484973830743,-1.1952496239540653,24.868078490868076,2.0487477689029894,2.4466038136557624,0.32006989799113794,-1.8267756329730969,-5.725931905983965,-1.5110581487676809,-0.7369551573200808,1.3773226513286634,-5.7426151646727535,-1.9224543840553712,-1.4419105236428684,1
22,E02000024,0.42095579443070535,0.0,0.0,0.1090389845003559,3.2589914633332016,25.689409669283595,0.649860387838072,-0.005971286369811648,-0.2378536185002437,0.16455324046568887,-11.570913893528626,-1.414138483772625,-3.006571915813666,0.07788345036786966,-6.455692626020782,-2.0386091291755615,-1.1650788898841682,1
23,E02000025,-0.4452911411449216,0.0,0.0,-0.2882078932890097,1.8902757994528616,23.24230666043604,1.9799958821330708,1.121716401264886,-0.6269646418330214,-1.625799982652378,-11.222791025142207,-1.8375474619740808,-2.6932951587072873,-0.28046835821392563,-6.897215272838228,-2.0978356987835505,-0.926823690911054,1
24,E02000026,-1.6028878953294543,0.0,0.0,0.3493415963631249,1.5652821594396311,24.12153886849504,1.4883609245462006,0.21761807236762606,-1.4656263904388651,-2.064289007551233,-10.648429005038668,-1.3763828007202106,-2.0094538460587823,1.0849389339291775,-5.9474869690997565,-1.596380311200085,-0.6590026658965822,1
