,MSOA,yj_work_from_home_perc,yj_underground_metro_perc,yj_train_perc,yj_bus_perc,yj_motorcycle_perc,yj_bicycle_perc,yj_on_foot_perc,yj_other_perc,yj_car_perc,label
6167,E02006305,-0.9503136717157666,-0.8066353548388779,-0.5693779132071296,-0.3776140126849175,1.3746616604455004,1.5623331300387169,1.8703949923576444,2.0972367790104154,-0.8088110966333527,0
6168,E02006306,-0.5143667510920451,-0.735065666014823,-0.41346449526252144,-0.9810632754078642,0.8037038632323369,1.728545974051762,0.2271364131840712,2.532543844636983,0.4617371545835244,0
6169,E02006307,0.04831639758285841,-0.24796721264610996,-0.6439075922662714,-1.1158502448699352,1.2428910603573926,1.4625866131577636,-1.1992870932247128,2.8095605877359984,0.91350731570821,0
6170,E02006308,0.43651751472259015,-0.4836039829465047,-0.4678785896178094,-0.2692628524844411,0.8939141558516099,1.6799204496139402,1.524385506313684,1.9428130899920608,-0.7636656001194062,0
6171,E02006309,-0.9516440468076434,-0.8519822825505593,-1.4140357579282108,-0.6137038598035671,0.8068771052364219,1.9764860494355903,0.3133539794210212,2.294203882306873,0.3700488728794224,0
6172,E02006310,-0.4311121095922259,-1.0259000767823399,-1.018628356318311,-0.5122293366182116,1.2757620563595256,1.50013269725665,-1.391784294118006,2.6416758697833083,1.0773612007094804,0
6173,E02006311,0.4969008146905777,-0.5516673969211888,-0.6355819947017579,-0.9002420487772707,0.8794684032783496,1.426120267899792,1.0953093868160944,1.4454880384033817,-0.08974070879102075,0
6174,E02006312,0.6682256226942229,-0.5413779514841609,-1.0131279763264132,-1.080072751915608,1.5479147165576514,1.3377550396303377,-1.173068590264262,1.7570231937548892,0.9338019753792908,0
6175,E02006313,0.11118009737218036,-0.20014391683146604,-1.2794213086012725,-0.5676891896955507,1.1530067089584384,1.3630186894973506,-0.3755135806341163,2.589398730847244,0.7388387695082834,0
6176,E02006314,1.2689992096982403,-0.6656207030925774,-1.0575482747479017,-0.8854809847833879,0.5063820870632876,0.9385335788592656,0.3208975487332287,0.728098927808038,0.2302301864968772,0
6177,E02006315,1.6730162585442632,0.10987316852429264,-0.5162559940695971,-1.382612190601315,-1.4732069195679014,1.2045775561659724,0.2496189933757495,1.5836325673713982,-0.1524847000734784,0
6178,E02006316,0.8517665674517997,-0.19603730572544467,-0.7119422456338158,-1.102220278224618,0.08348771538798397,1.032662157339372,0.8317599834972202,0.5801166786631805,0.19030803056281254,0
6179,E02006317,0.8564344782433101,0.7428338473272792,1.330880222943425,-0.06220048550239664,1.5531338568967714,1.1916167510361035,-1.4702800360502601,-0.9549724479559484,-0.2559546937909996,0
6180,E02006318,1.5418117273500795,1.3754926518164816,1.8298249429333118,-0.33356502588146114,1.5038966865780807,1.0610968773632343,-1.0913300750717705,0.6791042076277165,-1.3713047325482006,0
6181,E02006319,0.15964805941353002,0.9324192655715088,1.2363686914097691,0.08872642680798708,2.7270079771715867,1.4761716955431408,-0.5748922698483798,-0.05154290620012438,-0.3561335787639491,0
6182,E02006320,0.2927595393578842,0.4324150336491023,1.2795337893148655,-0.916715164422095,1.729805002694732,1.0950165364272488,-0.7274635686047358,-1.018226452907484,0.13795699302050554,0
6183,E02006321,1.1801358599417406,1.2089793034162004,1.923046340949896,-0.8155764215681004,0.8300153144589953,1.2937894685229827,-0.8971318494838256,-0.6299534393533461,-1.3640438076924422,0
6184,E02006322,1.124761619310099,1.331005232982679,1.9008486422202084,-0.34572363862057826,1.4279670330937555,0.9285934946081128,-0.7658938142833737,0.288278015039692,-1.3487672911842248,0
6185,E02006323,0.7685145608345587,0.7099738230311224,1.6531366981867182,-1.4393318577905378,0.6776906782542089,0.6746195451475332,0.0952812365686831,0.2834392128098642,-0.6308917624105282,0
6186,E02006324,0.2643348071121422,0.8084010667727834,1.6993579964411791,-1.4992469220391518,0.7983877192087295,0.8080709296596256,-0.5353871556186595,-1.1844302078163822,-0.3864750727770672,0
6187,E02006325,1.4294345479498518,1.161407728895238,1.8819652223295893,-0.8292214777759174,1.224473363682978,0.5946677905174668,-1.7052536834772742,-1.1056034073207417,-1.1914452702920555,0
