"","MSOA","X","yj_Bus_stops","yj_Train_stations","yj_metro_stations","yj_HH_owning_cars_perc","yj_work_from_home_perc","yj_underground_metro_perc","yj_train_perc","yj_bus_perc","yj_taxi_perc","yj_motorcycle_perc","yj_bicycle_perc","yj_on_foot_perc","yj_other_perc","yj_avg_time_from_origin_car_UNWEIGHTED","yj_avg_time_car","yj_avg_time_from_origin_bus_UNWEIGHTED","yj_avg_time_bus","yj_avg_time_from_origin_rail_UNWEIGHTED","yj_avg_time_rail","yj_car_perc","yj_idr_Kmeans_cluster","yj_DB_cluster","log_zscore_DB_cluster","log_zscore_kmeans_cluster","log_zscore_H_cluster","log_range_DB_cluster","log_range_H_cluster","log_range_kmeans_cluster","log_idr_DB_cluster","log_idr_kmeans_cluster.x","log_idr_H_cluster.x","yj_idr_DB_cluster.x","log_idr_kmeans_cluster.y","log_idr_H_cluster.y","yj_idr_DB_cluster.y","yj_idr_H_cluster","yj_H_cluster","yj_Kmeans_cluster","yj_Zscore_DB_cluster","yj_Zscore_H_cluster","yj_zscore_Kmeans_cluster"
"16","E02000017",15,-2.47695606251991,0,0,-13.4556839618841,-1.06064930970429,0.517731048133378,6.86404038278122,3.36422364999464,-2.08471401611301,-1.3026277991318,-1.84881284868978,-0.18936994047746,-0.571548589111969,0,-0.060560175169994,0,0.0808997411656426,0,-2.73451601983775,-176.442803002489,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"17","E02000018",16,-1.43421133183146,0,0,-15.1387763423238,-2.07472506070505,0.51665443904758,5.97247909885119,3.88721564950262,0.0140284559740259,0.833156892829942,-0.575966961382898,-1.57040404027603,-0.976617032971402,0,-0.777165684758884,0,-0.114329360896008,0,-2.35053758913687,-145.079708392751,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"18","E02000019",17,-0.547739712006773,0.217014038328239,0,-9.71288337328841,-2.75061155904315,0.51656280852737,5.44043062119443,3.25646352686219,-2.23874000247393,1.87226430377449,-0.24821030905435,-0.827726010665154,0.55320361676666,0,-0.903043344286878,0,0.682075519017828,0,-1.92976588214116,-138.363367226194,0,2,0,3,2,0,1,0,0,0,1,0,0,1,0,0,1,3,0,1,2
"19","E02000020",18,0.815825191741595,0,0,-15.380779326834,-0.986885344713453,0.516708510712086,6.52608594118597,4.22886809029939,-0.344042227695221,-1.07942650744358,-0.314220697884164,-0.571083291027418,1.13311207790355,0,-0.797667161887292,0,0.700607772533412,0,-2.39249855735652,-165.095231147115,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"20","E02000021",19,-0.547739712006773,0,0,-12.1134731907543,-1.10821742852299,0.514791714998769,5.67631293675896,4.75781475555678,-0.31333523844919,0.637091451185034,-0.707352149032135,-0.495505070931789,0.37076957696128,0,-1.10257589800753,0,0.889648945241499,0,-1.88313843297823,-140.243522290079,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"21","E02000022",20,-2.16908996063812,0,0,-21.3577961409165,-0.977158513916876,0.517590173810316,6.85669860695187,5.40143453265216,-0.280060752367746,-2.32754143321628,-0.793775001107347,-0.318828113731518,-0.0320439377819338,0,-0.21982908708213,0,0.772444844639186,0,-2.5177691036297,-184.546431518598,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"22","E02000023",21,-0.473226222946953,0,0,-17.8152271413818,-0.878958004814819,0.515475062155186,6.58532322223227,5.76158057494727,-1.87636726329532,-0.501045141287276,0.604959320511694,-1.75185557872801,0.101930628375346,0,-1.09894995443502,0,0.960074096264913,0,-2.1488114731295,-160.91550137214,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"23","E02000024",22,0.815825191741595,0,0.0676479327594715,1.68648484397033,1.98875148010707,0.516616911543569,2.30595699089462,-0.013626291105056,1.88869534267483,0.84354414498901,-0.455621459994633,0.150552914180859,-0.585537408877963,0,-1.02219083597538,0,0.057461954208466,0,-2.26341729506576,-145.97218526326,0,1,0,3,2,0,1,0,0,0,1,0,0,1,0,0,2,3,1,1,2
"24","E02000025",23,-0.784146507421588,0,0,-3.98211434555442,1.22270404313947,0.512310472376027,6.40517774559719,2.60974173518452,1.39346573489246,1.44078846825529,-1.1978498907351,-1.55301765839027,-0.771583856363481,0,-1.36420981171009,0,-0.210189555697806,0,-2.32123405376516,-129.00233606588,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"25","E02000026",24,-2.47695606251991,0,0,5.79706380585427,1.02650645289537,0.514191461160136,5.021089406941,0.498894274156076,4.65082200283271,1.08456802036637,-2.6907544856969,-1.98828334953458,0.578006708984737,0,-0.992531394809994,0,0.765993502484411,0,-1.81832742903734,-103.901101372769,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"26","E02000027",25,-1.54218268442617,0,0,-6.38009241267752,0.402316805904136,0.514401800034997,1.92751768765219,4.10812859582945,2.44989859961156,1.03316135421451,-2.34372884993097,-0.399240211632488,0.427900571012098,0,-1.6039736508768,0,-0.334176849547502,0,-2.24595719135514,-115.522115359933,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,2
"27","E02000028",26,-1.13553796797292,0.217014038328239,0,2.54778954422386,1.66982454169415,0.511458698233395,6.85603133740927,1.35000130552178,1.32710997202041,0.835355562136881,-1.84277892024268,-1.94291952675463,-1.33672979581017,0,-1.2296927712489,0,-0.382503724924787,0,-2.47766583379099,-127.240787897801,0,2,0,3,2,0,1,0,0,0,1,0,0,1,0,0,1,3,0,2,2
