"","MSOA","X","yj_Bus_stops","yj_Train_stations","yj_metro_stations","yj_HH_owning_cars_perc","yj_work_from_home_perc","yj_underground_metro_perc","yj_train_perc","yj_bus_perc","yj_taxi_perc","yj_motorcycle_perc","yj_bicycle_perc","yj_on_foot_perc","yj_other_perc","yj_avg_time_from_origin_car_UNWEIGHTED","yj_avg_time_car","yj_avg_time_from_origin_bus_UNWEIGHTED","yj_avg_time_bus","yj_avg_time_from_origin_rail_UNWEIGHTED","yj_avg_time_rail","yj_car_perc","yj_idr_Kmeans_cluster","yj_DB_cluster","log_zscore_DB_cluster","log_zscore_kmeans_cluster","log_zscore_H_cluster","log_range_DB_cluster","log_range_H_cluster","log_range_kmeans_cluster","log_idr_DB_cluster","log_idr_kmeans_cluster.x","log_idr_H_cluster.x","yj_idr_DB_cluster.x","log_idr_kmeans_cluster.y","log_idr_H_cluster.y","yj_idr_DB_cluster.y","yj_idr_H_cluster","yj_H_cluster","yj_Kmeans_cluster","yj_Zscore_DB_cluster","yj_Zscore_H_cluster","yj_zscore_Kmeans_cluster"
"1438","E02001476",1437,-0.127492017816675,0.217014038328239,0,-16.8512692281178,-3.26511393746132,0.205087034950624,3.48019504548209,4.35575416891637,6.37646418495211,0.83207027776345,0.288506585289705,1.6093307681745,2.15225141909897,0,-0.719370324673255,0,-0.537668265020212,0,-4.10965778236234,-48.8096689301039,2,2,0,0,1,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,0
"1439","E02001477",1438,0,0.226062401346767,0,-20.4635607000556,-1.64368576145557,0.160360255483125,5.30832494817723,4.23922342455683,8.28811667799588,-0.439702772387291,0.523292120138175,1.36401562573596,1.28410982932619,0,-0.61707576630477,0,-0.277744905639305,0,-4.73997664834491,-70.3532169552499,2,2,1,0,1,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,0
"1440","E02001478",1439,0.0617357618031681,0,0,-5.64081351207593,-1.09881354771898,0.201337757888019,5.00510234438282,1.41033130283973,3.75829793720808,1.3450837458146,-0.805357134144614,-0.283011321901434,1.03019535238202,0,-0.493804638918607,0,-0.125151613207402,0,-3.47206281471152,9.34014420912079,2,0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,3,0,0,0,0
"1441","E02001479",1440,-0.867740905206558,0.217014038328239,0,12.4913863814814,0.64923542251896,0.3108846637675,5.1879223599756,-1.95646862335973,2.6707290433967,-0.111089796304252,-0.333591811490906,-3.3622880272648,0.64739787004245,0,0.378703142012619,0,0.597001458103419,0,-1.48474902220191,41.827336084102,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,2,1
"1442","E02001480",1441,-1.43421133183146,0.226062401346767,0,2.20784797164085,1.45332111582501,0.392310558110305,6.29099623285674,-7.319153948484,-4.58689650237793,-0.396213420342688,-0.138275815816936,-0.0117407568617487,2.05013718653982,0,0.562905198485421,0,-0.349654723246805,0,-2.17255286931913,-30.3926270200969,2,-1,1,1,1,0,0,1,0,1,0,0,1,0,0,2,1,1,0,2,1
"1443","E02001481",1442,0.0617357618031681,0,0,-2.22570215348129,-0.249111707846906,0.300004685390241,3.80135673117782,1.45918598638273,4.24949000129058,-0.415063174462791,-1.08199809553426,0.241727167267279,1.26212319073473,0,-1.08315064167956,0,-0.207019841637229,0,-3.29767183892347,5.76380690577242,2,0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,3,0,0,0,0
"1444","E02001482",1443,2.14255371124286,0.226062401346767,0,-23.165176317083,-2.1025476911286,0.421850657465879,5.77454840722053,3.76559628879243,6.87516436716517,0.480647614335587,-0.685350211589434,2.784527576622,1.4418244029348,0,-0.364127101030634,0,-0.688262208700238,0,-4.33661712857119,-121.804840514653,0,2,1,0,1,0,0,2,0,2,0,0,2,0,0,0,1,3,-1,0,2
"1445","E02001483",1444,-0.784146507421588,0,0,8.22488023747211,-0.857838429434377,0.204778963877776,2.26363074505006,0.786976279198992,2.37186937947367,1.74591187211276,-0.206532316512555,-2.73107227249416,1.48388441821735,0,0.161858019114464,0,0.0608154363621147,0,-2.65527111661914,77.2718755612083,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,2,0,0,0
"1446","E02001484",1445,-0.193387818346576,0,0,0.81186747295263,-0.696706425246966,0.17909777796603,0.78144232914935,2.16893719382759,-1.08677701971277,0.518189353551855,-0.00878911791774694,-0.960562467420394,0.536861164950503,0,-0.0308722461838293,0,0.0130765683904796,0,-1.56209994090781,55.2426484841875,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,2,0,0,0
"1447","E02001485",1446,-0.62430467953381,0.217014038328239,0,-9.98713126202789,-1.61735101791786,0.180638776532086,0.561938623151652,4.68468038228529,5.56269842758256,0.550541698354632,-0.480205473636326,0.0703990927885565,1.58189200994161,0,-0.175347765150026,0,0.356163553837785,0,-0.0768501279981813,3.42430085078791,2,2,0,0,1,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,0
"1448","E02001486",1447,0.296677488151393,0,0,-4.83256656973763,0.325621340970719,0.393456638222127,3.67143108945074,-0.734553303207447,4.68665958034259,0.14072156771072,-0.107708057171027,-0.0448187311447622,1.33959105610774,0,0.173014397882436,0,-0.56111858807092,0,-3.41434354358415,9.9666341950765,2,0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,3,3,0,0,0
"1449","E02001487",1448,-0.329873050260897,0.226062401346767,0,-19.1120353847636,-1.69111371250533,0.381591977482774,4.87016653584973,4.04287734179142,8.51394930779037,0.556728949051198,-0.501106180109782,2.05942964621816,0.532077501602262,0,-0.734265924623853,0,-1.12621884698669,0,-4.53419542327034,-86.8106196904876,2,2,1,0,1,0,0,2,0,2,0,0,2,0,0,0,1,3,0,0,2
"1450","E02001488",1449,0.181497625171642,0,0,-9.65884772337534,-0.742796944809065,0.354917158518351,2.38479309037478,4.20165665296738,5.34977258777322,0.896281471409068,-0.381018572417642,0.675413594664446,1.10172583102181,0,-0.298298599957404,0,-0.257742754558308,0,-3.12447816985488,-28.5752009907172,2,0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,3,3,0,0,0
"1451","E02001489",1450,0.461688005814724,0,0,9.66070637153944,0.916531006607021,0.147174028833167,0.633107973345567,1.83598214343913,-1.24096195530514,0.787048504416997,-1.74815016276505,-2.49870478075588,0.793452269006556,0,0.39661643398182,0,0.89332110355964,0,-2.0558959336284,57.1523405322268,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1
"1452","E02001490",1451,-0.784146507421588,0,0,8.39250584743437,-0.703625215324502,0.242014020180049,0.490839385298107,2.03231841100974,2.49912080272279,0.232049043871507,-1.88580164049365,-1.87076027167655,1.82374414825607,0,-0.606947209126243,0,-0.491190617955742,0,-1.59739722791628,73.081932465612,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,2,0,0,0
"1453","E02001491",1452,0.461688005814724,0,0,-14.3826879388558,-2.22953546054118,0.0672377136288113,-1.2773839722312,4.57212658691462,4.6424391379818,-0.2373928367827,-0.0500530508401195,1.61490073025375,0.446202516449112,0,-0.386005427411721,0,0.0703936142038593,0,1.17644992986364,-20.2246704459618,2,0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0
"1454","E02001492",1453,0.407661888173248,0.217014038328239,0,-2.75247532115465,1.46752025146516,0.382015078847113,5.88738668421424,-2.9338714220223,-5.16400193711775,0.46149581983088,0.228306699904073,0.411513152536783,1.62872327569727,0,1.15148825594622,0,0.386807961883186,0,-0.170272824365663,-43.4802475287136,2,-1,0,2,1,0,0,1,0,1,0,0,1,0,0,2,1,1,0,2,1
"1455","E02001493",1454,-0.62430467953381,0.217014038328239,0,-19.5283215783836,-2.08222548293879,0.282630556140723,5.14623832980413,4.91590203949168,8.65864647180137,1.11346066825449,-0.0560739332841499,0.984912205974938,0.615506503147352,0,-1.15675317131866,0,-0.867724376550378,0,-1.76910515064583,-67.011925026648,2,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,2
"1456","E02001494",1455,-0.127492017816675,0,0,12.2107294297945,1.92326651594581,0.233073203563011,3.00992452388402,-2.02484094367304,-1.77361149648519,-0.8573549173836,-1.46991903188627,-2.5399313889673,0.357985882862708,0,1.16777735535058,0,0.771294551293778,0,0.341268826889602,44.4958540357181,1,0,0,1,1,0,2,1,0,1,2,0,1,2,0,1,3,2,0,2,1
"1457","E02001495",1456,0.407661888173248,0,0,-7.62720320819151,-2.45942099640032,0.360969161460673,3.70012489504199,3.45238702011217,5.91240842055748,0.497506434823644,-0.285888359058684,-0.00426738248915082,0.254932799342003,0,-0.589619922791123,0,-1.99950349383072,0,-1.25438450050589,2.29753347483492,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,3,0,0,0,0
"1458","E02001496",1457,-1.04321368885547,0,0,1.93006994525832,0.284868467868513,0.183242001062463,0.615462593928158,2.65017768079158,2.11906021246265,-1.51362390476762,-0.441597617973155,-1.17159853941174,1.7923201272879,0,-0.680597525940002,0,-1.6276985974103,0,-2.7169643265766,37.2704233731027,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
"1459","E02001497",1458,-0.260819651531531,0.217014038328239,0,-13.4396953247282,-1.65705072885208,0.37874490343629,5.06276610391153,2.77524377974897,4.40196295245849,1.78436225455063,0.26474893370853,1.18789454366255,-0.271284773912637,0,-0.0709226850654884,0,-1.03323903824697,0,-2.60461842757829,-47.5090224109688,2,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,2
"1460","E02001498",1459,0.239634897195639,0,0,2.98506250330772,-0.887120417142672,0.321510896085098,3.101920533169,0.972506792315666,1.00626437509627,0.844766676122358,-0.884912241767799,-1.38252706903953,-0.309280255036079,0,-0.15926324686457,0,-1.09953526225195,0,-2.3564500968687,58.1576179509202,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,3,2,0,0,0
"1461","E02001499",1460,0,0,0,8.45635780743495,0.718412911677908,0.142487288849881,-1.47208537232624,-0.859501691878417,-0.420210926763579,1.40559287145949,-1.49152981791269,-2.64942521378118,1.2329124486374,0,0.406035818753211,0,-0.324827693489556,0,-1.98791703284759,97.5416084546081,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1
"1462","E02001500",1461,0.668885366241276,0,0,9.20600395804482,0.672326211409577,0.122679292017043,-1.49448678513278,0.669745144625285,3.35080198054657,0.522345497080026,-0.926146791617552,-2.16996724844162,1.073218088092,0,0.113824175323871,0,0.456140646539885,0,-0.551564472530806,77.2759382429407,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1
"1463","E02001501",1462,-0.62430467953381,0,0,4.76943210931706,-0.992290098882105,0.308626507011233,3.47483069615065,-0.706514265384601,-0.479497779818275,1.70027516695103,-0.166917551676209,-0.620116001355449,1.24153409276648,0,0.0824677640825978,0,-0.582590722181524,0,-2.26437984889551,50.2390759961687,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,3,2,0,0,0
"1464","E02001502",1463,0.718622179091041,0.226062401346767,0,-2.60178877886906,-1.43373064165924,0.287587937972955,5.07504215388363,-0.537181008692072,2.89965094547029,1.44667442446332,0.19238067790257,0.683109374807519,1.14628539764702,0,-0.300411746349133,0,-0.969424859635453,0,-3.67180958609862,-0.686468072889619,2,2,1,0,1,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,0
"1465","E02001503",1464,0.296677488151393,0,0,2.46728262305645,1.10027361326469,0.0384825811287497,-0.688294680641264,0.300332902679959,-0.20976308579946,0.0256852405329775,-1.72153684697202,-0.221111057676105,0.112990098600699,0,0.641713556738431,0,0.3731202749879,0,-1.04436109322251,47.0888952045732,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1
"1466","E02001504",1465,0.815825191741595,0,0,14.5728577012305,1.41647973881438,0.310045895125685,3.89903459243955,-4.88795391874782,-5.08189268817098,-0.0304604285965897,-2.47631509726115,-2.21495171698746,1.7327144563121,0,0.585261378047974,0,0.540014653770973,0,-2.17134626323169,57.7762087549145,1,0,0,1,1,0,2,1,0,1,2,0,1,2,0,1,3,2,0,2,1
"1467","E02001505",1466,0.514788557448744,0.217014038328239,0,-3.78263563188321,-1.96584057124611,0.253406996815969,5.09685534313161,-1.40505502440706,3.67098546049949,0.451267403633853,0.149043309184901,0.758030551272346,0.893802599046727,0,-0.263245382282151,0,-0.532290589178686,0,-3.42153311391234,12.138450384745,2,2,0,0,1,0,0,2,0,2,0,0,2,0,0,2,1,1,0,0,0
"1468","E02001506",1467,0.767593201196173,0.217014038328239,0,16.8675360671575,2.09368593222289,0.179071889022129,0.983734219945028,-4.97034007275895,-4.08799322844927,-0.935013805552838,-2.05712529129357,-3.29091874087944,1.17572911729249,0,0.919472072254706,0,0.783585686059824,0,-0.545387811853501,79.4731929510495,1,2,0,1,1,0,2,1,0,1,2,0,1,2,0,1,1,1,0,2,1
"1469","E02001507",1468,-0.127492017816675,0.226062401346767,0,10.2673161345546,-1.52962156698731,0.2606826334379,4.80740453391776,-4.38637332917975,-3.06125857404399,0.127978007331198,-0.250620898343761,-2.9928495553395,0.813892959318238,0,0.218854915980532,0,0.686031406687819,0,-2.0690848667619,101.071195357694,1,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,2,1
"1470","E02001508",1469,1.61905601343717,0,0,-1.83870697310179,-2.2004408673258,0.218615754342222,3.98629379817367,0.774039048052589,1.25386758598537,1.77446946352307,-0.114001544811153,-1.15722833343299,0.818213994660036,0,-0.150447224517893,0,-0.45577689513377,0,-2.24317950650892,55.5542282458283,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,3,0,0,0,0
"1471","E02001509",1470,-0.867740905206558,0,0,-3.03575938148397,-0.495720457220017,-0.129235600507094,-3.06639446004297,-0.411043475989695,-3.57867296683914,1.54695959902845,-1.90053075656646,-0.558493123490874,-0.307158432771826,0,0.70646681580689,0,0.777140867079386,0,-8.52804817835787,103.40762821103,1,0,0,0,0,0,3,4,0,4,3,0,4,3,0,1,0,2,0,0,1
"1472","E02001510",1471,0.566999449767243,0,0,-3.71003667108887,-1.67557351470885,-0.129235600507094,-3.37796186987509,0.779923745830002,3.42763676338745,1.63221067198024,-1.98143175838636,0.427772061757323,-0.573603190209533,0,0.560124797816028,0,0.708908043321368,0,-8.52804817835787,80.0743431862588,1,0,0,0,0,0,3,4,0,4,3,0,4,3,0,1,0,0,0,0,0
"1473","E02001511",1472,0.0617357618031681,0,0,-0.913394623567103,-0.998182371389422,-0.0346034079619727,-2.27819645524837,0.146669531535685,0.737022685129951,-0.368666831757436,-2.98530679397568,-1.46225032344736,-1.31439659660951,0,0.537032235956737,0,-0.123593382273081,0,4.72637398241541,127.405865738665,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1
"1474","E02001512",1473,1.00184980436373,0,0,1.00718839437326,-0.0571058122931083,-0.102549032621681,-2.0640871436156,-0.782576674879115,-1.32134627594502,0.295232886712739,-2.57171840032593,-0.376385308599397,-1.59536040758186,0,-0.0338623745898374,0,-0.0572712964350171,0,-1.3651964058828,98.5704219144915,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1
"1475","E02001513",1474,1.00184980436373,0.217014038328239,0,4.3727363216029,-0.312154293144305,-0.0573496873941852,1.01848127386228,-1.27776001604234,-2.1243126645514,0.455419918274753,-3.0622692479918,-1.59523117590903,-0.41160541705376,0,0.103262022372628,0,-0.311657036299153,0,8.23343373582797,113.756965067697,1,2,0,1,1,0,0,1,0,1,0,-1,1,0,-1,1,1,1,0,2,1
"1476","E02001514",1475,1.26247596626465,0,0,-6.76493951873006,-1.24981234077032,-0.0398158012839779,-2.23001536279613,0.426510401170263,-0.206388725189103,0.967020294531632,-2.09940100853855,0.711122189254849,-1.78473000088824,0,0.921554316986275,0,0.801159025901731,0,-3.44253052581376,72.6605076262509,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
"1477","E02001515",1476,1.50428346667951,0,0,-12.8284633941525,-2.6774639127927,-0.0270547724531758,-2.68460252543965,4.84314760052498,4.25990864961637,1.78119173428661,-1.11886758380263,0.85435571344941,0.17324574175512,0,0,0,-1.41712578105766,0,-0.0435126099696195,8.69933551939063,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0
"1478","E02001516",1477,-0.954026779416124,0,0,-5.72279485848295,-1.61352818167076,-0.094262035202649,-2.41972736587344,2.2949956266834,3.8529470501265,0.661372147472477,-2.09821345484867,0.111116153593856,0.693452217585265,0,0.242570294550011,0,-0.692167928730786,0,-3.69674967467539,67.0014245385837,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
"1479","E02001517",1478,0.461688005814724,0,0,0.998372935961575,-1.20771021524725,-0.0575042797023454,-2.03157617991576,0.121202575213935,3.07227852752144,-0.390089476578011,-3.27595054648301,-0.015607178859467,-1.44471436252347,0,-0.350858894639577,0,-0.609539202130063,0,1.71855915468047,99.8179196869112,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
"1480","E02001518",1479,0.910172029257354,0,0,-4.23733267071502,-0.965865013027224,-0.0367310550043519,-0.813210562343254,0.239769123086561,4.15044051791799,-0.375789025749875,-2.78271712562889,2.16473820024034,-0.495470200884719,0,-0.528430669701304,0,-0.624638540201592,0,3.03194110759759,6.96203884910264,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0
"1481","E02001519",1480,0,0,0,-7.65964622784574,-1.18193307777133,-0.0938912549742376,-2.04415183916648,3.11700783476248,2.81434050902214,1.43613595665579,-1.57504888616673,0.431085553198257,1.10561334474768,0,-0.523430907357668,0,-0.0731049606718806,0,-5.38247931493335,36.4950824935805,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
"1482","E02001520",1481,1.61905601343717,0,0,2.77855404181687,-0.251760075159252,0.00115576208384113,-0.625909097737738,-1.76971248844246,1.53393799040161,-1.16270735910846,-2.86408699114251,0.719659106653614,-0.805729153915608,0,-0.301728581729384,0,-0.588376838986951,0,2.58931431031684,74.9958211260632,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,2,0,0,0
"1483","E02001521",1482,1.22043422383281,0.217014038328239,0,-11.782777367285,-1.63203580532036,-0.0505850383620044,1.60643489761226,1.01230622904226,4.89752320492414,-0.772971499502375,-3.24737282277543,3.05549570584612,-0.102136869336216,0,-0.0237109805601966,0,-0.131784786796203,0,-2.12173312046102,-55.3235211700134,2,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,1,1,0,2,0
"1484","E02001522",1483,1.34501190939426,0.217014038328239,0,-10.1781189297473,-2.44694436435018,-0.0715847600187726,-0.295053674064279,1.27910956300867,0.403112780369965,0.932371051150559,-2.59226125465309,0.671175895900212,0.309879301220514,0,0.997434096972008,0,0.182820122092967,0,-1.7297112648735,68.6765475656447,1,2,0,0,1,0,0,2,0,2,0,0,2,0,0,1,1,1,0,2,0
"1485","E02001523",1484,0.718622179091041,0,0,-2.04809805495527,-1.34620172068363,-0.0742617528272772,-2.20232022802306,1.76689130595443,2.88535120244118,0.783617682668328,-3.03335973798845,0.787229665208848,-0.71762185851193,0,0.0782805003289295,0,-0.738908619950406,0,2.6777475581428,56.4799779681099,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
"1486","E02001524",1485,1.04674112931507,0.217014038328239,0,11.7709678950551,2.27010424135338,0.0775512251557402,-0.271240025233357,-4.95545938646187,-7.85189719948113,-0.9263908724627,-3.15675476606181,-3.2086866628553,-1.68414274644237,0,0.815855153614032,0,-0.981655008579185,0,1.7159056783499,89.3414614907962,1,2,0,1,1,0,2,1,0,1,2,0,1,2,0,1,1,1,0,2,1
"1487","E02001525",1486,0.0617357618031681,0,0,-17.930010585605,-2.23057510738265,0.0142908867946294,-1.20760398604173,3.24154175102551,7.41004048875246,0.363834401142369,-3.52867188420796,2.51198993378692,1.10884163561999,0,-0.431340370956162,0,0.0165545394433551,0,3.61096760321909,-36.7447245673339,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0
"1488","E02001526",1487,0.668885366241276,0,0,-14.153054713724,-2.44516867688084,-0.129235600507094,-2.6004910343825,4.82970822659577,3.80484516551807,1.81161416115594,-3.61664060295968,0.736918920655845,-0.385002893413709,0,-0.559649470523093,0,-0.306295108535542,0,-8.52804817835787,19.076407021786,2,0,0,0,0,0,3,4,0,4,3,0,4,3,0,2,0,0,0,0,0
"1489","E02001527",1488,0.514788557448744,0.217014038328239,0,-0.623508668344944,-0.240306959012945,-0.0636910225185001,-0.287705410749753,0.691606025846843,0.715522624712513,0.594443178379515,-1.94902236172457,-0.428357765704427,-0.259114199970125,0,0.100450435466636,0,-0.0112342559662309,0,-0.905878166104176,75.2427046461013,1,2,0,0,1,0,0,2,0,2,0,0,2,0,0,1,1,1,0,2,0
"1490","E02001528",1489,2.17487442490736,0,0,-2.70720203539332,-0.150872812058556,-0.129235600507094,-2.47814678010303,0.16248282224983,-1.27962114070514,-0.0992800069210164,-3.42644698835607,-0.704460514527998,-0.720582940833503,0,0.579457311448124,0,-0.569392575201136,0,-8.52804817835787,102.052122971502,1,0,0,0,0,0,3,4,0,4,3,0,4,3,0,1,0,2,0,0,0
"1491","E02001529",1490,1.65648200065928,0,0,-7.98722598108515,-1.38081796189626,-0.0796565285477404,-2.56947271540461,2.69337209591604,4.33479870281448,0.896321916905704,-3.60230351264442,-0.170904025124185,-1.68655686249958,0,0.0760223259490953,0,0.0783588476487141,0,-6.51974317984123,71.7336622638349,1,0,0,0,1,0,3,4,0,4,3,0,4,3,0,1,0,0,0,0,0
"1492","E02001530",1491,0.461688005814724,0.217014038328239,0,-12.5497919425562,-1.71187289048396,-0.0922441412755672,1.12256655752181,1.26269853607076,-3.1154069524926,0.00720197651792857,-1.8459098195238,0.946805306771979,-0.545806238943974,0,0.565545003574317,0,-0.45801645514603,0,0.585576742430208,48.3697956891277,1,2,0,0,1,0,0,2,0,2,0,-1,2,0,-1,1,1,1,0,2,0
"1493","E02001531",1492,0.407661888173248,0,0,-9.47693388417517,-1.38084699626482,-0.0955120566932175,-0.955847939064945,3.20001497670961,3.94870934653999,0.30155312506244,-1.79310216934445,0.391191599320105,-0.525379745006709,0,-0.469044418428589,0,-0.521143252090066,0,-2.54896154348537,40.9664314009037,1,0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0
