,MSOA,yj_Bus_stops,yj_Train_stations,yj_metro_stations,yj_HH_owning_cars_perc,yj_work_from_home_perc,yj_underground_metro_perc,yj_train_perc,yj_bus_perc,yj_bicycle_perc,yj_on_foot_perc,yj_avg_time_from_origin_car_UNWEIGHTED,yj_avg_time_car,yj_avg_time_from_origin_bus_UNWEIGHTED,yj_avg_time_bus,yj_avg_time_from_origin_rail_UNWEIGHTED,yj_avg_time_rail,yj_car_perc,label
80,E02000083,0.5758012810334623,0.9522470750944436,0.0,0.5189993549552621,0.5366276685449145,0.6921867665485034,0.9193322320237493,0.5453502040110065,0.3587792759500991,0.4485140875824183,0.0,0.4975100262687162,0.0,0.5386893752581967,0.0,0.3722650706982696,0.2994408731934293,0
81,E02000084,0.5466806290551438,0.0,0.0,0.6797141558182684,0.6280025048607036,0.8058692610427236,0.9236372107372738,0.4993470038217354,0.39517797080357503,0.3556894186959758,0.0,0.40266407929758063,0.0,0.5729036504389797,0.0,0.31617036536521353,0.2781266034942643,1
82,E02000085,0.436083022805066,0.0,0.0,0.65766819226334,0.5483004094323165,0.8108890251400835,0.9012768236944956,0.5690410303220808,0.3925280750320323,0.4128077664272237,0.0,0.4592233293444208,0.0,0.5737059358008985,0.0,0.31974609019107425,0.3114715578026777,1
83,E02000086,0.3969469307994186,0.0,0.0,0.7464014844583143,0.537816083637866,0.7992580390395673,0.9151339062218312,0.514797785700134,0.38235762446757815,0.4015845661070333,0.0,0.4113105539958939,0.0,0.5519176180038179,0.0,0.292487000065037,0.30790720902393875,1
84,E02000087,0.5466806290551438,0.9522470750944436,0.0,0.706212170706073,0.6696149975900096,0.7007602225732744,0.9477278686122576,0.4600924380987366,0.3527749252106204,0.3230169545301803,0.0,0.4421452841053153,0.0,0.44158323140022704,0.0,0.3702557079775272,0.23226178244023354,0
85,E02000088,0.4620138109578302,0.9522470750944436,0.0,0.7292641377824154,0.5628833856116022,0.7256081118115275,0.9364864692769757,0.5077539164328037,0.4264788961092447,0.32899894515401795,0.0,0.3629662161062584,0.0,0.5208677971757396,0.0,0.32944175537423626,0.269529764553665,0
86,E02000089,0.38613976388925786,0.0,0.0,0.7088866426026512,0.5918811889551387,0.7834250329505785,0.9422061261569498,0.4839788281514682,0.4824985608090514,0.3613886113695718,0.0,0.4678243284028403,0.0,0.5242736623866215,0.0,0.3017585734248853,0.2430949497803893,1
87,E02000090,0.5003999671989151,0.9522470750944436,0.0,0.4395444516194974,0.6020645511097065,0.8220536872125246,0.9626593372543634,0.5658313341907564,0.4345938287289585,0.4888302413906082,0.0,0.4560340161939376,0.0,0.5381576762665405,0.0,0.32840499962490005,0.1424467734211738,0
88,E02000091,0.4856764551254391,0.0,0.0,0.4762236561187298,0.6616774644204504,0.7881925356231531,0.943571517802632,0.5596500067754608,0.4464508250631397,0.4971490873436169,0.0,0.4615049507926354,0.0,0.550957673567078,0.0,0.318242388861297,0.17667975449775947,1
89,E02000092,0.5211445674319697,0.0,0.0,0.4415809552536904,0.5443991999277837,0.7765316021636146,0.8822236406904438,0.6519376336887253,0.4408781337801657,0.4552455758089182,0.0,0.4425856201933174,0.0,0.5630244361811818,0.0,0.3314530594320754,0.30876885857974584,0
90,E02000093,0.3969469307994186,0.0,0.9999645017598584,0.5270465588822466,0.5240505545611265,0.9962175833317272,0.6937729584320759,0.6634072665338728,0.20750986302634086,0.4423819922647234,0.0,0.39081919619620203,0.0,0.6261124167949159,0.0,0.29415260598936965,0.15758369822524498,0
91,E02000094,0.4268420170169122,0.0,0.0,0.4904672769177287,0.5573878691238978,0.99356713729873,0.6474329701662225,0.7598460409692299,0.34167388490191386,0.4341687214970657,0.0,0.3825040650308864,0.0,0.6392419004273724,0.0,0.2778798624380789,0.16443508732802709,0
92,E02000095,0.4701303125042545,0.0,0.9999645017598584,0.42762052954155794,0.5795238410618764,0.9964257711397908,0.7011216903651832,0.6880636041112189,0.23270380371211274,0.3749719542784492,0.0,0.3989501262644,0.0,0.6380268668728108,0.0,0.2752964998234204,0.14148140297650166,0
93,E02000096,0.3505164593679252,0.0,0.0,0.610659814307608,0.7297728929444995,0.9964421335397308,0.6876997683899527,0.5320306264630936,0.29581859746687644,0.2971085598138299,0.0,0.3710893908000941,0.0,0.592471549952879,0.0,0.2828111018063709,0.1686770811390975,0
94,E02000097,0.3085164184308939,0.0,0.0,0.5072056255372143,0.5512060398806156,0.9929360135677792,0.6579833818555046,0.7594331980288233,0.3481165237340369,0.3116482481885475,0.0,0.3077675477456614,0.0,0.6175953342249225,0.0,0.27348737111070204,0.19398378849530504,0
95,E02000098,0.4073068437860424,0.0,0.0,0.4705082911124309,0.671366157030427,0.9975126950270232,0.7148757677177987,0.6042714759421142,0.22283276862990392,0.3082834935897444,0.0,0.3695807957560833,0.0,0.6789994581915493,0.0,0.2620256891685441,0.11677100399571473,0
96,E02000099,0.3373506308306965,0.0,0.9999645017598584,0.39938661543755,0.6254959020383664,0.9979797332678684,0.7739158019470049,0.6159006994181982,0.3776468057973793,0.33470692991416395,0.0,0.3751259044815925,0.0,0.6654493303546927,0.0,0.2719787185710449,0.08166777545062782,0
