"","MSOA","Bus_stops","Train_stations","metro_stations","HH_owning_cars_perc","work_from_home_perc","underground_metro_perc","train_perc","bus_perc","taxi_perc","motorcycle_perc","bicycle_perc","on_foot_perc","other_perc","avg_time_from_origin_car_UNWEIGHTED","avg_time_car","avg_time_from_origin_bus_UNWEIGHTED","avg_time_bus","avg_time_from_origin_rail_UNWEIGHTED","avg_time_rail","car_perc","yj_idr_Kmeans_cluster","yj_DB_cluster","log_zscore_DB_cluster","log_zscore_kmeans_cluster","log_zscore_H_cluster","log_range_DB_cluster","log_range_H_cluster","log_range_kmeans_cluster","log_idr_DB_cluster","log_idr_kmeans_cluster","log_idr_H_cluster","yj_idr_DB_cluster","yj_idr_H_cluster","yj_H_cluster","yj_Kmeans_cluster","yj_Zscore_DB_cluster","yj_Zscore_H_cluster","yj_zscore_Kmeans_cluster"
"12","E02000013",13,NA,1,62.976,5.60747663551402,24.0277359059391,9.04431715405487,10.1296352125415,0.301477238468496,1.02502261079289,1.53753391618933,4.76334036780223,0.602954476936991,114.084570358908,8.80655431305281,266.066672595459,32.2808281812698,120.547102064135,22.5741910055472,42.9605064817606,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"13","E02000014",20,NA,1,59.8130841121495,5.89939425862523,22.649460100079,10.1395838820121,12.3518567289966,0.447721885699236,1.00079009744535,1.23781933105083,7.11087700816434,0.263365815117198,114.805582686458,9.77492816158021,270.583492966712,32.1815145071429,122.719112933519,24.1320610859155,38.8991308928101,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"14","E02000015",19,NA,NA,51.608832807571,5.46334716459198,21.8879668049793,10.0622406639004,13.5892116182573,0.4149377593361,0.864453665283541,2.80082987551867,5.94744121715076,0.656984785615491,115.401068849118,9.89734438145767,268.383909330608,30.4225247731302,125.450026186808,27.7010369170093,38.3125864453665,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"15","E02000016",25,1,1,36.0259032038173,5.77928066400246,36.6430986781433,16.6922840454965,12.1426375653243,0.368890255149093,0.338149400553335,0.860743928681217,6.36335690132186,0.430371964340609,111.945046438992,10.1330170410669,256.49816611033,28.5953765176301,116.619636686099,20.5360557658281,20.3811865969874,0,3,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"16","E02000017",9,NA,NA,60.2784902894833,7.12576442435522,30.1515554373837,14.0919968093592,9.94416378622707,0.239298059026855,0.425418771603297,0.930603562882212,7.4448285030577,0.345652751927679,112.17455306964,11.0566323637296,259.028716299222,27.6504878716463,117.243909207744,20.8729296037527,29.3007178941771,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"17","E02000018",17,NA,NA,57.2760072158749,5.88406641421497,24.9053306146228,10.6321002039033,10.9233906204486,0.349548499854355,0.932129332944946,1.51471016603554,4.86454995630644,0.291290416545296,113.461822856633,9.54099284634082,258.628154687029,26.1262845594118,119.330907951534,23.6317741076479,39.7028837751238,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"18","E02000019",27,1,NA,66.1461794019934,5.22496371552975,24.5573294629898,9.08563134978229,9.75326560232221,0.2322206095791,1.33526850507983,1.71262699564586,6.09579100145138,0.551523947750363,114.348483372193,9.31369341942568,264.860911174976,33.2142852893891,124.728808034286,26.8946027864672,41.4513788098694,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"19","E02000020",50,NA,NA,56.8208092485549,7.23089564502876,25.1164064639825,12.6266776225692,11.6132566420159,0.328677074774035,0.465625855929882,1.67077513010134,6.60093125171186,0.712133662010408,112.910863810631,9.503283610177,264.091730288891,33.4100873944445,120.124388383329,23.3202531800802,33.6346206518762,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"20","E02000021",27,NA,NA,62.4957612750085,7.05917693000901,19.5554220486633,9.73265244818264,12.7665965755482,0.330429558425954,0.871132472213878,1.4418744367678,6.75878642234905,0.510663863021928,114.745884001367,8.97304969044309,265.962346890307,35.5041834510152,125.454850612929,27.2719274227704,40.9732652448183,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"21","E02000022",11,NA,NA,42.5329653480527,7.24493187105351,29.3120638085743,14.0578265204387,14.3236955799269,0.332336324360253,0.265869059488202,1.39581256231306,7.14523097374543,0.432037221668328,112.153240983222,10.682779189375,257.646368277627,34.1847193318919,117.526454717886,22.4049688216851,25.4901960784314,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"22","E02000023",28,NA,NA,51.8305224187577,7.38895807388958,21.1706102117061,12.8684101286841,15.2760481527605,0.24906600249066,0.58115400581154,2.36612702366127,4.60772104607721,0.45662100456621,113.538137977831,8.97903655134181,265.994261119845,36.3319674320988,120.943199482343,25.1642999132603,35.0352843503528,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"23","E02000024",50,NA,1,79.9513381995134,14.7575410462008,24.7613592974418,4.00916380297824,5.36464299350897,0.477281405116457,0.935471554028255,1.58457426498664,8.30469644902634,0.343642611683849,104.24624287343,9.10750564180936,244.830548715706,27.461003651711,117.989142617761,24.2865209363636,39.4616265750286,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"24","E02000025",24,NA,NA,73.6609607951408,11.9315403422983,15.5256723716381,12.1515892420538,8.67970660146699,0.440097799511002,1.14914425427873,1.19804400977995,4.88997555012225,0.317848410757946,104.77772151991,8.55945457282284,247.64845904623,25.4208368808383,116.196334580818,23.8508014528952,43.7163814180929,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"25","E02000026",9,NA,NA,84.0144230769231,11.344262295082,18.3606557377049,8.0655737704918,5.9016393442623,0.754098360655738,1.01639344262295,0.655737704918033,4.29508196721311,0.557377049180328,105.660528933633,9.15804765756966,253.912761415664,34.1141202071006,120.086987827649,27.8016900151631,49.0491803278688,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"26","E02000027",16,NA,NA,70.6882591093117,9.74797907750832,18.7589158345221,3.66143604374703,11.3647170708512,0.523062291963861,0.998573466476462,0.760817879220162,6.96623870660961,0.523062291963861,104.459716928696,8.20979659645161,244.863955021538,24.5473982721604,118.941632957909,24.419038550565,46.6951973371374,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"27","E02000028",20,1,NA,80.8329963606955,13.4639303482587,14.5522388059702,14.0547263681592,6.90298507462687,0.435323383084577,0.932835820895522,0.932835820895522,4.35323383084577,0.248756218905473,104.611216987349,8.76766704038773,249.644877113179,24.2183279575,115.137239613199,22.6955877875306,44.1231343283582,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,2,2
"28","E02000029",20,NA,NA,73.7546256760603,9.53962980541054,12.3635500711913,15.875652586616,8.37683910773612,0.3796867584243,0.806834361651637,0.996677740863787,5.98006644518272,0.616990982439487,105.3770502793,9.35465518143124,249.924352574336,24.2992142962617,114.179330710637,21.7219713134328,45.0640721404841,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"29","E02000030",46,NA,NA,85.9530791788856,17.3655531864487,16.5837479270315,4.43022980336413,5.6621653636579,0.355366027007818,0.7818052594172,0.734423122482824,3.76687988628287,0.568585643212509,104.386146355895,9.44141582585107,246.907580007958,27.8075272768519,121.251941395543,28.2341458594595,49.7512437810945,0,0,0,1,2,0,1,0,0,0,1,-1,0,3,3,0,2,2
"30","E02000031",33,1,1,78.3102591409301,14.4588500563698,26.0428410372041,7.69447576099211,8.39909808342728,0.394588500563698,0.986471251409245,1.2119503945885,3.91770011273957,0.535512965050733,104.711419838932,7.97056589131603,245.332631342925,32.991610756015,114.974225551368,22.9361067902913,36.358511837655,0,3,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"31","E02000032",12,NA,NA,87.016776075857,11.0213652944242,25.7686294945284,4.19489317352788,5.1068264721209,0.729546638874414,0.755601875977071,0.859822824387702,4.40333507034914,0.573215216258468,106.120567766754,8.75925082317923,250.33643611061,30.2816819923077,115.749551592023,22.9643306050958,46.5867639395519,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"32","E02000033",24,NA,NA,75.6707868555924,10.2645761881431,22.6604605585497,7.12885840274375,10.3135717785399,0.489955903968643,1.27388535031847,0.979911807937286,4.14012738853503,0.612444879960804,105.472012580956,7.66416690182679,244.87889925988,31.8339054281421,114.908388529579,21.4766257958076,42.1362077413033,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
