"","MSOA","Bus_stops","Train_stations","metro_stations","HH_owning_cars_perc","work_from_home_perc","underground_metro_perc","train_perc","bus_perc","taxi_perc","motorcycle_perc","bicycle_perc","on_foot_perc","other_perc","avg_time_from_origin_car_UNWEIGHTED","avg_time_car","avg_time_from_origin_bus_UNWEIGHTED","avg_time_bus","avg_time_from_origin_rail_UNWEIGHTED","avg_time_rail","car_perc","yj_idr_Kmeans_cluster","yj_DB_cluster","log_zscore_DB_cluster","log_zscore_kmeans_cluster","log_zscore_H_cluster","log_range_DB_cluster","log_range_H_cluster","log_range_kmeans_cluster","log_idr_DB_cluster","log_idr_kmeans_cluster","log_idr_H_cluster","yj_idr_DB_cluster","yj_idr_H_cluster","yj_H_cluster","yj_Kmeans_cluster","yj_Zscore_DB_cluster","yj_Zscore_H_cluster","yj_zscore_Kmeans_cluster"
"325","E02000337",25,NA,NA,67.4116077384923,6.47175702526256,6.27306273062731,24.098779449333,14.4195288106727,0.340618790803293,1.33409026397956,1.53278455861482,7.15299460686914,0.340618790803293,112.833520049458,7.86409649924977,258.62839493102,26.4030287628156,121.113825434134,24.985236225,38.0357649730343,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"326","E02000339",23,1,NA,70.1838529176659,9.75110808046369,5.18240709171497,31.6058643027617,7.90998977156495,0.818274803954995,1.15922263893624,1.80702352540061,6.27344016365496,0.238663484486874,113.237002512466,8.066656351,258.674257409829,26.873029184237,121.056962420771,23.4252715434127,35.254006137061,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"327","E02000340",40,1,NA,68.6316541622008,9.31068278340412,4.60633779810519,29.2714799085266,10.6827834041163,1.078079059131,1.20875530872264,1.63345311989546,5.06370467167592,0.457366873570729,113.782127443293,9.31335504498956,259.918684390739,27.1932074667774,121.809012657887,24.9371283508772,36.687357072852,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"328","E02000341",30,NA,NA,62.5661375661376,6.78456591639871,5.08038585209003,19.903536977492,17.588424437299,0.418006430868167,1.57556270096463,1.63987138263666,6.36655948553055,0.192926045016077,112.636169550345,7.75632438911428,260.541004334246,27.5066811640404,119.579616515289,21.6321892707317,40.4501607717042,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"329","E02000342",13,NA,NA,66.005291005291,7.00112317484088,3.8562336203669,29.502059153875,12.8790715087982,0.786222388618495,0.898539872706851,1.38524897042306,5.9153874953201,0.673904904530139,114.865404489858,11.5906255583676,265.777588518872,38.664351910828,122.926569437773,29.1507044188235,37.1022089105204,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"330","E02000343",11,1,NA,70.2482400889218,8.29986613119143,4.01606425702811,24.9665327978581,12.6840696117805,0.970548862115127,1.43908969210174,0.970548862115127,4.21686746987952,0.535475234270415,114.149369515068,8.50336589693593,267.592823067394,35.9077784150442,120.842260739647,25.2267813448276,41.90093708166,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"331","E02000344",22,NA,NA,79.3214862681745,7.77673251803073,3.32392599560991,29.601756036375,8.56067732831609,1.22295390404516,1.56788962057071,1.3170272812794,3.98243963624961,0.501724678582628,114.35127056447,9.17520876467972,267.92908950786,32.1795076174797,122.574049569954,25.5378561411765,42.1448730009407,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"332","E02000345",16,1,NA,43.8915707389528,11.1395646606914,14.7887323943662,4.80153649167734,20.0704225352113,0.544174135723432,0.736235595390525,5.60179257362356,23.5275288092189,0.352112676056338,107.274398226234,6.04279620050209,241.460695543884,27.056757902682,107.893327487617,16.1064036257459,18.437900128041,0,-1,0,3,2,0,1,0,0,0,1,0,0,1,3,-1,1,2
"333","E02000346",21,NA,NA,30.3550526726492,7.37913486005089,29.2620865139949,8.05767599660729,29.8982188295165,0.339270568278202,0.678541136556404,4.9618320610687,5.68278201865988,0.89058524173028,106.874010130307,7.505251806625,236.595260364727,26.3383708341894,106.654070718581,15.3997141337979,12.8498727735369,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"334","E02000347",6,NA,NA,39.2739273927393,11.3890717577354,18.7294272547729,6.45161290322581,18.8281764318631,0.921658986175115,0.460829493087558,9.24950625411455,17.6761026991442,0.263331138907176,107.230039389648,6.74617889981818,239.300919148479,28.0918484071146,107.387708525799,16.0984691618534,16.0302830809743,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"335","E02000348",9,NA,NA,35.6990014265335,9.33286018452803,14.513839602555,6.63591199432221,27.430801987225,0.63875088715401,0.92264017033357,6.67139815471966,18.2044002838893,0.35486160397445,107.54770501105,8.46492955733334,242.221868631925,28.7706324380386,107.882128139057,17.2552818456717,15.2945351312988,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"336","E02000350",9,1,NA,40.3328710124827,11.1482500983091,17.105780574125,8.78883208808494,24.8918600078647,0.196618167518679,0.92410538733779,15.4345261502163,8.90680298859615,0.609516319307904,107.686342914354,8.90129911476861,240.758454898542,28.2476624067568,107.11300595223,15.697485694207,11.9937082186394,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"337","E02000351",11,NA,NA,36.4349189754313,8.2431928384931,39.5001864975755,7.96344647519582,18.0716150690041,0.261096605744125,0.951137635210742,11.1525550167848,4.51324132786274,0.466243938828795,107.012810020896,11.9802986800265,234.51463677885,26.4136515314709,105.884822105449,13.7516040795055,8.87728459530026,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"338","E02000352",11,NA,NA,41.8149466192171,10.9833585476551,18.3963691376702,4.96217851739788,25.143721633888,0.514372163388805,1.33131618759455,16.8229954614221,8.38124054462935,0.75642965204236,107.910232366346,7.94225799605634,238.523084551761,25.0497334593191,106.464825553747,14.9955883175741,12.7080181543116,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"339","E02000353",14,NA,NA,44.8308270676692,12.9878577623591,15.0477016478751,7.67562879444926,26.4960971379011,0.281873373807459,1.47441457068517,18.9071986123157,6.41803989592368,0.477016478751084,107.527491483765,8.65045984044271,240.522007539826,28.928702678223,106.981733920061,16.4329533525041,10.2341717259324,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"340","E02000354",22,1,NA,33.3579881656805,9.80482204362801,16.0275545350172,10.0803673938002,27.7382319173364,0.298507462686567,0.987370838117107,16.532721010333,7.09529276693456,0.367393800229621,107.739989790866,10.7733152695827,244.737960548132,32.1851958539595,107.405533232195,16.0887131209106,11.0677382319173,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"341","E02000355",17,NA,NA,42.6543209876543,12.1080338750286,14.9462119478141,7.87365529869535,26.1844815747311,0.228885328450446,1.12153810940719,17.2579537651637,6.88944838635843,0.503547722590982,107.751169332779,8.41766375432054,247.825501233162,31.2511810294233,109.536494663791,18.5596761901923,12.8862439917601,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"342","E02000356",10,NA,NA,42.9389312977099,11.1752482105749,16.1163703532671,4.71022858462249,30.9859154929577,0.346340337104595,1.08519972292773,19.1410759639806,6.55737704918033,0.46178711613946,107.107768181104,7.74818939553846,240.116289758604,26.9036846160613,106.575756357856,16.8502869943961,9.42045716924498,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"343","E02000357",18,NA,NA,36.3382528919027,6.05050023820867,12.5297760838495,7.71796093377799,40.161981896141,0.238208670795617,0.905192949023344,5.85993330157218,7.62267746545974,0.333492139113864,109.069773330354,10.9565190586293,249.783290722108,34.6487235656618,109.19379804897,16.7383642853658,18.5802763220581,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"344","E02000358",13,NA,NA,32.6073298429319,10.5597326649958,17.4269005847953,6.71679197994987,30.2589807852966,0.434419381787803,1.15288220551378,15.906432748538,7.55221386800334,0.451127819548872,107.582488554937,8.42589562995816,243.172814924663,26.5701920356527,107.07521061089,15.9717524884763,9.54051796157059,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"345","E02000359",12,NA,NA,44.7019867549669,9.62583946274384,16.5973776782859,7.51519027822194,23.0572433642469,0.191877198592901,0.959385992964503,19.1877198592901,7.80300607611129,0.287815797889351,108.313498047918,6.6757258576738,250.472276122845,31.7714849558029,109.163249670032,18.2784579505882,14.7745442916533,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"346","E02000360",20,1,NA,30.2717505793132,9.3325572370974,15.6189367481568,11.0593713620489,28.1916957702755,0.329840900271634,0.814901047729918,13.5622817229336,9.35195964299573,0.853705859526581,107.513333000816,8.06967162663865,244.686426054297,31.1733338981032,106.894086018432,15.3009617570588,10.8847497089639,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"347","E02000361",36,1,NA,27.9780790308624,10.0168147970214,17.8957482584674,8.67163103531107,27.792457362479,0.168147970213788,1.0329089598847,16.8868604371847,8.23925054047562,0.432380494835455,107.764512916981,9.80333961075343,246.429362893807,34.9578442673296,107.01749639961,15.903765393928,8.86380014412683,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"348","E02000362",37,1,NA,42.0652999240699,9.05233380480905,20.6152758132956,7.88543140028289,23.7270155586987,0.424328147100424,1.30834512022631,14.8161244695898,6.57708628005658,0.636492220650636,108.683819434582,8.35592047744382,250.188784027719,35.3546499515703,110.278327863089,17.6325181454369,14.95756718529,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"349","E02000363",19,1,NA,30.8268968650613,7.12524654832347,16.4940828402367,8.75246548323471,31.8293885601578,0.17258382642998,0.788954635108481,9.39349112426035,10.034516765286,0.542406311637081,108.144735534414,9.42368829604248,248.312894673171,35.605870436483,108.615268136192,17.4298669897527,14.8668639053254,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"350","E02000364",17,NA,NA,37.2403180302642,12.7214170692432,17.5925925925926,6.84380032206119,22.463768115942,0.322061191626409,1.20772946859903,20.6119162640902,8.8768115942029,0.422705314009662,107.493150384516,10.273927544302,244.422115015401,28.7228638035329,106.231906052679,14.2601311902356,8.93719806763285,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"351","E02000365",33,3,NA,35.1393728222997,11.4365226610125,19.427511264246,5.45984627617281,27.8028094354625,0.569838324940366,1.07341637953883,16.087993639014,9.34269811820832,0.556586270871985,107.147809189457,8.82204490959064,242.05062796038,25.2200428499474,106.319358314229,14.5109835338509,8.24277763053273,0,2,-1,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"352","E02000366",19,NA,NA,39.1327913279133,10.276781137878,20.7073295745771,5.22808815991799,23.5520246027678,0.691952844695028,1.48641722193747,14.7616606868273,9.37980522808816,0.61506919528447,108.200856566944,9.42937438935867,249.423584135773,30.3932390788095,109.472299312138,17.5702682605605,13.3008713480267,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"353","E02000367",24,1,NA,36.6322363680039,10.9989181391994,22.8452939055175,5.60764514965741,22.6289217454021,0.360620266858998,1.13595384060584,17.7605481428056,9.26794085827624,0.504868373602597,107.8386828567,8.46625383233517,245.312392901347,28.220108559738,106.599593758173,14.1535099609083,8.88928957807429,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"354","E02000368",18,NA,NA,33.987090367428,8.40121014661392,17.6402141028625,6.05073306958343,25.6457993949267,0.418896904817314,1.04724226204329,14.9173842215499,14.4984873167326,0.372352804282057,107.79110283421,9.51937807291338,244.154836465894,29.4873829334665,105.688624838189,14.7603330510386,11.0076797765883,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"355","E02000369",11,NA,NA,30.9411764705882,9.25535651563049,17.9487179487179,5.67263786441869,29.1534949069196,0.491745697225149,0.807867931155602,10.9062170706006,15.7182999648753,0.561995082543028,107.330301989675,9.49827769044444,242.328790928843,26.2705778286628,104.995874205109,13.5197603738606,9.48366701791359,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"356","E02000370",16,NA,NA,29.8036093418259,8.36463811670423,18.4072126220887,5.35937891309792,23.7415477084899,0.826446280991736,0.926621587778613,9.79213623841723,23.2657150012522,0.525920360631104,107.065009265795,11.1916266884669,236.82915419203,24.5265923481735,104.258373884052,12.8587353234009,8.79038317054846,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"357","E02000371",47,1,NA,23.8540197461213,11.0688635403464,23.6163920574567,4.40782988311505,17.0961836361076,0.591465990705534,0.859033938881848,9.491620898465,26.3343191099845,0.591465990705534,107.082354542522,13.299163540708,236.9053519234,23.1038546313849,105.00909764008,13.3368009725558,5.9428249542318,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"358","E02000372",40,NA,3,36.8807838867719,7.71449170872386,29.2477769766883,5.93607305936073,20.5719778899303,0.384522951213651,0.961307378034126,4.49411199230954,15.2847873107426,0.264359528959385,105.383803680615,8.57101373182195,226.285939331287,26.9394978866412,109.401259590617,15.5685074262942,15.1405912040375,0,1,-1,3,0,0,1,0,0,0,1,0,0,2,3,1,1,2
"359","E02000373",7,NA,NA,33.8676531031648,7.45316859306497,26.2654444001594,7.37345555998406,24.471901155839,0.358708648864089,0.876843363889996,3.74651255480271,14.1889198884018,0.358708648864089,105.555246762519,9.58541044364821,223.710963569935,29.7975177742701,110.162241172133,15.6838844458925,14.9063371861299,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"360","E02000374",10,NA,NA,49.3050193050193,9.13173652694611,33.7125748502994,4.8502994011976,15.8383233532934,0.119760479041916,2.09580838323353,7.60479041916168,10.8083832335329,0.359281437125749,105.751881569185,10.1166353961327,225.661458143273,29.5947846715464,110.575694778789,19.0348242507661,15.4790419161677,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"361","E02000375",22,1,1,35.4798761609907,9.32560590094837,35.3266596417281,4.63645943097998,17.5711275026344,0.105374077976818,1.26448893572181,6.79662802950474,13.9357218124341,0.553213909378293,105.588591255854,8.30025074549342,218.168363722385,25.5698760543974,110.390164749368,17.2039829265833,10.4847207586934,0,3,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"362","E02000376",12,NA,1,36.7068527918782,9.12640312347487,36.066373840898,4.51439726695949,14.6412884333821,0.0976085895558809,1.48853099072718,8.34553440702782,13.7628111273792,0.366032210834553,105.703455466243,9.83527181311999,218.981504422164,25.2237531788603,110.020522823237,16.4670427226891,11.5910200097609,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"363","E02000377",13,NA,NA,41.5721007473014,10.05172026085,34.1578592309422,3.7778277490443,17.1801214301776,0.112435349673937,1.84393973465257,8.32021587587137,11.4684056667416,0.26984483921745,105.903790132519,11.0736514198485,222.757282700055,24.6519977317596,110.670783110362,17.1636718339518,12.8176298628289,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"364","E02000378",5,NA,NA,36.1663099969428,10.7593371258966,41.7264407618105,4.35320306702943,11.5755627009646,0.296809300024734,1.28617363344051,6.35666584219639,13.356418501113,0.49468216670789,105.673724236281,11.7287208574096,219.399270215707,26.8219921910377,110.046589872124,17.6951177520756,9.79470690081623,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"365","E02000379",12,NA,NA,53.9498432601881,10.8582735592382,37.2000989364333,2.77022013356419,12.6391293593866,0.296809300024734,1.31090774177591,8.80534256740045,10.2151867425179,0.469948058372496,106.0031549785,9.35154856526418,223.709664906637,25.5033406135021,111.232902137294,18.3880440193058,15.4340836012862,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"366","E02000380",4,NA,1,52.6768268855022,13.2115038945476,40.203714799281,2.93588975434392,8.32834032354704,0.239664469742361,1.88735769922109,8.74775314559617,11.5638106650689,0.569203115638107,105.817731988215,11.4704545493948,219.665544064629,26.3636896943182,110.278109145855,17.2978202856792,12.3127621330138,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"367","E02000381",3,1,NA,47.0834496232208,14.2572503874253,38.5875581137923,4.20633163604162,10.5379676776622,0.221385875581138,1.7710870046491,7.8591985831304,11.9326986938233,0.309940225813593,105.810837743855,10.2134795084422,221.906916478809,27.9497443777533,110.645452165562,18.2391969681311,10.316581802081,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"368","E02000382",16,NA,1,47.7860432164364,13.6933174224344,38.0369928400955,3.90811455847255,10.5011933174224,0.298329355608592,2.05847255369928,7.13007159904535,11.5751789976134,0.596658711217184,106.035022928036,12.280083102274,224.087354785238,25.498815604321,112.002304315839,18.5586160773217,12.2016706443914,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"369","E02000383",16,NA,1,36.8491921005386,10.6029106029106,42.3927423927424,3.93120393120393,12.3228123228123,0.283500283500284,1.28520128520129,5.55660555660556,13.022113022113,0.491400491400491,106.171909438217,11.488120441746,224.158145330232,27.3132486268781,110.926041021556,16.9526550778057,10.1115101115101,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"370","E02000384",35,NA,2,33.9373464373464,9.93572576325656,41.3497589716122,3.48152115693626,11.7836100696304,0.267809319764328,1.01767541510445,5.89180503481521,16.336368505624,0.696304231387252,105.918466343402,12.0273888912195,224.119926638343,25.2328737931204,112.222647704458,17.8125826875089,9.23942153186931,0,1,3,3,0,0,1,0,0,0,1,0,0,2,3,1,1,2
"371","E02000385",4,NA,2,38.2999353587589,8.50059031877214,55.7260920897285,3.30578512396694,5.43093270365998,0.188902007083825,1.41676505312869,6.72963400236127,10.1770956316411,0.519480519480519,106.412580479557,16.311667267099,229.312039662492,31.5977095936274,111.168240800147,17.5735365424128,8.0047225501771,0,1,-1,3,0,0,1,0,0,0,1,0,0,2,3,1,1,2
"372","E02000386",10,NA,NA,34.6164574616457,8.45906505070492,41.380163245115,4.9715557754143,13.5048231511254,0.27207519168934,1.3603759584467,4.99628988374969,14.6673262428889,0.49468216670789,106.739942870252,13.4324054427052,229.64526246674,28.895666857393,110.45096614629,16.5091196585393,9.8936433341578,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"373","E02000387",7,NA,NA,37.2052094332981,8.21837393601409,35.2216025829175,3.46345758732022,15.7029644848841,0.234810683886117,1.67302612268858,7.5432932198415,16.4660992075139,0.557675374229527,106.429222832323,11.8125024608228,229.248077025983,28.6771126101833,111.235106477151,17.5476356580812,10.9186968007044,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"374","E02000388",10,1,1,40.1839684625493,9.58096013018714,40.3783563873068,4.37347436940602,12.286411716843,0.406834825061025,2.72579332790887,7.89259560618389,11.6965012205045,0.508543531326281,106.98079449573,11.5504196970353,228.261071997125,25.9610727515044,110.423185090867,17.3707818252512,10.1505288852726,0,3,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"375","E02000389",9,NA,NA,55.9965237543453,11.4489003880983,34.8641655886158,3.10478654592497,12.3329021129797,0.625269512721001,2.47951703320397,9.20655454937473,11.6645105648987,0.323415265200517,106.322684800376,12.209593791939,230.037603140294,26.2713724044527,111.826771969728,19.5643897861869,13.9499784389823,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"376","E02000390",5,NA,NA,50.0531349628055,8.6848635235732,35.2908740005514,3.36366142817756,15.8808933002481,0.523848910945685,2.67438654535429,9.20871243451889,11.4143920595534,0.441135925006893,106.673837482567,13.35464901576,230.339535960492,26.0590417184557,111.22933057785,18.6746715855925,12.5172318720706,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"377","E02000391",22,NA,NA,53.5244223457151,14.0047393364929,38.0331753554502,3.43601895734597,12.7251184834123,1.04265402843602,3.24644549763033,6.13744075829384,9.54976303317536,0.592417061611374,107.051603816248,9.5569720668,231.636679104332,27.5573628990291,110.383808932906,17.4732132680862,11.2322274881517,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"378","E02000392",12,NA,1,48.6171761280932,10.601408705075,43.6517970019866,3.44952140148095,12.0823550659202,0.216723857684667,2.61874661368972,6.62813798085606,10.0054180964421,0.505689001264223,107.057092714755,12.8223523614345,229.375617426746,28.8785940097039,111.111919711936,18.214527515772,10.2402022756005,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"379","E02000393",7,NA,NA,59.5471698113208,9.95248152059134,37.8035902851109,3.95987328405491,13.727560718057,0.422386483632524,4.01267159450898,7.60295670538543,8.9493136219641,0.765575501583949,106.75994851508,13.162418524689,230.430429729601,28.6219801305645,111.543186819686,19.6945657893044,12.8035902851109,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"380","E02000394",19,1,NA,50.4364967614756,10.9887420460108,27.7533039647577,7.95398923152227,15.1248164464024,0.930004894762604,3.08370044052863,7.09740577581987,12.0900636319139,1.54185022026432,107.260015523328,10.4737788647425,233.356313588698,27.103020955595,110.237264078659,17.3233403856077,13.4361233480176,0,-1,0,3,2,0,1,0,0,0,1,0,0,1,3,-1,1,2
"381","E02000395",18,NA,1,59.5807282089003,14.6773272415762,40.7766990291262,4.19760137064535,10.1370645345517,0.513992004568818,2.96973158195317,7.02455739577384,6.88178183894917,0.685322672758424,106.969040570915,12.5241292038144,230.997901381489,28.6400496377246,112.676078912447,20.2645440273828,12.1359223300971,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"382","E02000396",15,NA,NA,58.8736569099667,12.8735632183908,29.3390804597701,6.17816091954023,14.9425287356322,1.09195402298851,3.87931034482759,7.5,10.4597701149425,0.660919540229885,107.415228817045,11.3750483751385,233.970687613096,29.716165409018,111.207979151597,17.5240080576843,13.0747126436782,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"383","E02000397",4,1,NA,44.0165876777251,9.1874536922697,41.91158310694,8.59471474438133,13.5342059767844,0.271672017782168,1.2842677204248,2.61793035317362,4.12447517905656,0.246974561620153,106.479613187825,10.7878431407081,243.367667449104,30.9612268599147,112.807890154492,20.1408067020878,18.2267226475673,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"384","E02000398",13,NA,NA,41.1352746037597,7.78321108394458,21.2306438467808,8.55745721271394,27.7913610431948,0.162999185004075,0.611246943765281,1.9559902200489,7.21271393643032,0.611246943765281,107.740019481122,8.75083755345679,248.847524228218,33.5386407246231,112.363600177632,20.9029192010294,24.0831295843521,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"385","E02000400",16,1,1,57.6608951323097,11.4262990455992,37.8313891834571,9.22587486744433,10.4453870625663,0.424178154825027,1.08695652173913,2.75715800636267,4.05620360551432,0.31813361611877,106.00928619093,8.97671613936781,243.878483972809,30.1761625982196,110.171501952277,16.7692364826672,22.4284199363733,0,3,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"386","E02000401",14,NA,NA,52.9136537643556,8.16831683168317,21.3696369636964,4.24917491749175,23.9273927392739,0.123762376237624,0.783828382838284,2.14521452145215,6.76567656765677,0.742574257425743,106.972253933757,7.02751300391785,246.228144702278,27.2313961019531,110.454153446791,17.7628315612591,31.7244224422442,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"387","E02000402",18,NA,NA,47.0230862697448,5.51378446115288,23.5588972431078,7.64411027568922,26.1487050960735,0.167084377610693,0.835421888053467,2.17209690893901,5.72263993316625,0.584795321637427,107.135509671468,8.51171900108893,249.241589423885,29.2130376046816,111.342402542383,18.3878636221198,27.6524644945698,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"388","E02000403",22,NA,1,44.2881646655232,7.3835863133522,45.2276820169797,5.65989194751737,15.0244404425006,0.282994597375868,0.668896321070234,2.46977103164394,5.45407769488037,0.41162850527399,106.344214750088,8.6866118624706,243.733799145453,32.9041344522,109.612593094529,17.0276675899004,17.4170311294057,0,1,0,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"389","E02000404",14,NA,NA,47.1212121212121,7.55885997521685,39.2193308550186,4.21313506815366,19.1759603469641,0.185873605947955,0.867410161090459,1.70384138785626,6.62949194547708,0.619578686493185,106.929350789157,7.54024485818182,246.623558308137,28.4493175071698,110.001607060288,16.6074811979037,19.8265179677819,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"390","E02000405",17,NA,NA,74.9411764705882,14.9819994461368,30.0747715314317,12.0188313486569,6.81251730822487,0.249238438105788,1.66158958737192,4.79091664358903,4.70783716422044,0.470783716422044,106.730805938981,10.0655393773279,242.689858404971,28.7361954334842,110.612806460757,17.8862711107246,24.2315148158405,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"391","E02000406",6,NA,NA,41.2382739212008,6.75092478421702,41.1220715166461,4.68557336621455,17.0468557336621,0.184956843403206,0.863131935881628,3.0826140567201,6.78175092478422,0.493218249075216,106.749887866239,7.71989801351297,246.033862322122,28.232612164151,109.344810627128,16.3398617504954,18.9889025893958,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"392","E02000407",18,1,NA,36.5576592082616,8.71341048332199,26.8890401633764,8.44111640571818,24.5405037440436,0.340367597004765,0.987066031313819,3.13138189244384,5.54799183117767,0.272294077603812,107.180533376105,8.4333032761157,244.143432078946,30.7153104456081,110.387371762291,18.4921166126014,21.1368277739959,0,2,0,3,2,0,1,0,0,0,1,0,0,1,3,0,1,2
"393","E02000408",21,NA,NA,40.8702119747118,7.72486772486772,27.689594356261,7.72486772486772,25.679012345679,0.0705467372134039,0.529100529100529,2.50440917107584,8.04232804232804,0.282186948853616,107.200895861491,7.28303271515625,244.540577616983,27.9699252942529,109.914515566481,17.1661533852542,19.7530864197531,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"394","E02000409",8,NA,NA,44.3512974051896,7.49423520368947,28.4396617986164,5.380476556495,23.4050730207533,0.153727901614143,0.960799385088393,3.61260568793236,6.22598001537279,0.5380476556495,106.927094246269,8.71085738138257,245.793283511068,30.3882686391969,110.210786625852,18.283336216623,23.7893927747886,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"395","E02000410",15,NA,NA,62.8390278266995,14.8023766468613,32.0588995091708,3.48747093774219,15.3965383621803,0.309997416688194,1.85998450012917,4.33996383363472,5.34745543787135,0.387496770860243,106.350571160986,10.1084882019942,241.715925897681,32.9425005933092,110.744366407443,17.6768249342908,22.0098165848618,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
"396","E02000411",45,2,1,45.0092764378479,6.33893919793014,33.5705045278137,9.86416558861578,21.6688227684347,0.226390685640362,0.711513583441138,2.06985769728331,5.82147477360931,0.517464424320828,107.749078943866,8.65786275132797,243.846124551589,31.0947435105263,109.040937432815,16.3985331425553,19.2108667529107,0,3,1,3,2,0,1,0,0,0,1,0,0,2,3,1,1,2
"397","E02000412",20,NA,NA,34.9808562478246,7.70178681454097,41.7744916820702,4.99075785582255,18.5459026494147,0.154035736290819,1.1090573012939,3.14232902033272,7.97905113986445,0.492914356130622,106.82369455695,10.2021824512535,243.482443929107,33.3053940692748,109.108859802508,16.8997031465527,14.1096734442391,0,0,0,3,2,0,1,0,0,0,1,0,0,3,3,0,1,2
